date,MSFT,AAPL,SLB,AMZN,TSLA,XOM,WMT,T,FB,V
2015-05-21,43.3,122.07,78.87,431.63,245.62,73.91,68.3,27.47,80.48,67.22
2015-05-22,42.83,123.14,78.86,427.63,247.73,73.33,68.07,27.19,80.54,67.46
2015-05-26,42.54,120.43,77.76,425.47,247.46,72.33,67.21,27.16,79.33,66.42
2015-05-27,43.47,122.68,77.98,431.42,247.43,72.13,67.47,27.37,80.55,67.34
2015-05-28,43.33,122.43,77.68,426.57,251.45,72.13,67.16,27.26,80.15,67.4
2015-05-29,42.79,121.04,77.79,429.23,250.8,72.21,66.65,27.05,79.19,66.55
2015-06-01,43.13,121.28,78.11,430.92,249.45,72.15,67.06,26.9,80.29,66.97
2015-06-02,42.84,120.74,78.85,430.99,248.35,72.16,66.88,26.91,80.44,66.9
2015-06-03,42.78,120.89,78.73,436.59,248.99,72.0,67.2,27.44,82.44,66.81
2015-06-04,42.33,120.19,77.61,430.78,245.92,71.38,66.54,27.63,82.05,66.1
2015-06-05,42.13,119.53,77.7,426.95,249.14,71.43,65.56,27.08,82.14,66.25
2015-06-08,41.76,118.74,77.01,423.5,256.29,71.91,65.16,27.09,80.67,65.58
2015-06-09,41.68,118.38,77.43,425.48,256.0,71.68,65.03,27.03,80.67,65.84
2015-06-10,42.56,119.74,78.96,430.77,250.7,72.22,65.44,27.19,82.16,67.47
2015-06-11,42.41,119.47,78.13,432.97,251.41,72.11,65.45,27.32,81.83,67.48
2015-06-12,41.98,118.15,77.68,429.92,250.69,71.21,64.99,27.14,81.53,67.18
2015-06-15,41.53,117.92,77.06,423.67,250.38,70.95,64.55,26.95,80.71,66.45
2015-06-16,41.85,118.55,77.29,427.26,253.12,71.77,64.92,27.16,81.06,66.87
2015-06-17,41.98,118.27,77.27,427.81,260.41,71.81,65.26,27.26,81.79,66.62
2015-06-18,42.66,118.81,76.37,439.39,261.89,72.44,65.49,27.43,82.91,67.35
2015-06-19,42.09,117.62,74.64,434.92,262.51,72.22,65.27,27.41,82.51,66.56
2015-06-22,42.21,118.56,74.94,436.29,259.79,72.18,65.32,27.44,84.74,66.95
2015-06-23,41.92,118.02,75.83,445.99,267.67,72.1,65.12,28.13,87.88,67.27
2015-06-24,41.67,119.02,75.41,440.84,265.17,71.77,64.95,28.02,88.86,66.73
2015-06-25,41.68,118.46,74.69,440.1,268.79,71.13,64.48,28.34,87.98,66.49
2015-06-26,41.33,117.76,74.69,438.1,267.09,71.07,64.72,28.29,88.01,66.62
2015-06-29,40.52,115.7,73.81,429.86,262.02,70.19,64.09,28.02,85.8,64.65
2015-06-30,40.31,116.53,74.27,434.09,268.26,70.51,63.65,27.82,85.77,65.07
2015-07-01,40.59,117.62,72.64,437.39,269.15,69.81,64.5,27.86,86.91,65.75
2015-07-02,40.54,117.47,72.39,437.71,280.02,70.46,64.48,27.99,87.29,66.13
2015-07-06,40.53,117.06,71.94,436.04,279.72,69.94,65.08,27.89,87.55,66.01
2015-07-07,40.45,116.78,72.56,436.72,267.88,70.23,66.21,28.02,87.22,65.67
2015-07-08,40.4,113.88,71.45,429.7,254.96,69.47,65.56,27.61,85.65,64.66
2015-07-09,40.65,111.55,72.0,434.39,257.92,69.16,65.31,27.29,85.88,64.97
2015-07-10,40.73,114.54,72.35,443.51,259.15,69.68,65.61,27.5,87.95,66.3
2015-07-13,41.58,116.75,72.63,455.57,262.16,69.85,66.3,27.68,90.1,67.37
2015-07-14,41.66,116.7,73.5,465.57,265.65,70.44,66.21,27.87,89.68,67.93
2015-07-15,41.78,117.83,72.07,461.19,263.14,70.14,66.09,27.56,89.76,67.85
2015-07-16,42.61,119.4,72.29,475.48,266.68,70.27,66.25,27.91,90.85,68.38
2015-07-17,42.57,120.43,72.13,483.01,274.66,70.01,65.86,27.79,94.97,68.68
2015-07-20,42.84,122.7,71.97,488.1,282.26,69.29,65.6,27.7,97.91,70.45
2015-07-21,43.17,121.48,72.64,488.0,266.77,69.21,65.27,27.44,98.39,69.79
2015-07-22,41.58,116.34,73.47,488.27,267.87,69.32,65.65,27.2,97.04,69.74
2015-07-23,42.1,116.28,74.12,482.18,267.2,68.77,65.07,26.93,95.44,69.53
2015-07-24,41.95,115.67,71.44,529.42,265.41,67.75,64.23,27.22,96.95,72.48
2015-07-27,41.41,114.06,70.45,531.41,253.01,67.17,64.05,27.24,94.17,71.57
2015-07-28,41.4,114.63,71.09,526.03,264.82,69.9,64.7,27.25,95.29,72.42
2015-07-29,42.27,114.27,72.29,529.0,263.82,70.46,64.81,27.53,96.99,73.65
2015-07-30,42.81,113.69,71.97,536.76,266.79,70.35,64.75,27.62,95.21,74.01
2015-07-31,42.64,112.7,71.37,536.15,266.15,67.13,64.59,27.57,94.01,73.01
2015-08-03,42.74,110.04,70.73,535.03,259.99,66.16,64.77,27.51,94.14,73.42
2015-08-04,43.41,106.51,70.89,531.9,266.28,65.4,64.83,27.45,94.06,72.94
2015-08-05,43.45,107.22,71.09,537.01,270.13,65.4,66.41,27.44,96.44,72.66
2015-08-06,42.57,107.45,72.03,529.46,246.13,66.18,65.76,27.18,95.12,71.3
2015-08-07,42.68,107.81,70.88,522.62,242.51,65.11,64.37,27.15,94.3,71.91
2015-08-10,43.22,111.73,72.76,524.0,241.14,66.74,64.58,27.6,94.15,72.08
2015-08-11,42.38,105.92,72.69,527.46,237.37,66.29,64.99,27.5,93.62,71.09
2015-08-12,42.68,107.55,73.1,525.91,238.17,67.4,65.57,27.0,94.19,71.38
2015-08-13,42.67,107.47,72.46,529.66,242.51,67.28,65.15,26.83,93.43,71.76
2015-08-14,42.92,108.22,72.26,531.52,243.15,67.03,65.39,27.02,94.42,72.04
2015-08-17,43.21,109.34,71.95,535.22,254.99,67.38,64.97,27.17,93.93,72.22
2015-08-18,43.45,108.73,71.65,535.02,260.72,66.64,62.77,27.26,95.17,72.28
2015-08-19,42.84,107.34,69.51,532.92,255.25,65.21,61.95,27.27,95.31,72.21
2015-08-20,41.97,105.13,68.45,515.78,242.18,63.79,61.82,26.95,90.56,71.78
2015-08-21,39.59,98.7,66.78,494.47,230.77,61.7,60.12,26.49,86.06,69.1
2015-08-24,38.31,96.24,63.66,463.37,218.87,58.78,57.78,25.69,82.09,66.35
2015-08-25,37.2,96.82,62.49,466.37,220.03,58.78,57.01,25.24,83.0,65.0
2015-08-26,39.26,102.37,60.4,500.77,224.84,62.02,58.57,25.95,87.19,68.61
2015-08-27,40.35,105.39,63.64,518.37,242.99,64.03,59.7,26.54,89.73,70.27
2015-08-28,40.38,105.73,65.54,518.01,248.48,64.22,58.67,26.42,91.01,70.33
2015-08-31,40.0,105.24,67.11,512.89,249.06,64.36,58.48,26.35,89.43,69.2
2015-09-01,38.44,100.53,65.85,496.54,238.63,61.66,57.66,25.65,87.23,66.93
2015-09-02,39.85,104.84,65.84,510.55,247.69,62.64,58.22,26.05,89.89,67.57
2015-09-03,39.98,103.01,66.58,504.72,245.57,63.12,58.6,26.22,88.15,68.33
2015-09-04,39.16,101.98,65.48,499.0,241.93,61.98,57.72,25.84,88.26,67.13
2015-09-08,40.34,104.82,65.95,517.54,248.17,62.87,59.97,26.3,89.53,68.46
2015-09-09,39.59,102.8,64.96,516.89,248.91,61.59,58.83,26.02,90.44,67.55
2015-09-10,39.79,105.06,64.67,522.24,248.48,62.04,57.93,25.99,91.98,68.17
2015-09-11,39.96,106.59,64.34,529.44,250.24,62.18,58.41,25.97,92.05,68.68
2015-09-14,39.56,107.62,63.59,521.38,253.19,62.01,58.07,25.83,92.31,67.95
2015-09-15,40.42,108.52,64.25,522.37,253.57,62.33,58.11,26.08,92.9,68.44
2015-09-16,40.72,108.64,66.49,527.39,262.25,63.56,58.44,26.14,93.45,68.9
2015-09-17,40.67,106.32,65.74,538.87,262.07,63.7,58.25,26.02,94.34,68.87
2015-09-18,39.96,105.88,63.33,540.26,260.62,62.17,57.23,25.83,94.4,67.74
2015-09-21,40.54,107.52,63.62,548.39,264.2,62.78,57.57,25.84,95.55,68.7
2015-09-22,40.35,105.83,63.36,538.4,260.94,62.22,57.45,25.61,92.96,68.18
2015-09-23,40.32,106.69,62.81,536.07,261.06,61.85,57.57,25.56,93.97,68.86
2015-09-24,40.36,107.33,63.46,533.75,263.12,62.22,57.67,25.48,94.41,68.18
2015-09-25,40.39,107.06,63.65,524.25,256.91,62.64,57.62,25.66,92.77,68.61
2015-09-28,39.79,104.94,60.56,504.06,248.43,62.1,57.51,25.32,89.21,65.22
2015-09-29,39.93,101.78,60.33,496.07,246.65,62.42,57.62,25.45,86.67,66.52
2015-09-30,40.68,102.94,60.22,511.89,248.4,63.6,58.58,25.86,89.9,67.61
2015-10-01,41.0,102.27,59.06,520.72,239.88,63.35,58.07,25.82,90.95,67.93
2015-10-02,41.89,103.02,61.39,532.54,247.57,64.91,58.71,25.91,92.07,68.59
2015-10-05,42.86,103.39,62.94,543.68,246.15,65.71,59.51,26.53,94.01,70.11
2015-10-06,42.97,103.88,64.55,537.48,241.46,66.63,59.34,26.44,92.8,69.96
2015-10-07,43.02,103.39,65.79,541.94,231.96,67.75,59.95,26.66,92.4,71.07
2015-10-08,43.61,102.19,66.91,533.16,226.72,68.46,60.42,26.89,92.47,71.73
2015-10-09,43.3,104.64,66.67,539.8,220.69,67.8,60.25,26.68,93.24,71.81
2015-10-12,43.2,104.15,65.43,550.19,215.58,67.84,60.47,26.81,94.26,72.79
2015-10-13,43.1,104.33,65.17,548.9,219.25,67.72,60.29,26.74,94.12,72.8
2015-10-14,42.91,102.86,65.49,544.83,216.88,68.57,54.23,26.78,94.07,72.02
2015-10-15,43.21,104.4,66.49,562.44,221.31,69.7,53.6,26.96,95.96,73.12
2015-10-16,43.67,103.63,65.05,570.76,227.01,70.56,53.2,27.23,97.54,73.77
2015-10-19,43.77,104.28,64.73,573.15,228.1,69.28,53.17,27.07,98.47,74.73
2015-10-20,43.91,106.18,65.96,560.88,213.03,69.14,53.08,27.17,97.0,74.04
2015-10-21,43.38,106.17,66.03,555.77,210.09,68.61,52.98,27.05,97.11,73.24
2015-10-22,44.15,107.79,68.33,563.91,211.72,70.91,53.21,27.34,99.67,74.17
2015-10-23,48.6,111.14,68.4,599.03,209.09,70.98,52.67,27.16,102.19,74.8
2015-10-26,49.86,107.59,67.36,608.61,215.26,69.48,52.42,27.1,103.77,75.88
2015-10-27,49.35,106.91,67.18,611.01,210.35,69.37,51.93,26.74,103.7,75.24
2015-10-28,49.62,111.31,69.09,617.1,212.96,70.38,52.08,26.9,104.2,76.55
2015-10-29,49.05,112.49,68.7,626.55,211.63,70.34,52.36,27.01,104.88,76.2
2015-10-30,48.38,111.53,68.24,625.9,206.93,70.78,51.71,26.98,101.97,75.3
2015-11-02,48.94,113.1,69.35,628.35,213.79,72.95,52.05,27.06,103.31,73.01
2015-11-03,49.77,114.39,71.17,625.31,208.35,74.29,52.5,27.07,102.58,75.61
2015-11-04,50.0,113.86,70.12,640.95,231.63,73.55,52.74,26.95,103.94,76.05
2015-11-05,49.98,113.34,68.8,655.65,231.77,72.55,52.95,26.84,108.76,76.93
2015-11-06,50.48,113.47,69.02,659.37,232.36,72.26,53.11,26.69,107.1,76.43
2015-11-09,49.78,113.01,68.02,655.49,225.33,70.71,52.84,26.44,106.49,75.75
2015-11-10,49.18,109.45,68.77,659.68,216.5,71.06,53.02,26.4,107.91,77.28
2015-11-11,49.31,108.83,67.78,673.25,219.08,70.43,52.02,26.5,109.01,76.99
2015-11-12,49.01,108.46,66.88,665.6,212.94,68.52,51.45,26.32,108.02,76.14
2015-11-13,48.57,105.29,66.47,642.35,207.19,67.39,50.97,26.01,103.95,75.95
2015-11-16,49.42,107.02,68.39,647.81,214.31,69.81,52.28,26.6,104.04,76.72
2015-11-17,49.02,106.56,67.0,643.3,214.0,69.0,54.14,26.78,105.13,76.65
2015-11-18,49.83,109.93,68.58,663.54,221.07,69.67,55.05,27.0,107.77,78.23
2015-11-19,49.91,111.33,68.03,661.27,221.8,69.29,54.84,27.07,106.26,77.93
2015-11-20,50.14,111.82,67.36,668.45,220.01,68.85,54.27,27.1,107.32,77.97
2015-11-23,50.14,110.36,67.42,678.99,217.75,69.27,54.44,26.94,106.95,77.89
2015-11-24,50.2,111.42,68.26,671.15,218.25,70.65,54.14,26.88,105.74,77.58
2015-11-25,49.68,110.63,67.69,675.34,229.64,70.11,54.42,26.93,105.41,77.36
2015-11-27,49.9,110.42,67.51,673.26,231.61,70.09,54.11,27.02,105.45,77.63
2015-11-30,50.29,110.88,67.8,664.8,230.26,70.46,53.16,27.11,104.24,76.82
2015-12-01,51.1,109.98,68.69,679.06,237.19,70.66,53.3,27.19,107.12,77.7
2015-12-02,51.09,108.99,66.62,676.01,231.99,68.64,53.16,27.02,106.07,76.85
2015-12-03,50.15,107.97,65.74,666.25,232.71,67.66,53.79,26.65,104.38,76.12
2015-12-04,51.74,111.56,65.65,672.64,230.38,68.05,54.35,27.46,106.18,78.18
2015-12-07,51.64,110.86,63.97,669.83,231.13,66.27,55.12,27.59,105.61,77.35
2015-12-08,51.62,110.81,62.83,677.33,226.72,64.4,54.31,27.25,106.49,76.88
2015-12-09,50.88,108.37,63.38,664.79,224.52,65.26,53.87,27.02,104.6,75.73
2015-12-10,51.14,108.88,62.81,662.32,227.07,65.31,54.26,27.11,105.42,75.96
2015-12-11,50.02,106.08,61.35,640.15,217.02,64.15,54.08,26.7,102.12,74.01
2015-12-14,51.02,105.42,61.53,657.91,218.58,65.61,55.02,27.05,104.66,74.74
2015-12-15,51.08,103.56,63.13,658.64,221.09,68.54,54.33,27.22,104.55,76.45
2015-12-16,51.94,104.36,62.58,675.77,234.51,68.3,54.94,27.69,106.79,77.65
2015-12-17,51.54,102.14,60.81,670.65,233.39,67.27,53.73,27.4,106.22,76.51
2015-12-18,50.09,99.38,59.17,664.14,230.46,66.68,53.61,27.05,104.04,74.21
2015-12-21,50.74,100.6,59.71,664.51,232.56,66.67,54.25,27.44,104.77,75.04
2015-12-22,51.22,100.5,61.06,663.15,229.95,67.0,55.15,27.7,105.51,75.24
2015-12-23,51.65,101.8,62.4,663.7,229.7,69.19,55.65,28.0,104.63,76.39
2015-12-24,51.51,101.25,61.98,662.79,230.57,68.45,55.42,27.9,105.02,76.1
2015-12-28,51.77,100.12,61.88,675.2,228.95,67.94,55.35,27.98,105.93,76.36
2015-12-29,52.33,101.92,61.96,693.97,237.19,68.31,56.13,28.12,107.26,77.02
2015-12-30,52.11,100.59,61.2,689.07,238.09,67.4,56.19,27.97,106.22,76.18
2015-12-31,51.34,98.66,61.29,675.89,240.01,67.26,55.85,27.7,104.66,75.41
2016-01-04,50.71,98.74,60.79,636.99,223.41,66.84,55.99,27.65,102.22,73.61
2016-01-05,50.94,96.27,61.07,633.79,223.43,67.41,57.32,27.85,102.73,74.16
2016-01-06,50.01,94.38,59.49,632.65,219.04,66.85,57.9,27.81,102.97,73.19
2016-01-07,48.27,90.4,58.16,607.94,215.65,65.78,59.24,27.36,97.92,71.75
2016-01-08,48.42,90.88,57.19,607.05,211.0,64.45,57.89,27.38,97.33,70.86
2016-01-11,48.4,92.35,56.97,617.74,207.85,63.59,58.51,27.72,97.51,71.88
2016-01-12,48.84,93.69,56.89,617.89,209.97,64.89,57.96,27.67,99.37,72.69
2016-01-13,47.78,91.28,56.2,581.81,200.31,65.28,56.41,27.54,95.44,71.08
2016-01-14,49.14,93.28,56.84,593.0,206.18,68.27,57.45,28.0,98.37,71.76
2016-01-15,47.18,91.04,55.37,570.18,204.99,66.94,56.42,27.75,94.97,69.84
2016-01-19,46.78,90.6,55.2,574.48,204.72,65.92,56.99,28.17,95.26,69.42
2016-01-20,47.0,90.72,53.66,571.77,198.7,63.15,55.43,27.67,94.35,68.73
2016-01-21,46.71,90.26,54.0,575.02,199.97,63.94,56.37,28.2,94.16,69.58
2016-01-22,48.39,95.06,57.29,596.38,202.55,66.07,57.11,28.69,97.94,70.69
2016-01-25,47.92,93.2,55.62,596.53,196.38,63.84,57.8,28.57,97.01,69.76
2016-01-26,48.27,93.72,57.41,601.25,193.56,66.18,58.31,28.9,97.34,69.89
2016-01-27,47.4,87.56,57.6,583.35,188.07,64.97,58.26,28.96,94.45,68.95
2016-01-28,48.17,88.19,61.08,635.35,189.7,66.43,58.51,29.01,109.11,67.41
2016-01-29,50.98,91.23,63.51,587.0,191.2,67.18,60.46,29.44,112.21,72.43
2016-02-01,50.63,90.38,62.8,574.81,196.94,65.83,61.49,29.54,115.09,72.32
2016-02-02,49.04,88.55,60.49,552.1,182.78,64.36,60.91,29.44,114.61,71.37
2016-02-03,48.27,90.31,62.24,531.07,173.48,67.72,60.37,29.98,112.69,72.32
2016-02-04,48.12,91.03,61.99,536.26,175.33,68.88,60.51,29.82,110.49,71.64
2016-02-05,46.41,88.6,60.47,502.13,162.6,69.1,61.04,30.11,104.07,69.56
2016-02-08,45.72,89.53,61.32,488.1,147.99,70.03,60.95,30.3,99.75,65.9
2016-02-09,45.6,89.52,59.58,482.07,148.25,69.73,59.95,29.92,99.54,66.44
2016-02-10,46.0,88.84,59.52,490.48,143.67,69.09,59.94,29.74,101.0,68.35
2016-02-11,45.98,88.3,60.48,503.82,150.47,69.31,59.51,29.56,101.91,66.71
2016-02-12,46.73,88.57,62.24,507.08,151.04,70.55,60.29,29.77,102.01,68.61
2016-02-16,47.61,91.07,63.51,521.1,155.17,70.72,60.04,29.92,101.61,69.28
2016-02-17,48.85,92.46,64.56,534.1,168.68,71.4,60.23,29.91,105.2,70.32
2016-02-18,48.64,90.71,64.33,525.0,166.77,71.79,58.42,30.2,103.47,69.55
2016-02-19,48.3,90.5,64.5,534.9,166.58,71.83,58.91,29.85,104.57,69.83
2016-02-22,49.07,91.3,65.83,559.5,177.74,71.74,59.79,30.09,107.16,71.33
2016-02-23,47.7,89.23,63.8,552.94,177.21,70.73,60.57,29.99,105.46,70.44
2016-02-24,47.87,90.56,63.92,554.04,179.0,70.98,61.15,30.29,106.88,70.14
2016-02-25,48.56,91.18,64.04,555.15,187.43,71.41,61.99,30.51,108.07,71.53
2016-02-26,47.81,91.32,64.15,555.23,190.34,71.18,60.59,30.31,107.92,71.0
2016-02-29,47.42,91.12,63.48,552.52,191.93,69.79,60.44,30.16,106.92,70.67
2016-03-01,49.0,94.74,65.51,579.04,186.35,70.77,60.55,30.52,109.82,72.87
2016-03-02,49.35,94.94,65.87,580.21,188.34,72.01,60.32,30.77,109.95,72.54
2016-03-03,48.79,95.65,66.26,577.49,195.74,71.75,60.26,31.01,109.58,72.16
2016-03-04,48.49,97.07,66.24,575.14,201.04,71.65,60.84,30.96,108.39,72.15
2016-03-07,47.56,96.0,67.41,562.8,205.29,73.54,61.85,31.13,105.73,70.23
2016-03-08,48.14,95.21,64.35,560.26,202.6,71.95,61.99,31.1,105.93,68.94
2016-03-09,49.25,95.29,64.4,559.47,208.72,71.75,61.98,31.01,107.51,69.0
2016-03-10,48.51,95.34,64.78,558.93,205.18,71.56,61.87,31.27,107.32,68.55
2016-03-11,49.46,96.37,66.39,569.61,207.5,71.56,61.65,31.32,109.41,69.93
2016-03-14,49.55,96.61,65.01,573.37,215.15,71.76,61.82,31.28,109.89,69.79
2016-03-15,49.94,98.55,64.82,577.02,218.34,72.11,62.49,31.45,110.67,70.2
2016-03-16,50.65,99.86,64.93,574.27,221.93,72.16,62.4,31.65,112.18,70.65
2016-03-17,50.94,99.7,65.98,559.44,226.38,73.23,61.9,31.94,111.02,71.4
2016-03-18,49.85,99.82,65.08,552.08,232.74,73.31,61.44,31.48,111.45,72.03
2016-03-21,50.2,99.81,66.29,553.98,238.32,72.81,62.38,31.77,111.85,72.02
2016-03-22,50.39,100.57,65.16,560.48,234.24,73.24,62.29,31.54,112.25,71.23
2016-03-23,50.3,100.01,64.58,569.63,222.58,72.92,61.91,31.46,112.54,72.16
2016-03-24,50.52,99.58,64.25,582.95,227.75,73.12,62.41,31.74,113.05,72.38
2016-03-28,49.9,99.13,64.44,579.87,230.26,73.33,62.52,31.9,113.69,72.32
2016-03-29,50.99,101.47,64.62,593.86,230.13,73.6,62.44,32.21,116.14,73.59
2016-03-30,51.31,103.25,65.87,598.69,226.89,73.59,63.14,32.14,114.7,74.96
2016-03-31,51.47,102.71,65.28,593.64,229.77,72.78,62.86,31.98,114.1,74.66
2016-04-01,51.79,103.65,63.84,598.5,237.59,72.23,63.38,31.88,116.06,75.75
2016-04-04,51.66,104.72,64.3,593.19,246.99,72.41,63.42,32.13,112.55,75.98
2016-04-05,50.85,103.48,64.32,586.14,255.47,71.58,63.0,31.99,112.22,75.14
2016-04-06,51.37,104.56,64.76,602.08,265.42,72.54,63.36,31.94,113.71,76.35
2016-04-07,50.76,102.28,63.74,591.43,257.2,71.72,62.61,31.89,113.64,75.74
2016-04-08,50.72,102.4,65.37,594.6,250.07,72.45,62.46,31.82,110.63,76.18
2016-04-11,50.62,102.74,65.4,595.93,249.92,72.55,61.86,31.73,108.99,75.97
2016-04-12,50.93,104.07,67.18,603.17,247.82,73.44,63.14,31.96,110.61,76.66
2016-04-13,51.59,105.58,68.49,614.82,254.53,73.86,63.46,31.61,110.51,77.82
2016-04-14,51.59,105.64,68.3,620.75,251.86,74.39,63.14,31.75,110.84,78.42
2016-04-15,51.86,103.52,67.5,625.89,254.51,73.98,63.38,31.8,109.64,78.18
2016-04-18,52.62,101.29,68.56,635.35,253.88,74.69,64.12,31.94,110.45,79.52
2016-04-19,52.55,100.75,70.5,627.9,247.37,75.06,64.03,32.17,112.29,78.83
2016-04-20,51.81,100.96,71.79,632.99,249.97,75.58,63.52,32.0,112.42,79.22
2016-04-21,51.99,99.86,71.05,631.0,248.29,75.57,62.84,31.29,113.44,78.87
2016-04-22,48.26,99.59,70.75,620.5,253.75,76.21,63.07,31.46,110.56,77.23
2016-04-25,48.57,99.02,69.73,626.2,251.82,76.04,63.76,31.58,110.1,76.29
2016-04-26,47.94,98.34,70.11,616.88,253.74,76.3,63.6,31.48,108.76,76.67
2016-04-27,47.48,92.18,71.35,606.57,251.47,77.02,63.71,32.0,108.89,76.89
2016-04-28,46.51,89.36,70.62,602.0,247.71,76.65,63.24,31.94,116.73,75.84
2016-04-29,46.48,88.34,71.11,659.59,240.76,76.97,61.37,32.08,117.58,75.41
2016-05-02,47.17,88.24,70.28,683.85,241.8,77.61,62.03,32.32,118.57,76.6
2016-05-03,46.39,89.69,68.36,671.32,232.32,76.72,61.49,32.16,117.43,75.36
2016-05-04,46.48,88.76,67.03,670.9,222.56,76.57,61.67,32.13,118.06,75.24
2016-05-05,46.54,88.4,66.74,659.09,211.53,76.66,61.68,32.02,117.81,75.52
2016-05-06,46.96,87.91,66.49,673.95,214.93,77.07,62.64,32.22,119.49,75.88
2016-05-09,46.66,87.97,64.41,679.75,208.92,77.12,63.28,32.12,119.24,76.36
2016-05-10,47.55,88.57,65.73,703.07,208.69,78.36,63.13,32.49,120.5,77.32
2016-05-11,47.58,87.71,65.33,713.23,208.96,77.98,61.4,32.38,119.52,75.6
2016-05-12,48.01,85.65,65.58,717.93,207.28,78.73,61.8,32.69,120.28,76.18
2016-05-13,47.61,85.82,64.11,709.92,207.61,77.85,60.04,32.36,119.81,75.14
2016-05-16,48.3,89.01,65.5,710.66,208.29,78.65,61.04,32.46,118.67,76.09
2016-05-17,47.4,88.64,66.28,695.27,204.66,78.61,60.18,32.32,117.35,75.1
2016-05-18,47.69,89.65,64.77,697.45,211.17,78.45,58.38,31.78,117.65,75.73
2016-05-19,47.23,89.31,65.68,698.52,215.21,79.12,63.98,31.77,116.81,75.19
2016-05-20,47.51,90.28,66.35,702.8,220.28,78.79,64.59,31.78,117.35,75.96
2016-05-23,46.95,91.43,66.4,696.75,216.22,78.67,64.25,31.67,115.97,75.51
2016-05-24,48.42,92.82,66.94,704.2,217.91,78.73,64.94,31.82,117.7,77.63
2016-05-25,48.91,94.45,68.96,708.35,219.58,79.25,65.16,31.92,117.89,77.32
2016-05-26,48.7,95.2,68.94,714.91,225.12,78.85,65.5,32.1,119.47,77.26
2016-05-27,49.1,95.14,68.75,712.24,223.04,79.03,65.41,32.22,119.38,77.91
2016-05-31,49.74,94.68,67.98,722.79,223.23,78.16,65.44,32.36,118.81,77.2
2016-06-01,49.6,93.35,67.58,719.44,219.56,78.36,65.18,32.01,118.78,77.48
2016-06-02,49.25,92.65,67.22,728.24,218.96,77.73,65.59,32.1,118.93,78.19
2016-06-03,48.6,92.84,67.38,725.54,218.99,77.59,65.52,32.41,118.47,78.18
2016-06-06,48.92,93.51,70.46,726.73,220.68,78.44,65.69,32.51,118.79,78.77
2016-06-07,48.9,93.89,71.36,723.74,232.34,79.65,65.67,32.89,117.76,78.83
2016-06-08,48.84,93.81,71.99,726.64,235.52,79.72,65.9,32.94,118.39,79.85
2016-06-09,48.45,94.48,71.24,727.65,229.36,79.61,65.72,33.13,118.56,79.47
2016-06-10,48.31,93.7,69.96,717.91,218.79,79.01,65.77,33.33,116.62,78.42
2016-06-13,47.06,92.29,69.17,715.24,217.87,79.54,65.2,33.22,113.95,76.67
2016-06-14,46.77,92.4,69.01,719.3,214.96,79.4,65.59,33.37,114.94,76.84
2016-06-15,46.63,92.1,68.47,714.26,217.7,79.16,65.75,33.3,114.6,76.45
2016-06-16,47.29,92.49,68.01,717.51,217.93,80.09,65.92,33.46,114.39,76.63
2016-06-17,47.05,90.38,69.04,706.39,215.47,79.66,65.59,33.66,113.02,75.3
2016-06-20,46.99,90.16,69.12,714.01,219.7,80.01,65.73,33.7,113.37,75.64
2016-06-21,48.04,90.93,69.95,715.82,219.61,80.37,66.06,33.94,114.38,75.63
2016-06-22,47.85,90.59,69.73,710.6,196.66,80.05,66.33,34.13,113.91,74.85
2016-06-23,48.72,91.11,70.91,722.08,196.4,80.6,66.66,34.61,115.08,76.51
2016-06-24,46.77,88.55,68.3,698.96,193.15,78.49,66.53,34.32,112.08,73.4
2016-06-27,45.45,87.26,66.88,691.36,198.55,78.02,66.1,34.74,108.97,71.73
2016-06-28,46.4,88.73,68.27,707.95,201.79,79.82,66.11,34.73,112.7,73.51
2016-06-29,47.43,89.5,69.34,715.6,210.19,81.18,66.99,35.16,114.16,75.05
2016-06-30,48.02,90.64,70.45,715.62,212.28,82.31,67.51,35.71,114.28,72.54
2016-07-01,48.01,90.91,70.84,725.68,216.5,82.39,67.31,35.93,114.19,72.84
2016-07-05,48.02,90.06,69.16,728.1,213.98,81.67,67.62,35.83,114.2,73.03
2016-07-06,48.22,90.57,69.54,737.61,214.44,82.61,68.25,36.02,116.7,72.43
2016-07-07,48.22,90.96,69.22,736.57,215.94,81.62,67.98,35.35,115.85,72.87
2016-07-08,49.08,91.66,70.15,745.81,216.78,82.13,68.26,35.61,117.24,74.74
2016-07-11,49.36,91.95,69.51,753.78,224.78,82.44,68.47,35.53,117.87,74.84
2016-07-12,49.94,92.36,70.96,748.21,224.65,83.37,67.74,35.44,117.93,75.77
2016-07-13,50.22,91.84,70.27,742.63,222.53,83.31,68.06,35.59,116.78,75.76
2016-07-14,50.43,93.66,70.47,741.2,221.53,83.37,68.14,35.74,117.29,76.42
2016-07-15,50.4,93.65,70.69,735.44,220.4,83.52,68.11,35.84,116.86,76.58
2016-07-18,50.64,94.65,71.0,736.07,226.25,83.26,68.26,35.81,119.37,76.59
2016-07-19,49.82,94.69,71.1,739.95,225.26,82.95,68.1,35.74,120.61,76.99
2016-07-20,52.47,94.77,71.81,745.72,228.36,82.47,68.22,35.69,121.92,77.61
2016-07-21,52.37,94.27,71.29,744.43,220.5,82.4,67.97,35.54,120.61,77.06
2016-07-22,53.09,93.54,72.71,744.86,222.27,82.54,68.0,36.03,121.0,78.15
2016-07-25,53.24,92.29,71.9,739.61,230.01,80.95,68.18,35.89,121.63,77.2
