CPT Code,CPT Description
88381,"Preparation of specimen, manual"
88387,"Pathologist examination, dissection, and preparation of tissue"
88738,Hemoglobin measurement
88740,"Hemoglobin measurement, per day"
89050,Body fluid cell count
89051,Body fluid cell count with cell identification
89055,"White blood cell measure, stool specimen"
89060,Crystal identification from tissue or body fluid
89125,"Fat stain of stool, urine, or respiratory secretions"
89160,Examination of stool for meat fibers
89190,Nasal smear for eosinophils (allergy related white blood cells)
89220,Sputum specimen collection
89230,Sweat collection
89240,Pathology tests
90460,Administration of first vaccine or toxoid component through 18 years of age with counseling
90471,Administration of 1 vaccine
90472,Administration of vaccine
90632,"Vaccine for Hepatitis A injection into muscle, adult dosage"
90654,Vaccine for influenza for injection into skin
90655,"Vaccine for influenza for injection into muscle, patient 6-35 months of age"
90656,"Vaccine for influenza for injection into muscle, patient 3 years and older"
90657,"Vaccine for influenza for injection into muscle, patient 6-35 months of age"
90660,Vaccine for influenza for nasal administration
90661,Vaccine for influenza for injection into muscle
90662,Vaccine for influenza for injection into muscle
90668,"Vaccine for influenza for injection into muscle, pandemic formulation"
90669,Pneumococcal vaccine for injection into muscle
90670,Pneumococcal vaccine for injection into muscle
90672,Vaccine for influenza for nasal administration
90673,"Vaccine for influenza administered into muscle, preservative and antibiotic free"
90685,Vaccine for influenza administered into muscle to children 6-35 months of age
90686,Vaccine for influenza administered into muscle to individuals 3 years of age and older
90687,Vaccine for influenza administered into muscle to children 6-35 months of age
90688,Vaccine for influenza administered into muscle to individuals 3 years of age and older
90691,Vaccine for typhoid for injection into muscle
90703,Tetanus toxoid injection into muscle
90714,"Vaccine for tetanus and diphtheria toxoids injection into muscle, patient 7 years or older"
90715,"Vaccine for tetanus, diphtheria toxoids and acellular pertussis (whooping cough) for injection into muscle, patient 7 years or older"
90732,"Vaccine for pneumococcal polysaccharide for injection beneath the skin or into muscle, patient 2 years or older"
90740,"Vaccine for Hepatitis B (3 dose schedule) for injection into muscle, dialysis or immunosuppressed patient"
90743,"Vaccine for Hepatitis B (2 dose schedule) for injection into muscle, adolescent patient"
90744,"Vaccine for Hepatitis B (3 dose schedule) for injection into muscle, pediatric and adolescent patients"
90746,Vaccine for Hepatitis B adult dosage (3 dose schedule) injection into muscle
90747,"Vaccine for Hepatitis B (4 dose schedule) for injection into muscle, dialysis or immunosuppressed patient"
90785,Interactive complexity
90791,Psychiatric diagnostic evaluation
90792,Psychiatric diagnostic evaluation with medical services
90832,"Psychotherapy, 30 minutes with patient and/or family member"
90833,"Psychotherapy, 30 minutes with patient and/or family member"
90834,"Psychotherapy, 45 minutes with patient and/or family member"
90836,"Psychotherapy, 45 minutes with patient and/or family member"
90837,"Psychotherapy, 60 minutes with patient and/or family member"
90838,"Psychotherapy, 60 minutes with patient and/or family member"
90839,"Psychotherapy for crisis, first 60 minutes"
90840,Psychotherapy for crisis
90846,Family psychotherapy
90847,Family psychotherapy including patient
90849,Multiple-family group psychotherapy
90853,Group psychotherapy
90865,Injection of hypnotic drug for psychiatric diagnosis or therapy
90867,Transcranial magnetic stimulation treatment (stimulates nerve cells in brain to improve symptoms of depression)
90868,"Transcranial magnetic stimulation treatment (stimulates nerve cells in brain to improve symptoms of depression), per session"
90869,Transcranial magnetic stimulation treatment (stimulates nerve cells in brain to improve symptoms of depression)
90870,Shock treatment and monitoring
90880,Hypnotherapy
90899,Psychiatric service or procedure
90901,Biofeedback training
90911,"Biofeedback training, perineal muscles, anorectal or urethral sphincter"
90935,Hemodialysis procedure with one physician evaluation
90937,Hemodialysis procedure with repeated evaluations
90945,Dialysis procedure including one evaluation
90947,Dialysis procedure requiring repeat evaluation
90957,"Dialysis services (4 or more physician visits per month), patient 12-19 years of age"
90959,"Dialysis services (1 physician visit per month), patient 12-19 years of age"
90960,"Dialysis services (4 or more physician visits per month), patient 20 years of age and older"
90961,"Dialysis services (2-3 physician visits per month), patient 20 years of age and older"
90962,"Dialysis services (1 physician visit per month), patient 20 years of age and older"
90966,"Home dialysis services per month, patient 20 years of age or older"
90970,"Dialysis services, per day (less than full month service), patient 20 years of age or older"
90989,"Dialysis training, patient helper, completed course"
90993,"Dialysis training, patient helper, course not completed"
90997,Removal of toxins from blood
90999,Inpatient or outpatient dialysis services
91010,Measurement of esophageal swallowing movement
91013,Measurement of esophageal swallowing movement
91020,Studies of the spontaneous stomach movement function
91022,Study of movement of the upper small bowel (duodenum)
91034,Monitoring and recording of gastroesophageal reflux through nose including analysis and interpretation
91035,Monitoring and recording of gastroesophageal reflux with pH electrode insertion including analysis and interpretation
91037,Monitoring of gastroesophageal reflux including analysis and interpretation
91038,"Monitoring of gastroesophageal reflux including analysis and interpretation, prolonged (greater than 1 hour, up to 24 hours)"
91040,Evaluation of non-cardiac chest pain using esophageal balloon
91065,Measurement of hydrogen in breath to test for GI symptoms
91110,Imaging of digestive tract done from the inside of the digestive tract
91111,Imaging of esophagus done from the inside of the esophagus
91112,Transit and pressure measurement of stomach through colon with wireless capsule
91120,Testing of tone and sensation of rectum and anus
91122,Study of anorectal pressure generated by muscles surrounding anus (sphincter)
91132,Recording of gastrointestinal electrical activity of stomach
91133,Recording of electrical activity of stomach with administration of drug
91299,Procedure for gastrointestinal diagnosis
92002,"Eye and medical examination for diagnosis and treatment, new patient"
92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits"
92012,"Eye and medical examination for diagnosis and treatment, established patient"
92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits"
92018,Diagnostic eye examination under general anesthesia
92019,Diagnostic eye examination under general anesthesia
92020,Examination of cornea and iris using lens device and slit lamp
92025,Computerized mapping of corneal curvature
92060,Measurement of eye muscles to detect deviation of eyeball
92065,Exercises to correct eyeball muscle imbalances
92071,Fitting of contact lens for treatment of ocular surface disease
92072,Fitting of contact lens for management of corneal degeneration
92081,Measurement of field of vision during daylight conditions
92082,Measurement of field of vision during daylight conditions
92083,Measurement of field of vision during daylight conditions
92100,"Multiple measurements of eye fluid pressure over an extended time period, same day"
92132,Diagnostic imaging of eyes
92133,Diagnostic imaging of optic nerve of eye
92134,Diagnostic imaging of retina
92136,Measurement of corneal curvature and depth of eye
92140,Glaucoma testing of eye fluid pressure
92225,Examination of eye by ophthalmoscope with retinal drawing
92226,Examination of eye by ophthalmoscope with retinal drawing
92227,Diagnostic imaging of retina
92228,Diagnostic imaging of retina
92230,Examination of retinal blood vessels by ophthalmoscope
92235,Examination of retinal blood vessels by ophthalmoscope
92240,Examination of eye using an endoscope
92250,Photography of the retina
92260,Determination of retinal arterial pressure
92265,Application of needle electrodes to eye muscles with recording of muscle movement
92270,Evaluation of retinal response to light
92275,Recording of retinal electrical responses to external stimuli
92283,Extended color vision examination
92284,Evaluation of eye adaptation to light and dark (rods and cones)
92285,Photography of content of eyes
92286,Microscopic evaluation of deep cells of the eye
92287,Imaging and evaluation of deep cells of the eye
92313,Measurement of curvature of cornea with contact lens fitting to cornea and sclera
92316,Measurement of curvature of both corneas with contact lens fitting
92325,Modification of contact lens and medical supervision of adaptation
92326,Replacement of contact lens
92499,Service or surgery of the eye
92502,"Examination of head, neck, including ears, nose and throat under general anesthesia"
92504,Diagnostic examination of ear and nose
92507,"Treatment of speech, language, voice, communication, and/or hearing processing disorder"
92508,"Group treatment of speech, language, voice, communication, and/or hearing processing disorder"
92511,Examination of the nose and throat using an endoscope
92512,Analysis of nasal resistance during breathing
92516,Tests for facial paralysis disorders
92520,Functional assessment of the voice box
92522,Evaluation of speech sound production
92523,Evaluation of speech sound production with evaluation of language comprehension and expression
92524,Behavioral and qualitative analysis of voice and resonance
92526,Treatment of swallowing and/or oral feeding function
92540,"Observation, testing, and recording of abnormal eye movement"
92541,Observation and recording of abnormal eye movement
92542,Observation and recording from multiple positions of abnormal eye movements
92543,Assessment and recording of balance system during irrigation of both ears
92544,Complex eye movement test while viewing objects in visual field
92545,Assessment and recording of abnormal eye movement while tracking moving object
92546,Assessment and recording of abnormal eye movement with patient in a rotating chair
92547,Use of vertical electrodes during eye or balance evaluation
92548,Assessment of balance and postural instability
92550,Assessment of eardrum and muscle function
92552,Pure tone air conduction threshold hearing assessment
92553,Pure tone air and bone conduction hearing assessment
92555,Assessment of speech hearing loss
92556,Assessment of hearing loss and speech recognition
92557,Air and bone conduction assessment of hearing loss and speech recognition
92558,Placement of ear probe for computerized measurement and automated analysis of sound
92561,Diagnostic hearing loss test
92562,Comparison assessment of hearing tones in one or both ears
92563,Hearing test using earphones
92564,Hearing test using earphones
92565,Assessment of simultaneous but different hearing tones in same ear
92567,Eardrum testing using ear probe
92568,Assessment of hearing loss with placement of probe in ear to assess ear bone contraction
92570,Detection of middle ear fluid with assessment of eardrum and muscle function
92571,Assessment of hearing using speech test with tone filtering
92572,Assessment of hearing using speech test with tone filtering
92575,Assessment of hearing using different tone pitches
92576,Assessment of hearing loss using grammatically incorrect sentences
92577,Assessment of two simultaneous words at different tones in same ear
92579,Hearing test for children
92582,Hearing tests for children
92583,Hearing test in a booth
92584,Testing of nerve from ear to brain (cochlear)
92585,Placement of scalp electrodes for assessment and recording of responses from several areas of the nerve-brain hearing system
92586,"Placement of scalp electrodes for assessment and recording of responses from several areas of the nerve-brain hearing system, infant"
92587,Placement of ear probe for computerized measurement of sound with interpretation and report
92588,Placement of ear probe for computerized cochlear assessment of repeated sounds with interpretation and report
92597,Evaluation for use and/or fitting of voice prosthetic device to supplement oral speech
92603,"Analysis and programming of inner ear (cochlear) implant, patient age 7 years or older"
92604,"Analysis and reprogramming of inner ear (cochlear) implant, patient age 7 years or older"
92607,Evaluation of patient with prescription of speech-generating and alternative communication device
92609,Therapeutic services for use of speech-generating device with programming
92610,Evaluation of swallowing function
92611,Fluoroscopic and video recorded motion evaluation of swallowing function
92612,Evaluation and recording of swallowing using an endoscope
92613,"Evaluation, recording, and interpretation of swallowing using an endoscope"
92614,Evaluation and recording of voice box sensory function using an endoscope
92615,"Evaluation, recording, and interpretation of voice box sensory function using an endoscope"
92616,Evaluation and recording of swallowing and voice box sensory function using an endoscope
92617,"Evaluation, recording, and interpretation of swallowing and voice box sensory function using an endoscope"
92620,Evaluation of hearing function brain responses first 60 minutes
92625,Hearing assessment of abnormal sounds
92626,Evaluation of hearing rehabilitation first hour
92627,Evaluation of hearing rehabilitation
92700,"Ear, nose, or throat procedure"
92920,Balloon dilation of narrowed or blocked major coronary artery or branch (accessed through the skin)
92924,"Removal of plaque of major coronary artery or branch, accessed through the skin"
92928,"Catheter insertion of stents in major coronary artery or branch, accessed through the skin"
92933,"Removal of plaque and insertion of stent in major coronary artery or branch, accessed through the skin"
92937,"Insertion of stent, removal of plaque and/or balloon dilation of coronary vessel, accessed through the skin"
92941,"Insertion of stent, removal of plaque and/or balloon dilation of coronary vessel during heart attack, accessed through the skin"
92943,"Insertion of stent, removal of plaque and/or balloon dilation of coronary vessel, accessed through the skin"
92950,Attempt to restart heart and lungs
92953,Temporary pacemaker to regulate heart beat
92960,External shock to heart to regulate heart beat
92961,Internal shock to heart to regulate heart beat
92970,Placement of internal devices to assist circulation
92971,Placement of external devices to assist circulation
92973,"Removal of blood clot in heart artery, accessed through the skin"
92974,Insertion of radiation delivery device into heart artery via catheter
92975,Infusion of heart artery to dissolve blood clot with X-ray imaging
92978,Ultrasound evaluation of heart blood vessel or graft
92979,Ultrasound evaluation of heart blood vessel or graft
92986,"Catheter based repair of left lower heart (aortic) valve, accessed through the skin"
92987,"Catheter based repair of heart valve (mitral) between left upper and lower chambers, accessed through the skin"
92997,"Balloon catheter opening of major lung artery (pulmonary), accessed through the skin"
93000,Routine EKG using at least 12 leads including interpretation and report
93005,Routine electrocardiogram (EKG) with tracing using at least 12 leads
93010,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report
93015,"Exercise or drug-induced heart and blood vessel stress test with EKG monitoring, physician supervision, interpretation, and report"
93016,Exercise or drug-induced heart and blood vessel stress test with EKG monitoring and physician supervision
93017,Exercise or drug-induced heart and blood vessel stress test with EKG tracing and monitoring
93018,"Exercise or drug-induced heart and blood vessel stress test with EKG monitoring, physician interpretation and report"
93024,Infusion of drug with evaluation of coronary artery spasm response
93025,Measurement of height of heart beats on EKG
93040,Tracing of electrical activity of heart using 1-3 leads with interpretation and report
93041,Tracing of electrical activity of the heart using 1-3 leads
93042,Interpretation and report of electrical activity of heart using 1-3 leads
93224,"Heart rhythm tracing, analysis, and interpretation of 48-hour EKG"
93225,Heart rhythm tracing of 48-hour EKG
93226,"Heart rhythm analysis, interpretation and report of 48-hour EKG"
93227,"Heart rhythm tracing, analysis, and interpretation of 48-hour EKG"
93228,"Heart rhythm tracing, computer analysis, and interpretation of patient-triggered events greater than 24-hour EKG up to 30 days"
93229,"Heart rhythm tracing, computer analysis, physician prescribed transmission of patient-triggered events greater than 24-hour EKG up to 30 days"
93268,Heart rhythm symptom-related tracing and interpretation of 24-hour EKG monitoring up to 30 days
93270,Heart rhythm symptom-related tracing of 24-hour EKG monitoring up to 30 days
93271,Heart rhythm symptom-related transmission and analysis of 24-hour EKG monitoring up to 30 days
93272,Heart rhythm symptom-related interpretation of 24-hour EKG monitoring up to 30 days
93278,Recording to evaluate height and duration of heart beats through damaged heart tissue
93279,"Evaluation, testing, and programming adjustment of permanent single lead pacemaker system with physician analysis, review, and report"
93280,"Evaluation, testing, and programming adjustment of permanent dual lead pacemaker system with physician analysis, review, and report"
93281,"Evaluation, testing, and programming adjustment of permanent multiple lead pacemaker system with physician analysis, review, and report"
93282,"Evaluation, testing, and programming adjustment of permanent single lead cardioverter-defibrillator including physician analysis, review, and report"
93283,"Evaluation, testing, and programming adjustment of permanent dual lead cardioverter-defibrillator including physician analysis, review, and report"
93284,"Evaluation, testing, and programming adjustment of permanent multiple lead cardioverter-defibrillator including physician analysis, review, and report"
93285,"Evaluation, testing, and programming adjustment of implantable, patient activated heart recorder system including physician analysis, review, and report"
93286,"Evaluation, physician analysis, review, report, and programming adjustment of single, dual, or multiple lead pacemaker system"
93287,"Evaluation, physician analysis, review, report, and programming adjustment of single, dual, or multiple lead cardioverter-defibrillator"
93288,"Evaluation of parameters of single, dual, or multiple lead pacemaker including device connection, recording, and disconnection"
93289,"Evaluation of parameters of single, dual, or multiple lead cardioverter-defibrillator including device connection, recording, and disconnection"
93290,"Evaluation of parameters of single, dual, or multiple lead cardioverter-defibrillator including connection, recording, disconnection, and analysis"
93291,"Evaluation of implantable heart recorder system including physician analysis, review, and report"
93292,"Evaluation of wearable defibrillator system including connection, disconnection, recording, physician analysis, review, and report"
93293,"Telephonic evaluation of single, dual, or multiple lead pacemaker heart rhythm strips up to 90 days"
93294,"Remote evaluations of single, dual, or multiple lead pacemaker with physician analysis, review, and report up to 90 days"
93295,"Remote evaluations of single, dual, or multiple lead cardioverter-defibrillator with physician analysis, review, and report up to 90 days"
93296,"Remote evaluations of single, dual, or multiple lead pacemaker or cardioverter-defibrillator transmissions, technician review, support, and distribution of results up to 90 days"
93297,"Remote evaluations of implantable heart monitoring system with physician analysis, review, and report up to 30 days"
93298,"Remote evaluations of implantable heart recorder system including physician analysis, review, and report up to 30 days"
93299,"Remote evaluations of implantable heart recorder system including transmissions, technician review, support, and distribution of results up to 30 days"
93303,Ultrasound examination of congenital heart defect
93304,Follow-up or limited ultrasound examination of congenital heart defect
93306,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function"
93307,Chest ultrasound examination of heart
93308,Follow-up or limited ultrasound examination of heart
93312,Insertion of probe in esophagus for heart ultrasound examination including interpretation and report
93313,Insertion of probe in esophagus for heart ultrasound examination
93314,Interpretation and report of heart ultrasound examination using esophageal probe
93315,Insertion of probe in esophagus for congenital heart ultrasound examination with interpretation and report
93317,Interpretation and report of congenital heart ultrasound examination using esophageal probe
93318,Insertion of probe in esophagus for continuous heart ultrasound monitoring and assessment of functional changes
93320,"Doppler ultrasound study of heart blood flow, valves, and chambers"
93321,"Follow-up or limited heart doppler ultrasound study of heart blood flow, valves, and chambers"
93325,"Doppler ultrasound study of color-directed heart blood flow, rate, and valve function"
93350,"Ultrasound examination of the heart performed during rest, exercise, and/or drug-induced stress with interpretation and report"
93351,"Ultrasound examination and continuous monitoring of the heart performed during rest, exercise, and/or drug-induced stress with interpretation and report"
93352,Injection of X-ray contrast material for ultrasound examination of the heart
93451,Insertion of catheter for diagnostic evaluation of right heart structures
93452,Insertion of catheter into left heart for diagnosis
93453,Insertion of catheter into right and left heart for diagnosis
93454,Insertion of catheter for imaging of heart blood vessels or grafts
93455,Insertion of catheter for imaging of heart blood vessels or grafts
93456,Insertion of catheter in right heart for X-ray imaging of blood vessels or grafts
93457,Insertion of catheter in right heart for imaging of blood vessels or grafts
93458,Insertion of catheter in left heart for imaging of blood vessels or grafts and left lower heart
93459,Insertion of catheter in left heart for imaging of blood vessels or grafts and left lower heart
93460,Insertion of catheter in right and left heart for imaging of blood vessels or grafts and left lower heart
93461,Insertion of catheter in right and left heart for imaging of blood vessels or grafts and left lower heart
93462,Insertion of catheter into left heart for diagnosis
93463,Drug infusion during cardiac catheterization
93464,Drug infusion or exercise for heart stimulation during diagnostic study
93503,Insertion of catheter into right upper heart chamber and pulmonary (lung) artery for monitoring purposes
93505,Biopsy of the wall dividing the left and right heart
93530,Insertion of catheter into right upper heart chamber for evaluation of congenital abnormalities
93531,Insertion of catheter into right and left heart chambers for evaluation of congenital abnormalities
93561,Cardiac output measurements
93566,Injection for X-ray imaging of right upper or lower heart
93567,Injection for X-ray imaging of aorta above heart valve
93568,Injection for X-ray imaging of pulmonary (lung) artery from heart
93571,Ultrasound evaluation of heart blood vessel during diagnosis or treatment
93572,Ultrasound evaluation of heart blood vessel during diagnosis or treatment
93580,"Catheter based closure of congenital heart defect with implant, accessed through the skin"
93583,Therapy for reduction of lower heart chamber defect via catheter accessed through the skin
93600,Insertion of catheter for recording upper heart rhythm
93602,Insertion of catheter for recording upper heart rhythm
93603,Insertion of catheter for recording of right lower heart chamber rhythm
93609,Insertion of catheter for recording to identify origin of abnormal heart rhythm
93610,Insertion of temporary pacemaker electrode for diagnostic upper heart pacing
93612,Insertion of temporary pacemaker electrode for diagnostic lower heart pacing
93613,Insertion of catheters for 3D mapping of electrical impulses to heart muscles
93615,Insertion of probe into esophagus for recording of electrical impulses to upper or lower heart
93619,Insertion of catheters for recording and pacing right upper and lower heart rhythm
93620,"Insertion of catheters for recording, pacing, and attempted induction of abnormal rhythm in right upper and lower heart"
93621,"Insertion of catheters for recording, pacing, and attempted induction of abnormal rhythm in left upper heart"
93622,"Insertion of catheters for recording, pacing, and attempted induction of abnormal rhythm in left lower heart"
93623,Programmed heart rhythm stimulation after drug infusion into a vein
93631,Intra-operative heart pacing and mapping of abnormal heart rhythm for surgical correction
93640,Evaluation of single or dual chamber pacing cardioverter-defibrillator at time of implantation or replacement
93641,Evaluation of single or dual chamber pacing cardioverter-defibrillator and generator at time of implantation or replacement
93642,Evaluation of single or dual chamber pacing cardioverter-defibrillator with programming or reprogramming
93650,Insertion of catheters for creation of complete heart block
93653,Evaluation and insertion of catheters for creation of complete heart block
93654,"Evaluation and insertion of catheters for recording, pacing, and attempted induction of abnormal heart rhythm"
93655,Insertion of catheters for treatment of abnormal heart rhythm
93656,"Evaluation and insertion of catheters for recording, pacing, and treatment of abnormal heart rhythm"
93657,Destruction of tissue of right or left upper heart chamber via catheter for treatment of abnormal heart rhythm
93660,Evaluation of heart function using tilt table
93662,Ultrasound evaluation of heart blood vessel
93701,Measurement of heart blood flow and respiration
93724,Electronic analysis of pacemaker to correct rapid heart rate
93750,Evaluation of lower heart chamber assist device with physician analysis
93784,"Ambulatory blood pressure monitoring, recording, scanning analysis, interpretation, and report 24 hours or longer"
93786,Ambulatory blood pressure monitoring and recording 24 hours or longer
93788,"Ambulatory blood pressure monitoring, scanning analysis, and report 24 hours or longer"
93790,Ambulatory blood pressure monitoring 24 hours or longer with interpretation and report
93797,Physician services for outpatient heart cardiac rehabilitation per session
93798,Physician services for outpatient heart rehabilitation with continuous EKG monitoring per session
93799,Heart and blood vessel procedure
93880,Ultrasound scanning of blood flow (outside the brain) on both sides of head and neck
93882,Ultrasound scanning of blood flow (outside of brain) on one side of head and neck or limited
93886,Ultrasound scanning of head and neck vessel blood flow (inside the brain)
93888,Ultrasound limited scanning of head and neck blood flow (inside the brain)
93890,Ultrasound scanning for medication response in head and neck vessel blood flow (inside the brain)
93892,Ultrasound scanning for blood clot detection in head and neck vessel blood flow (inside the brain)
93893,Ultrasound scanning for blood clot detection with microbubble injection in head and neck vessel blood flow (inside the brain)
93922,Ultrasound study of arteries of both arms and legs
93923,Ultrasound study of arteries of both arms and legs
93924,Ultrasound study of arteries of both legs at rest and exercise
93925,Ultrasound study of arteries and arterial grafts of both legs
93926,Ultrasound study of arteries and arterial grafts of one leg or limited
93930,Ultrasound study of arteries and arterial grafts of both arms
93931,Ultrasound study of arteries and arterial grafts of one arm or limited
93965,Ultrasound study of veins of both arms or legs including assessment of functional maneuvers
93970,Ultrasound scan of veins of both arms or legs including assessment of compression and functional maneuvers
93971,Ultrasound scan of veins of one arm or leg or limited including assessment of compression and functional maneuvers
93975,"Ultrasound scan of abdominal, pelvic, and/or scrotal arterial inflow and venous outflow"
93976,"Ultrasound limited scan of abdominal, pelvic, and/or scrotal arterial inflow and venous outflow"
93978,Ultrasound scan of vena cava or groin graft or vessel blood flow
93979,"Ultrasound scan of blood flow of aorta, vena cava, bypass graphs, or one side of the groin or limited scan"
93980,Ultrasound scan of penile arterial inflow and venous outflow
93981,Ultrasound limited scan of penile arterial inflow and venous outflow
93982,Implanted pressure sensor study of bulging blood vessel sac (aneurysm) after endovascular repair
93990,Ultrasound of dialysis access
93998,Noninvasive vascular diagnostic study
94002,"Ventilation assistance and management, hospital inpatient or observation"
94003,"Ventilation assistance and management, hospital inpatient or observation"
94004,"Ventilation assistance and management, nursing facility per day"
94010,Measurement and graphic recording of total and timed exhaled air capacity
94014,"Measurement and graphic recording of amount and speed of breathed air including transmission of tracing, analysis, recalibration of device, physician review and interpretation over 30 days"
94015,Measurement and graphic recording of amount and speed of breathed air over 30-day period
94016,Physician interpretation and report of measurement and graphic recording of amount and speed of breathed air over 30-day period
94060,"Measurement and graphic recording of the amount and speed of breathed air, before and following medication administration"
94070,"Multiple measurements and graphic recordings of the amount and speed of breathed air, before and following medication administration"
94200,Measurement of largest amount of air breathed in an out of lungs over one minute
94250,Single measurement of remaining air or lung capacity after exhalation
94375,Diagnostic testing in a pulmonary function lab
94400,Diagnostic testing in a pulmonary function lab
94450,Lung function response to low oxygen
94452,Testing of lung function at high altitude
94453,Testing of lung function at high altitude with supplemental oxygen delivery
94610,Administration of medication through breathing tube
94620,Pulmonary exercise testing
94621,Pulmonary exercise testing
94640,Respiratory inhaled pressure or nonpressure treatment to relieve airway obstruction or for sputum specimen
94642,Inhaled pneumonia treatment
94644,"Respiratory inhaled aerosol treatment to relieve airway obstruction, first hour"
94645,Respiratory inhaled aerosol treatment to relieve airway obstruction
94660,Initiation and management of continued pressured respiratory assistance by mask or breathing tube
94662,Initiation and management of ventilator for night time respiratory muscle rest
94664,"Demonstration and/or evaluation of patient use of aerosol generator, nebulizer, metered dose inhaler or intermittent positive pressure breathing (IPPB) device"
94667,Demonstration and/or evaluation of manual maneuvers to chest wall to assist movement of lung secretions
94668,Manual maneuvers to chest wall to assist movement of lung secretions
94669,Mechanical chest wall manipulation for improvement in lung function
94680,Collection and analysis of exhaled air for evaluation of lung function during rest and exercise
94681,Collection and analysis of exhaled air and carbon dioxide for evaluation of lung function
94690,Collection and analysis of exhaled air for evaluation of lung function at rest
94726,Determination of lung volumes using plethysmography
94727,Determination of lung volumes using gas dilution or washout
94728,Measurement of airway resistance by impulse oscillometry
94729,Measurement of lung diffusing capacity
94750,Measurement of lung stretching capacity
94760,Measurement of oxygen saturation in blood using ear or finger device
94761,Multiple measurements of oxygen saturation in blood using ear or finger device
94762,Overnight measurement of oxygen saturation in blood using ear or finger device
94770,Measurement of exhaled carbon dioxide gas
94799,Pulmonary service or operation
95004,"Injection of allergenic extracts into skin, accessed through the skin"
95012,Measurement of inhaled nitric oxide gas
95017,"Allergy testing with venoms into or within skin, immediate type reaction, including test interpretation and report"
95018,"Allergy testing with drugs or biologicals into or within the skin, immediate type reaction, including test interpretation and report"
95024,Injection of allergenic extracts into skin for immediate reaction analysis
95027,Injection into skin of airborne allergen extracts for immediate reaction analysis
95028,Injection of allergenic extracts into skin with delayed reaction analysis
95044,Application of allergenic extract skin patch with reaction analysis
95052,"Application of allergenic extract skin patch, exposure to ultraviolet light, and reaction analysis"
95060,Application of allergenic extract onto mucous membrane of eye with reaction analysis
95065,Application of allergenic extract onto mucous membrane of nose with reaction analysis
95070,Inhalation of medications with allergic reaction analysis
95076,"Ingestion of test items for allergies, 120 minutes"
95079,Ingestion of test items for allergies
95115,Injection of incremental dosages of allergen
95117,"Injection of incremental dosages of allergen, 2 or more injections"
95144,Preparation and provision of single-dose vials of allergen antigens for allergy immunotherapy
95145,Preparation and provision of single stinging insect venom for allergen immunotherapy
95146,Preparation and provision of 2 single stinging insect venom for allergen immunotherapy
95147,Preparation and provision of 3 single stinging insect venom for allergen immunotherapy
95148,Preparation and provision of 4 single stinging insect venom for allergen immunotherapy
95149,Preparation and provision of 5 single stinging insect venom for allergen immunotherapy
95165,Preparation and provision of single or multiple antigens for allergen immunotherapy
95170,Preparation and provision of whole body extract of biting insect or arthropod antigens
95180,"Rapid desensitization procedure, each hour"
95250,Ambulatory continuous glucose (sugar) monitoring for a minimum of 72 hours
95251,Ambulatory continuous glucose (sugar) including interpretation and report for a minimum of 72 hours
95800,Study of sleep patterns
95801,Study of sleep patterns
95803,"Study of sleep and wake patterns including interpretation and report, minimum of 72 hours to 14 consecutive days of recording"
95805,Diagnostic test for sleep disorder
95806,"Unattended sleep study with recording of heart rate, oxygen, respiratory airflow and effort"
95807,Sleep study attended by a technician
95808,Sleep monitoring of patient in sleep lab
95810,Sleep monitoring of patient (6 years or older) in sleep lab
95811,Sleep monitoring of patient (6 years or older) in sleep lab with continued pressured respiratory assistance by mask or breathing tube
95812,"Measurement of brain wave (EEG) activity, 41-60 minutes"
95813,Measurement of brain wave (EEG) activity greater than 1 hour
95816,"Measurement and recording of brain wave (EEG) activity, awake and drowsy"
95819,"Measurement and recording of brain wave (EEG) activity, awake and asleep"
95822,"Measurement and recording of brain wave (EEG) activity, in coma or asleep"
95824,"Measurement and recording of brain wave (EEG) activity, cerebral death evaluation"
95827,"Measurement and recording of brain wave (EEG) activity, overnight"
95829,Measurement of brain activity (EEG) during surgery
95830,Insertion of electrodes in bone for measurement and recording of brain wave activity (EEG)
95831,"Manual muscle testing of arm, leg or trunk"
95832,Manual muscle testing of hand
95833,Manual muscle testing of whole body
95834,Manual muscle testing of whole body including hands
95851,"Range of motion testing of arm, leg or each spine section"
95852,Range of motion testing of hand
95857,Injection to test for myasthenia gravis
95860,Needle measurement and recording of electrical activity of muscles of arm or leg
95861,Needle measurement and recording of electrical activity of muscles of arms or legs
95863,Needle measurement and recording of electrical activity of muscles in arms or legs
95864,Needle measurement and recording of electrical activity of muscles in arms or legs
95865,Needle measurement and recording of electrical activity of muscles of voice box
95867,Needle measurement and recording of electrical activity of cranial nerve-supplied muscles on one side of body
95868,Needle measurement and recording of electrical activity of cranial nerve-supplied muscles on both sides of body
95869,Needle measurement and recording of electrical activity of middle spine muscles
95870,"Needle measurement and recording of electrical activity of muscles in arm or leg or muscles in trunk or head, limited study"
95872,Needle measurement and recording electrical activity of muscles including jitter blocking and/or fiber density using single electrode
95873,Electrical stimulation for guidance with injection of chemical for destruction of muscles
95874,Needle measurement and recording of electrical activity of muscles for guidance with injection of chemical for destruction of muscles
95885,Needle measurement and recording of electrical activity of muscles of arm or leg limited study
