date,time,location,operator,flight_no,route,ac_type,registration,cn_ln,aboard,fatalities,ground,summary
"September 07, 2011",15:50,"Yaroslavl, Russia",YAK Service,9633,Yaroslavl - Minsk,Yakovlev 42D,RA-42434,4520424305017,45   (passengers:37  crew:8),44   (passengers:37  crew:7),0,"The plane failed to climb after takeoff and crashed into an antenna outside the airport perimeter and came to rest in the Volga River, 1km from the runway. The plane carried the entire Lokomotiv Yaroslavl ice hockey team. Pilot error. Both pilots had experience on the Yak-40 but were assigned to switch between types , contrary to proper practice. They apparently had never learned the correct position for their feet on takeoff. In the Yak-42, and like virtually all other existing Russian and Western planes, a pilot steers the aircraft by pressing the lower part of pedals and activates the brakes by pressing their upper part.But instead of putting his heels on the cockpit floor as required,  One pilot left his feet resting on the pedals, as correct for the
Yak-40. This applied the brakes, causing a downward pitch force that  prevented the plane from rotating to take off. They made the fatal mistake of failing to abort the takeoff, but kept applying more upward
  pitch with the result that when the plane finally left the ground and the downward pitch force stopped, it went into a stall within seconds."
"September 14, 2011",12:00,"Huambo, Angola",Military - FANA Forca Aerea Nacional Angolana,?,Huambo - Luanda,Embraer 120ER Brasilia,T-500,120357,36   (passengers:34  crew:2),30   (passengers:30  crew:0),0,"The military plane crashed, broke in two and burned while attempting to takeoff from Huambo Airport. Six persons survived including the pilot and copilot."
"September 16, 2011",16:25,"Reno, Nevada",Private - Aero Trans Corp,?,Air race,North American P-51D-15-NA Mustang,N79111,109-35934,1   (passengers:0  crew:1),1   (passengers:0  crew:1),10,The pilot of the aircraft participating in an air race lost control and dove into the spectator box seating area disintegrating upon impact. A section of the left elevator trim tab separated in flight. Investigation determined that the looseness of the elevator trim tab attachment screws and a fatigue crack in one of the screws caused a decrease in the structural stiffness of the elevator trim system.
"September 20, 2011",?,"Near Cap-Haitien, Haiti",SALSA d'Haiti,112,Port au Prince - Cap Haitien,Beachcraft 99A,HH-APA,U-123,3   (passengers:1  crew:2),3   (passengers:1  crew:2),0,The plane crashed into a flooded sugar cane field while attempting to land in heavy rain and thunderstorms. The passenger and both pilots were killed.
"September 22, 2011",13:15,"Yellowknife, Northwest Territories, Canada",Arctic Sunwest Charters,?,Thor Lake - Great Slave Lake,De Havilland Canada DHC-6-300 Twin Otter,C-GARW,367,9   (passengers:7  crew:2),2   (passengers:0  crew:2),0,"While coming in for a landing at Great Slave Lake the float plane hit powerlines, two cars and part of a building.  The pilot attempted to abort the landing after an aircraft float dug into the water. A cross-wind flipped the plane on end and it clipped power lines in front of a building, spinning it 90 degrees. The plane then crashed, floats first, into a façade. The fuselage then rotated on the ground and, the floats demolished two vehicles and came to rest in a parking lot facing back the way it had come."
"September 25, 2011",07:31,"Near Kathmandu, Nepal",Buddha Air,?,Sightseeing,Beechcraft 1900D,9N-AEK,UE-295,19   (passengers:16  crew:3),19   (passengers:16  crew:3),0,The sightseeing flight of Mt. Everest struck terrain while on approach to Kathmandu-Tribhuvan Airport. One passenger survived the accident but died on the way to the hospital.
"September 29, 2011",07:38,"Near Bohorok, Indonesia",Nusantara Buana Air,?,Medan - Kutacane,CASA NC-212 Aviocar 200,PK-TLF,?,18   (passengers:14  crew:4),18   (passengers:14  crew:4),0,"Contact with the plane was lost 10 minutes after taking off from Medan. Wreckage was located near Bohorok, on the slope of a mountain 6,100 feet high. VFR flight into IMC conditions. Lack of crew coordination."
"October 04, 2011",11:47,"Near Lutsek'e, NT, Canada",Air Tindi,200,Yellowknife - Lutsek'e,Cessna 208B Grand Caravan I,C-GATV,208B-0308,4   (passengers:3  crew:1),2   (passengers:1  crew:1),0,"The plane hit the top of a hill while enroute, approximately 20 nm from Lutsek'e Airport. The pilot and one passenger were killed."
"October 13, 2011",17:00,"Near Madang, Papua New Guinea",Airline PNG,1600,Lae - Madang,de Havilland Canada DHC-8-102,P2-MCJ,125,32   (passengers:28  crew:4),28   (passengers:26  crew:2),0,"While on approach to Madang, the plane crashed into dense forest near the Gogol River, 20 km south of Madang. The two pilots and two pasengers survived the accident. Overspeeding of both propellers. The plane had to be manually flown because the aircraft's yaw damper was unserviceable. Neither pilot noticed the aircraft's speed increasing to its maximum operating speed. The pilot-in-command pulled the power levels of the plane 'quite quickly'. Moments later both propellers over-sped simultaneously. The over-speeding propellers back-drove the turbines in the engines (instead of the engine turbines driving the propellers) and this caused severe damage to the left engine.After the emergency began, the first officer quickly identified the double propeller over-speed. At about the same time, smoke appeared in the cockpit and various aircraft system malfunction alerts activated. The crew did not respond to any of these alerts by implementing the emergency procedures detailed in company manuals and the quick reference handbook."
"October 14, 2011",?,"Xakanaka Airstrip, Botswana",Moremi Air Charters,?,Xakanaka Airstrip - Pom Pom Airstrip,Cessna 208B Grand Caravan,A2-AKD,208B-0582,11   (passengers:9  crew:2),8   (passengers:7  crew:1),0,The sightseeing plane crashed immediately after taking off for Xakanaka Airstrip in the Okavango Delta.
"October 27, 2011",04:12,"Vancouver, BC, Canada",Northern Thunderbird Air Inc.,?,Vancouver - Kelowna,Beechcraft 100 King Air,C-GXRX,B-36,9   (passengers:7  crew:2),1   (passengers:0  crew:1),0,"After taking off, the pilot reported problems with the aircraft and began returning to the airport. The plane crashed 900 meters short of Runway 26L. The plane took off even though the passengers reported an oil leak under one of the wings to the crew. Shortly after taking off the captain reported he was returning to the airport due to an oil problem."
"November 10, 2011",1214,"Near Kilohana, Molokai, Hawaii",Blue Hawaiian Helicopter,?,Sightseeing,Eurocopter EC-130 B4,N11QV,4909,5   (passengers:4  crew:1),5   (passengers:4  crew:1),0,"The sightseeing helicopter, on a tourist excursion of West Maui and Molokai, slammed into a mountainside and burst into flames while flying in heavy rain and winds. The pilot's failure to maintain clearance from mountainous terrain while operating in marginal weather conditions which resulted in impact of the horizontal stabilizer and lower forward portion of the Fenestron with he ground and or vegetation."
"November 11, 2011",08:55,"Near Santa Catarina Atoyzingo, Mexico",Fuerza Aerea Mexicana,?,"Campo Militar Marte - Ciudad de Cuernavaca, Morelos",Aerospatiale AS 332L1 Super Puma,XC-UHM,2127,8   (passengers:7  crew:1),8   (passengers:7  crew:1),0,"The Mexican presidential helicopter crashed into the side of a hill in low clouds, at a height of 2,600 meters. The helicopter carried the Secretary of the Interior, José Francisco Blake Mora and other government officials."
"November 24, 2011",?,"Near Sugapa, Indonesia",Susi Air,?,Nabire - Sugapa,Cessna 208B Grand Caravan,PK-VVG,208B-1308,2   (passengers:0  crew:2),1   (passengers:0  crew:1),0,"While attempting to land, the pilot of the cargo plane pulled up from the approach to avoid a pedestrian on the runway and crashed into the surrounding mountains seven miles away. The copilot was killed."
"November 28, 2011",22:50,"Riverwoods, Illinois",Trans North Aviation Ltd.,?,Jesup - Chicago,Piper PA-31-350 Navajo Chieftain,N59773,31-7652044,5   (passengers:?  crew:?),3   (passengers:?  crew:?),0,"The air ambulance crashed into a wooded area after the pilot reported having fuel problems. The patient, the patient's wife and one other person onboard was killed. Pilot error. The pilot's inadequate preflight planning and in-flight decision making, which resulted in a loss of engi9ne power due to fuel exhaustion during approach. Contributing to the accident was the pilot's decision to operate an airplane after using illicit drugs."
"December 07, 2011",16:45,"Near Henderson, Nevada",Sundance Helicopters Inc.,?,Sightseeing,Aerospatiale AS-350 B2 Ecureuil,N37SH,2300,5   (passengers:4  crew:1),5   (passengers:4  crew:1),0,"The touring helicopter on a sightseeing flight of the Las Vegas Strip and Hoover Dam, crashed into a mountainside between Lake Mead and Henderson.say Critical steering hardware was disconnected, and the bolt and other tiny parts that should have secured it weren't found on the scene. Records show the mechanism was overhauled the day before but passed multiple inspections on the day of the crash. Inadequate maintenance of the helicopter, including the improper reuse of a degraded self-locking nut, the improper or lack of installation of a split pin and inadequate post maintenance inspections which resulted in the in-flight separation of the servo control input rod from the fore/aft servo and rendering the helicopter uncontrollable."
"December 09, 2011",14:24,"Sioux Falls, South Dakota",Quest Aviation,?,"Sioux Falls, SD - Rapid City, SD",Cessna 421C,N421SY,421C0051,4   (passengers:3  crew:1),4   (passengers:3  crew:1),0,Thirty seconds after taking off the air-taxi began trailing white smoke from the left engine. The pilot attempted to return to the airport when the nose dropped abruptly and the plane impacted the ground.
"December 26, 2011",05:54,"Green Grove, Florida",?,?,"Jacksonville, FL - Gainsville, FL",B ell 206B,N5016M,2636,3   (passengers:2  crew:1),3   (passengers:2  crew:1),0,The on-demand air taxi was on a flight to procure an organ for transplantation when it crashed in a wooded area near the Jacksonville Sheriff's Department Aviation Unit. The helicopter was at a height of 30 feet when it struck a 50 ft. tree.
"January 10, 2012",10:00,"North Spirit Lake, Ontario, Canada",Keystone air Service Limited,?,Winnipeg - North Spirit Lake,Piper PA-31-350 Navajo Chieftain,C-GOSU,31-7752148,5   (passengers:4  crew:1),4   (passengers:3  crew:1),0,"While on approach, the plane crashed on a frozen lake, 1 km from the runway. The crash occurred during blizzard conditions."
"January 30, 2012",08:45,"Namoya, Congo",TRACEP Congo Aviation,?,Bukavu - Namoya,Antonov AN-28,9Q-CUN,?,5   (passengers:3  crew:3),3   (passengers:1  crew:2),0,The cargo plane was on approach to land when it crashed in a forest 10km from Namoya.
"March 15, 2012",07:15,"Near San Juan, Puerto Rico",Jet One Express,?,San Juan - Saint Croix,Convair CV-340,N153JR,117,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,"The cargo plane just took off and was carrying 2,500 lbs of bread when the pilot radioed he was having engine trouble and returning to the airport. The plane crashed in the Torrecilla Lagoon, killing both pilots."
"March 16, 2012",10:45,"Kabul, Afghanistan",Military - Turkish Army (NATO),?,?,Sikorsky S-70A-28,10981,?,12   (passengers:?  crew:?),12   (passengers:?  crew:?),4,The helicopter crashed on the outskirts of Kabul in the Bagrami District. It appeared the plane was trying to make an emergency landing when it crashed into houses killing four people on the ground.
"April 02, 2012",07:44,"Tyumen, Russia",UTAir,120,Tyurmen - Surgut,ATR 72-201,VP-BYZ,332,43   (passengers:39  crew:4),33   (passengers:29  crew:4),0,"After taking off, the plane lost height during the initial climb and crash landed in a snowy field, 1.5 miles past the end of the runway. The impact split the plane into three pieces. Icing. The plane was not deiced before taking off."
"April 20, 2012",18:40,"Islamabad, Pakistan",Bhoja Airlines,213,Karachi - Islamabad,Boeing 737-236,AP-BKC,23167/1074,127   (passengers:121  crew:6),127   (passengers:121  crew:6),0,"While attempting to land, the plane impacted terrain about 5 km short of and slightly left of the extended runway center line of Islamabad's runway 30. The plane completely broke up, burst into flamesand came to rest in Hussain Abad Village. The crew were trained to fly the Boeing 737-200 but not the more advanced 737-236 which features an automated flight deck. The aircraft accident took place as a result of combination of various factors which directly and indirectly contributed towards the causation of accident.The primary causes of accident include, ineffective management of the basic flight parameters such as airspeed, altitude, descent rate attitude, as well as Page 75 of 78 thrust management. The contributory factors include the crew’s decision to continue the flight through significant changing winds associated with the prevailing weather conditions and the lack of experience of the crew to the airplane’s automated flight deck"
"April 30, 2012",16:30,"Sabanagrande, Colombia",Military -Fuerza Aerea Colombiana,?,Barranquilla - Caucasia,Bell 212,FAC 4020,31272,13   (passengers:11  crew:2),13   (passengers:11  crew:2),0,The helicopter caught fire and crashed while en route.
"May 09, 2012",15:30,"Near Cidahu, Indonesia",Sukhoi,36801,Demonstration flight,Sukhoi Superjet 100-95,RA-97004,95004,45   (passengers:39  crew:6),45   (passengers:39  crew:6),0,"The Russian jet crashed on the slopes of Mount Salak at an elevation of 5,200 ft. The airliner was conducting a demonstration flight to prospective customers. The last radio contact with the flight was at 15:30 when the crew requested a descent from 10,000ft to 6,000ft. Soon after requesting a turn, they flew into the mountain. All 37passengers, 6 crew and 2 Sukhoi officials were killed. Pilot error. The TAWS had sent a 'terrain ahead' warning , followed by six 'avoid terrain' warnings before the crash. The pilot in command switched the TAWS off, assuming there was a database problem. In addition, the flight crew were distracted by a customer in the cockpit and failed to complete a planned turn. Due to inadequate maps, briefing, and low clouds, the crew did not know there were mountains in the area."
"May 14, 2012",09:15,"Jomsom, Nepal",Agni Air,?,Pokhara - Jomsom,Dornier 228-212,9N-AIG,8216,21   (passengers:18  crew:3),15   (passengers:13  crew:2),0,The plane was attempting to land and went around on final approach to Runway 06. The aircraft joined a left downwind when a wing contacted a hilltop about 900 feet north of the airport.The flight attendant and 5 passengers survived the accident.
"June 02, 2012",15:30,"Accra, Ghana",Allied Air,111,"Lagos, Nigerai - Accra, Ghana",Boeing B-727-200,5N-BJN,22540/1796,4   (passengers:0  crew:4),0   (passengers:0  crew:4),12,"While on approach to Runway 21 at Kotika International Airport, the cargo plane overran the runway, broke through the perimeter fence, went across a main road and collided with a bus."
"June 03, 2012",16:45,"Lagos, Nigeria",Dana Air,992,Abuja - Lagos,McDonnell Douglas MD-83,5N-RAM,53019/1783,153   (passengers:146  crew:7),153   (passengers:146  crew:7),10,"The plane was about 11 miles from Lagos VOR when the crew declared an emergency reporting engine problems. The plane collided with a power line and crashed into the Iju/Ishaga area of Lagos, 1 mile adjacent to the runway. Double engine failure. Likely  the crew's failure to properly monitor fuel flow and turn on proper fuel pumps."
"June 06, 2012",?,"Hualla Hualla, Mount Mamarosa, Peru",HeliCusco,?,Mazuco - Cusco,Sikorsly S-58ET,OB-1840-P,581672,14   (passengers:12  crew:2),14   (passengers:12  crew:2),0,"The helicopter was flying back to Cusco after conducting aerial surveillance on a possible site for a hydroelectric project near Puno, in southern Peru when it hit the side of a cliff."
"June 11, 2012",?,"Near Serov, Russia",Illegal flight,?,?,Antonov An-2R,RA-40312,1G221-48,13   (passengers:12  crew:1),13   (passengers:12  crew:1),0,"The plane disappeared after being taken on an illegal flight. A group of people were having a party at the airfield near the city of Serov, Russia. They  managed to illegally steal an An-2 plane parked at the airfield. The plane went missing and was found on April 4, 2013, 8 km from Serov. Among those killed were the Chief of Serov city police, three police inspectors, the guard of the airport, a private company guard, a pensionist, a young unemployed man and a local mobile shop owner. The pilot was intoxicated at the time of the accident."
"June 21, 2012",14:45,"Jakarta, Indonesia",Military - Indonesian Air Force,?,Training flight,Fokker F-27 Friendship 400M,A-2708,10546,7   (passengers:0  crew:7),7   (passengers:0  crew:7),4,The plane was attempting to land on runway 18 during a training exercise when it crashed about 1 mile from the runway into houses in the Rajawali housing complex.
"August 18, 2012",16:25,"Off Masbate Island, Philippines",Aviatour's Fly'n Inc.,?,Cebu-Naga,PA-34-200 Seneca I,RP-C4431,34-7350051,4   (passengers:2  crew:2),3   (passengers:2  crew:1),0,"While en route, the crew of the chartered flight radioed they were making an emergency landing at Masbate Airport due to engine problems. The airplane then crashed into the sea and broke apart off the shores of Masbate Island some 980 ft away from the island's airport. An investigation found that improper maintenance led to the right engine suffering an internal failure, which likely would have caused misfiring and intermittent operation of the fuel pump. The failure was gradual and the aircraft developed engine problems 23 minutes after take off. However, instead of turning back to Cebu, the pilot decided to continue the flight, until the engine failed completely, 37 minutes later and the aircraft crashed during the subsequent attempt to land at Masbate. The investigation determined that the pilot didn't use the correct procedure for trying to land a Piper Seneca with one engine inoperative, in that he lowered the undercarriage and flaps too soon; and that during his last flight proficiency test he had not been tested with respect to flying with one engine inoperative."
"August 19, 2012",08:00,"Talodi, Sudan",Alfa Airlines,?,Khartoum - Talodi,Antonov An-26-100,ST-ARL,2606,32   (passengers:26  crew:6),32   (passengers:26  crew:6),0,"After an aborted landing, the plane flew into a slope of the Nuba mountains while on approach and attempting to land at Talodi air strip. There was a dust storm in the area at the time. All 26 passengers and crew of 6 were killed including 2 Sudanese ministers."
"September 12, 2012",12:28,"Near Palana, Russia",Petropavlovsk-Kamchatsky Air Enteprise,261,Petropavlovsk-Kamchatsky - Palana,Antonov An-28,RA-28715,25-1AJ006,14   (passengers:12  crew:2),10   (passengers:8  crew:2),0,"Crashed in a cedar forest, 6 miles from Palana Airport while on approach. There were heavy storm clouds and poor weather at the time of the accident. Both pilots were found to be intoxicated."
"September 28, 2012",06:15,"Kathmandu, Nepal",Sita Air,?,?,Dornier 228-202,9N-AHA,8123,19   (passengers:16  crew:3),19   (passengers:16  crew:3),0,The plane crash landed on the bank of the Manohara River minutes after taking off from Trinbhuvan Airport. Some witnesses reported seeing the front of the plane on fire before it crashed. Overloading and the lack of performance in the climb phase due to loss of engine power led to a stall.
"October 07, 2012",12:00,"Near Omdurman, Sudan",Military - Sudanese Air Force,?,?,Antonov An-12BP,ST-ASA,402010,22   (passengers:16  crew:6),15   (passengers:?  crew:?),0,"The transport, carrying military personnel and equipment, crashed 25 miles southwest of Omdurman after experiencing engine trouble. The captain reported that both engines stopped working prior to the crash."
"October 07, 2012",16:16,Antigua,Fly Montserrat,107,Antigua - Montserrat,Britten-Norman BN-2A-26 Islander,VP-MO,082,4   (passengers:3  crew:1),3   (passengers:2  crew:1),0,"The small airliner took off from Runway 7 at V.C. Bird International Airport, lost height immediately after becoming airborne and crashed to the ground, nose first. There was heavy rains and lightning at the time of the accident."
"November 06, 2012",07:46,"Wichita, Kansas",Fedex operating for Baron Aviation,8588,"Wichita - Garden City, KS",Cessna 208B Super Cargomaster,N73FE,208B-0291,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,"The cargo plane climbed to an altitude of about 4,000 feet then attempted to return to the airport. The plane continued to lose altitude until it made a forced landing in a field and crashed into trees."
"November 21, 2012",?,"San'a, Yemen",Military - Yemen Air Force,?,Training,Antonov An-26,420,?,10   (passengers:0  crew:10),10   (passengers:0  crew:10),0,"The military transport crashed into the abandoned Al-Hasaba marketplace about 6 miles from Sanaa International Airport, shortly after taking off from runway 18. The crew was trying to make an emergency landing after an engine failed."
"November 30, 2012",17:50,"Near Brazzaville, Congo",Aero Service,?,Pointe Noire - Brazzaville,Ilysushin Il-76T,EK-76300,083410300,7   (passengers:0  crew:7),7   (passengers:0  crew:7),25,The cargo plane crashed into a dozen houses in the Mselou district in Bazzaville while attempting to land at the local airport. The plane caught on fire and came to rest in a ravine. There was heavy rain and thunderstorms in the area at the time of the accident.
"December 05, 2012",09:45,"Near Ladysmith, South Africa",Military - South African Air Force,?,Pretoria - Mthatha Airport,Douglas C47-TP,6840,13866/25311,11   (passengers:5  crew:6),11   (passengers:5  crew:6),0,"The military transport went missing while en route. The wreckage was found in the Drakensberg mountains near Ladysmith in KwaZulu-Natal province, some 210 miles southeast of Waterkloof Air Force Base. There was severe weather at the time of the accident."
"December 09, 2012",03:30,"Near Iturbide, Mexico",Starwood Management LLC,?,"Monterey, Mexico - Toluca, Mexico",Learjet 25,N345MC,25-046,7   (passengers:5  crew:2),7   (passengers:5  crew:2),0,"The charter jet crashed about 60 miles from Monterey Mexico, about ten minutes after taking off. The plane plunged almost vertically from more than 28,000 feet and hit the ground in a nose-dive at a speed that may have exceeded 600 mph. Mexican-American singerJenni Rivera 43, her publicist and make-up artist were among the dead. She had just finished giving a concert in Monterey and was en route to Toluca to tape a Mexican TV show. A sudden and abrupt lack of control during ascent that provoked a sheer vertical drop of the plane that could have been triggered by a problem with the plane’s horizontal stabilizer. The plane was over 43 years old. The pilot, 78 was authorized to only fly as copilot. The copilot was not authroized to fly out of the United States. The copilot was not authorized to fly IFR which the plane was doing at the time of the accident."
"December 10, 2012",03:20,"Near Rochelle, Illinois",Rockford Memorial Hospital,?,Medical flight,MBB BK117 A3,N911BK,7099,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,The medical helicopter crashed into a field while en route from Rockford hospital to Mendota hospital where they were going to pick up a patient. Light snow was reported in the area at the time of the accident. The pilot and two nurses were killed.
"December 25, 2012",18:55,"Near Shymkent, Kazakhstan",Military - Kazakhstan Border Guards,?,Astana - Shymkent,Antonov AN-72-100D,UN-72859,36576092859,27   (passengers:20  crew:7),27   (passengers:20  crew:7),0,"The military transport crashed 12 miles from the Shymket Airport while making a descent to land, in heavy winds and snow.The fatalities included a crew of seven and 20 border guards, including the acting head of the ex-Soviet nation's border protection service, Col. Turganbek Stambekov"
"December 25, 2012",08:50,"Heho, Myanmar",Air Bagan,W9-011,Mandalay - Heho,Fokker 100,XY-AGC,11327,71   (passengers:65  crew:6),2   (passengers:2  crew:0),1,"The passenger plane crash in a field two miles from Heho Airport and caught fire, after attempting to land in foggy weather. A tour guide and an 11-year-old child on board the plane, and a man riding a motorcycle on the ground were killed. Eleven others were injured."
"December 29, 2012",16:33,"Moscow, Russia",Red Wings Airlines,9268,"Pardubice, Czech Republic - Moscow, Russia",Tupolev TU-204-100V,RA-64047,1450744864047,8   (passengers:0  crew:8),5   (passengers:0  crew:5),0,"While attempting to land on a snow covered runway and heavy cross winds the plane overran the runway, penetrated the perimeter fence and collided with a highway embankment. The aircraft broke in three. The plane's impact with the highway embankment sent the severed nose sliding over the icy road while the rest of the jet rested just past the airport's fence - its tail linked to the rest of the body by only a tangle of wreckage. There were no passengers on board."
"January 02, 2013",20:57,"Near Clear Lake, Iowa",Med-Trans Corporaion,?,Mercy Hospital - Palo Alto Couonty Hospital,Bell 407,N445MT,53959,3   (passengers:2  crew:1),3   (passengers:2  crew:1),0,"The air ambulance crashed and burned north of Ventura near Clear Lake Iowa in ice, haze and misty conditons."
"January 04, 2013",11:40,"Off Los Roques, Venezuela",Transaereo 5074,?,Los Roques - Caracas,Britten Norman BN-2A-27 Islander,YV-2615,20,6   (passengers:5  crew:1),6   (passengers:5  crew:1),0,"The flight disappeared while en route from Los Roques island to Caracas. When the plane was approximately 11 miles from Los Roques Airport, radar showed it began rapidly losing altitude and speed. It is presumed to have crashed in the ocean. The son of Italian designer Ottavio Missoni was among those onboard."
"January 29, 2013",13:13,"Near Kyzyltu, Kazakhstan",SCAT Air,760,"Kokshetau - Almaty, Kazakhstan",Canadair CRJ-200ER,UP-CJ006,7431,21   (passengers:16  crew:5),21   (passengers:16  crew:5),0,The jet crashed in heavy fog outside of Almaty while attempting to land at Almaty Airport for a second time. The aircraft was found in swampy terrain about 1 mile short of the runway threshold.
"February 13, 2013",18:09,"Donetsk, Ukraine",South Airlines,8971,Odessa - Donetsk,Antonov AN-24RV,UR-WRA,37308709,45   (passengers:41  crew:4),5   (passengers:5  crew:0),0,"While attempting to land on runway 8 in dense fog, the plane overran the runway , overturned and caught fire. The airplane operated as a charter flight carrying football fans on their way to a match of Shakhtar Donetsk against Borussia Dortmund. Pilot error.  A loss of speed by the aircraft during thelanding approach due to an error of the unprepared crew. The crew had no clearance to land given the weather conditions."
"March 04, 2013",17:55,"Goma, Congo",Compagnie Africaine d' Aviation (CAA),?,Lodja - Goma,Fokker 50,9Q-CBD,20270,10   (passengers:4  crew:6),7   (passengers:1  crew:6),0,The aircraft crashed short of the runway while attempting to land in heavy rain at Goma Airport crashing into the back yards of several houses in the Lake Kivu area.
"March 06, 2013",08:30,"La Libertad, Peru",Aero Transporte S.A. - ATSA,?,Callao - La Libertad,Beechcraft B200 King Air,OB-1992-P,BB-1682,9   (passengers:7  crew:2),9   (passengers:7  crew:2),0,"The plane, chartered by a Peruvian gold mining company, crashed while atempting to land at an airport in the La Libertad region of Peru in poor weather. The plane struck power lines, crashed and burned. Two employees of Marsa, 5 contractors and both pilots were killed."
"March 08, 2013",08:15,"Near Dillingham, Alaska",Ace Air Cargo,51,King Salmon - Dillingham,Beechcraft 1900C,N116AX,UC-17,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,"The cargo plane crashed about 20 miles northeast of Dillingham while on approach to Dillingham Airport. Wreckage was discovered on Saturday with the pilot and copilot fatally injured. The aircraft was badly fragmented in three sections. The flight crew's failure to maintain terrain clearance, which resulted in controlled flight into terrain in instrument meteorological conditions. Contributing to the accident were the flight crew's failure to correctly read back and interpret clearance altitudes issued by the air traffic controller, their failure to adhere to minimum altitudes depicted on the published instrument approach chart, and their failure to adhere to company checklists. Also contributing to the accident were the air traffic controller's issuance of an ambiguous clearance to the flight crew, which resulted in the airplane's premature descent, his failure to address the pilot's incorrect read back of the assigned clearance altitudes, and his failure to monitor the flight and address the altitude violations and issue terrain-based safety alerts."
"March 12, 2013",20:30,"Almer, Brazil",Fretzx Taxi Aereo,?,Belem - Santo Antonio do Jari hydroelectic plant,Embraer EMB 820C Navajo (Piper 31),PT-VAQ,82014,10   (passengers:9  crew:1),10   (passengers:9  crew:1),0,The plane crashed while enroute. It belonged to air charter company Fretax and was transporting nine employees of the engineering company Cesbe to the Santo Antonio do Jari hydroelectric power plant.
"April 13, 2013",15:35,"Denpasar, Indonesia",Lion Air,904,Bandung - Denpasar,Boeing B-737-8GP,PK-LKS,38728/4350,108   (passengers:101  crew:7),0   (passengers:0  crew:0),0,"The airliner came down in the ocean, 150 feet short of the runway, while on final approach to Denpasar-Ngurah Rai Bali International Airport. All 101 passengers and crew of 7 survived. Forty-five people were injured."
"April 29, 2013",15:25,"Bagram Air Base, Afghanistan",National Air Cargo,102,Bagram - Dubai Al Maktoum,Boeing B-747-428BCF,N949CA,25630/960,7   (passengers:0  crew:7),7   (passengers:0  crew:7),0,"The civilian cargo plane crashed and burned shortly after taking off from runway 03 at Bagram Air Base. The plane was carrying 5 armored vehicles. The airline's cargo operations manual did not explain how to account for the orientation of the tiedown straps when calculating how many were needed, and the inexperienced and uncertified loadmaster used too few straps. When the plane began climbing, the rearmost vehicle, weighing 28,000
pounds, broke free and smashed into the tail, severing two hydraulic  systems and the elevator jackscrew, leaving the plane uncontrollable."
"May 31, 2013",12:11,"Moosonee, Ontario",Ornge Air Ambulance,?,Moosonee- Attawapiskat,Sikorsky S-76,?,?,4   (passengers:2  crew:2),4   (passengers:2  crew:2),0,"The air ambulance helicopter crashed 0.7 miles from its departure point. The pilot, copilot and two paramedics were killed. The helicopter was headed to Attawapiskat to pick up a patient."
"June 25, 2013",?,"Gaurikund, near Kedarnath, Uttarakhand State, India.",Indian Air Force,?,From Gauchar airstrip,MI 172 V5 helicopter,?,?,20   (passengers:15  crew:5),20   (passengers:15  crew:5),0,Crashed during flood relief operations. The passengers were from paramilitary forces.
"July 06, 2013",11:38,"San Francisco, California",Asiana Airlines,214,Shanghai - Seoul - San Francisco,Boeing B-777-28EER,HL7742,29171/553,307   (passengers:291  crew:16),3   (passengers:3  crew:0),0,"The aircraft crash landed short of the runway while on approach to runway 28L at San Francisco International Airport. The tail section, landing gear, and both engines separated from the fuselage and a fire erupted. Debris was scattered from the ocean front to the runway to where the aircraft came to rest. The plane's voice and flight data recorders show that the aircraft was coming in too slow and too low and that the pilots appear to have increased speed seven seconds before impact. A stall warning sounded four seconds before the crash, and the crew then made an internal decision ""to initiate a go-around 1.5 seconds to impact.Two passengers were killed and 182 injured. One passenger was run over by one of the emergency vehicles. The crew's failure to monitor and maintain the plane's airspeed, and its failure to abort the landing when in trouble. The pilot and co-pilot reasonably believed the automatic throttle would keep the plane flying fast enough to land safely, when in fact the auto throttle was effectively shut off after the pilot idled it to correct an unexplained climb earlier in the landing. The flight crew over-relied on automated systems that they did not fully understand."
"July 07, 2013",1120,"Soldotna, Alaksa",Rediske Air,?,Soldotna - Bear Lodge,de Havilland Canada DHC-3T,N93PC,280,10   (passengers:9  crew:1),10   (passengers:9  crew:1),0,"As soon as the plane took off speed began to decline until the plane stalled and crashed.  The probable cause of the crash was the operator’s failure to account for about 420 additional pounds of unspecified cargo, which led to loading and operating the de Havilland DHC3 Otter outside its weight and center-of-gravity limits leading to an aerodynamic stall."
"August 09, 2013",08:00,"Mogadishu, Somalia",Military - Ethiopian Air Force,?,?,Antonov An-12,?,?,6   (passengers:0  crew:6),4   (passengers:0  crew:4),0,The cargo plane crashed on the runway and caught fire while attempting to land at Mofadisu International Airport.
"August 14, 2013",04:49,"Birmingham, Alabama",United Parcel Service,1354,Louisville - Birmingham,Airbus A300F-622R,N155UP,841,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,"The cargo plane was on approach when it struck trees, crashed and burst into flames."
