INSTNM,CITY,STABBR,HBCU,MENONLY,WOMENONLY,RELAFFIL,SATVRMID,SATMTMID,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,PCTPELL,PCTFLOAN,UG25ABV,MD_EARN_WNE_P10,GRAD_DEBT_MDN_SUPP
Aveda Institute-Los Angeles,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,166.0,0.4096,0.1627,0.2651,0.0301,0.0,0.0,0.1205,0.0,0.012,0.0,1,0.41600000000000004,0.4034,0.3543,,16498
Buchanan Beauty College of Tullahoma,Tullahoma,TN,0.0,0.0,0.0,0,,,0.0,20.0,0.85,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,0.5357,0.4643,0.5789,PrivacySuppressed,5237
WellSpring School of Allied Health-Lawrence,Lawrence,KS,0.0,0.0,0.0,0,,,0.0,43.0,0.8605,0.0698,0.0465,0.0,0.0,0.0,0.0,0.0,0.0233,0.0,1,0.5714,0.898,0.5357,PrivacySuppressed,7783
The Art Institute of Wisconsin,Milwaukee,WI,0.0,0.0,0.0,0,,,0.0,529.0,0.3932,0.3686,0.1626,0.034,0.0095,0.0038,0.0019,0.0,0.0265,0.3705,1,0.6859999999999999,0.8,0.3402,27400,22141.5
Brown Mackie College-Birmingham,Birmingham,AL,0.0,0.0,0.0,0,,,0.0,898.0,0.0802,0.892,0.0078,0.0033,0.0045,0.0011,0.0,0.0,0.0111,0.0,0,0.8742,0.7977,0.6551,27400,22141.5
Regina's College of Beauty,Augusta,GA,0.0,0.0,0.0,0,,,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0.5172,0.5172,0.7391,PrivacySuppressed,14500
Manuel and Theresa's School of Hair Design-Victoria,Victoria,TX,0.0,0.0,0.0,0,,,0.0,30.0,0.2333,0.1,0.6333,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6286,0.4571,0.5652,,PrivacySuppressed
Tricoci University of Beauty Culture-Chicago NE,Chicago,IL,0.0,0.0,0.0,0,,,0.0,89.0,0.1685,0.4719,0.2135,0.0337,0.0112,0.0,0.1011,0.0,0.0,0.2135,1,0.6934,0.7445,0.3452,,12733
ITT Technical Institute-Bradenton,Bradenton,FL,0.0,0.0,0.0,1,,,0.0,22.0,0.5909,0.2273,0.1364,0.0,0.0,0.0,0.0,0.0,0.0455,0.4091,0,0.7273,0.7121,0.7727,38800,25827.5
ITT Technical Institute-Phoenix West,Phoenix,AZ,0.0,0.0,0.0,0,,,0.0,319.0,0.3292,0.1442,0.3887,0.0313,0.0251,0.0031,0.0408,0.0,0.0376,0.2445,0,0.7786,0.7443,0.6336,38800,25827.5
ITT Technical Institute-Brooklyn Center,Brooklyn Center,MN,0.0,0.0,0.0,0,,,0.0,176.0,0.4489,0.2557,0.0114,0.0909,0.0057,0.0,0.0057,0.0,0.1818,0.1648,0,0.7296,0.8302,0.7233,38800,25827.5
ITT Technical Institute-Orlando,Lake Mary,FL,0.0,0.0,0.0,0,,,0.0,225.0,0.3378,0.2933,0.2622,0.0089,0.0178,0.0,0.0444,0.0,0.0356,0.3111,0,0.7666,0.7692,0.7719,38800,25827.5
ITT Technical Institute-Waco,Waco,TX,0.0,0.0,0.0,0,,,0.0,174.0,0.4138,0.2414,0.2816,0.0115,0.0172,0.0,0.023,0.0,0.0115,0.1724,0,0.8052,0.7446,0.7965,38800,25827.5
ITT Technical Institute-Myrtle Beach,Myrtle Beach,SC,0.0,0.0,0.0,0,,,0.0,152.0,0.4934,0.4013,0.0263,0.0197,0.0,0.0,0.0329,0.0,0.0263,0.1776,0,0.838,0.7222,0.7269,38800,25827.5
Azusa Pacific University College,San Dimas,CA,0.0,0.0,0.0,1,,,0.0,1055.0,0.3204,0.1536,0.364,0.055,0.0038,0.0114,0.0246,0.0009,0.0664,0.2948,1,0.4601,0.7906,0.7893,50000,22500
Minneapolis Media Institute,Edina,MN,0.0,0.0,0.0,0,,,0.0,143.0,0.5594,0.1469,0.049,0.042,0.013999999999999999,0.006999999999999999,0.0699,0.0,0.1119,0.4196,1,0.7075,0.898,0.2653,28300,16062
CollegeAmerica-Phoenix,Phoenix,AZ,0.0,0.0,0.0,0,,,0.0,569.0,0.2742,0.1441,0.4429,0.0141,0.0844,0.0018,0.0141,0.0,0.0246,0.0,1,0.8632,0.88,0.51,24000,25607.5
Avalon School of Cosmetology-Phoenix,Phoenix,AZ,0.0,0.0,0.0,0,,,0.0,318.0,0.5912,0.066,0.2893,0.0252,0.0031,0.0094,0.0063,0.0,0.0094,0.4528,1,0.6774,0.7212,0.382,19600,11458
Avalon School of Cosmetology-Layton,Layton,UT,0.0,0.0,0.0,0,,,0.0,165.0,0.7758,0.0545,0.1333,0.0121,0.0,0.0,0.0121,0.0,0.0121,0.6303,1,0.6417,0.7992,0.2558,19600,11458
Hair Design Institute,Boynton Beach,FL,0.0,0.0,0.0,0,,,0.0,84.0,0.6667,0.0833,0.1905,0.0119,0.0,0.0,0.0,0.0238,0.0238,0.7262,1,0.5082,0.4016,0.3582,19300,7524
All-State Career School-Allied Health Campus,Essington,PA,0.0,0.0,0.0,0,,,0.0,322.0,0.2857,0.6459999999999999,0.0497,0.0062,0.0,0.0,0.0062,0.0,0.0062,0.0,1,0.9143,0.9829,0.3771,32000,6333
Aveda Institute-Des Moines,West Des Moines,IA,0.0,0.0,0.0,0,,,0.0,199.0,0.9045,0.0,0.0302,0.0251,0.005,0.0,0.0151,0.0,0.0201,0.0,1,0.2903,0.6258,0.1643,,12000
Fortis Institute-Lawrenceville,Lawrenceville,NJ,0.0,0.0,0.0,0,,,0.0,290.0,0.1655,0.5276,0.2103,0.0103,0.0034,0.0,0.0276,0.0,0.0552,0.0,1,0.8009,0.8233,0.3926,30400,10305
Relay Graduate School of Education,New York,NY,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Brown Mackie College-Oklahoma City,Oklahoma City,OK,0.0,0.0,0.0,0,,,0.0,329.0,0.3769,0.4225,0.1307,0.0091,0.0486,0.0,0.0,0.0,0.0122,0.0,1,0.8732,0.7915,0.7070000000000001,25200,16000
Miller-Motte Technical College-Macon,Macon,GA,0.0,0.0,0.0,0,,,0.0,363.0,0.1129,0.8375,0.0193,0.0,0.0055,0.0,0.0,0.0,0.0248,0.2066,1,0.9177,0.9573,0.7057,26700,22940
Miller-Motte Technical College-Gulfport,Gulfport,MS,0.0,0.0,0.0,0,,,0.0,160.0,0.3813,0.55,0.025,0.0,0.0313,0.0,0.0125,0.0,0.0,0.3688,1,0.9636,0.9318,0.6329,26700,22940
International Culinary Center-California,Campbell,CA,0.0,0.0,0.0,0,,,0.0,129.0,0.4496,0.0,0.1008,0.2403,0.0078,0.0,0.1783,0.0,0.0233,0.18600000000000005,1,0.1512,0.1977,0.5806,36600,6333
South University–Savannah Online,Savannah,GA,0.0,0.0,0.0,0,,,1.0,8808.0,0.4841,0.3363,0.0886,0.0084,0.0111,0.0066,0.0,0.0,0.0649,0.0,1,0.5965,0.5563,0.7934,28800,25167
Miller-Motte Technical College-Roanoke,Roanoke,VA,0.0,0.0,0.0,0,,,0.0,294.0,0.6531,0.2857,0.0272,0.0,0.0034,0.0,0.0238,0.0,0.0068,0.2415,1,1.0,0.9731,0.596,,19896
Whitworth University-Adult Degree Programs,Spokane,WA,0.0,0.0,0.0,1,,,0.0,317.0,0.836,0.0158,0.0694,0.0095,0.0347,0.0063,0.0158,0.0,0.0126,0.9085,1,0.5226,0.7452,0.971,41100,26000
American Broadcasting School-Online Program,Oklahoma City,OK,0.0,0.0,0.0,0,,,1.0,71.0,0.4366,0.493,0.0141,0.0,0.0,0.0,0.0,0.0141,0.0423,0.0,1,0.7323,0.8189,0.7778,27300,7023
Springfield College-School of Professional and Continuing Studies,Springfield,MA,0.0,0.0,0.0,0,,,0.0,1237.0,0.19,0.5643,0.1851,0.0049,0.004,0.0008,0.0226,0.0032,0.0251,0.3444,1,0.7375,0.9194,0.9636,43800,24826.5
Marian Health Careers Center-Van Nuys Campus,Van Nuys,CA,0.0,0.0,0.0,0,,,0.0,63.0,0.127,0.0476,0.3651,0.3492,0.0159,0.0476,0.0476,0.0,0.0,0.0,1,0.6107,0.6641,0.5745,50700,16297.5
Sanford-Brown College-Brooklyn Center,Brooklyn Center,MN,0.0,0.0,0.0,0,,,0.0,169.0,0.0533,0.1538,0.0178,0.0237,0.0,0.0059,0.0059,0.0,0.7396,0.7574,1,0.8176,0.9459,0.6111,31700,28542
Milan Institute-Las Vegas,Las Vegas,NV,0.0,0.0,0.0,0,,,0.0,386.0,0.1606,0.4482,0.2953,0.0415,0.013000000000000001,0.0207,0.0052,0.0,0.0155,0.0,1,0.5729,0.5345,0.4552,15100,9500
Virginia College-Savannah,Savannah,GA,0.0,0.0,0.0,0,,,0.0,516.0,0.2016,0.6899,0.0329,0.0078,0.0019,0.0019,0.0116,0.0,0.0523,0.2771,1,0.8841,0.7488,0.5823,25300,18331
Virginia College-Columbus,Columbus,GA,0.0,0.0,0.0,0,,,0.0,741.0,0.1889,0.7314,0.0459,0.004,0.0,0.0013,0.0081,0.0,0.0202,0.3387,1,0.8825,0.7757,0.6167,25300,18331
Donna's Academy of Hair Design,Smithville,MO,0.0,0.0,0.0,0,,,0.0,31.0,0.871,0.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,1,0.4603,0.6032,0.1905,,PrivacySuppressed
New York School of Esthetics & Day Spa,Tarrytown,NY,0.0,0.0,0.0,0,,,0.0,77.0,0.4675,0.039,0.0909,0.0,0.0,0.0,0.026000000000000002,0.0,0.3766,0.4416,1,0.3101,0.3798,0.6875,,PrivacySuppressed
Panache Academy of Beauty,Baraboo,WI,0.0,0.0,0.0,0,,,0.0,43.0,0.9535,0.0,0.0465,0.0,0.0,0.0,0.0,0.0,0.0,0.1628,1,0.5085,0.6271,0.3778,,11023
ASI Career Institute,Turnersville,NJ,0.0,0.0,0.0,0,,,0.0,109.0,0.6147,0.2661,0.1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2571,0.2571,0.1818,,PrivacySuppressed
Midwest Technical Institute-Ridgeland,Ridgeland,MS,0.0,0.0,0.0,0,,,0.0,422.0,0.1256,0.8531,0.0047,0.0,0.0,0.0,0.0071,0.0,0.0095,0.0,1,0.7929,0.7995,0.6075,29800,9500
Christine Valmy International School of Esthetics & Cosmetology,Pine Brook,NJ,0.0,0.0,0.0,0,,,0.0,115.0,0.48700000000000004,0.0783,0.2783,0.0522,0.0,0.0,0.0348,0.0261,0.0435,0.4609,1,0.3523,0.3938,0.4815,,4928
City College-Hollywood,Hollywood,FL,0.0,0.0,0.0,0,,,0.0,138.0,0.2391,0.3768,0.3188,0.0145,0.0072,0.0072,0.0362,0.0,0.0,0.4275,1,0.873,0.9365,0.5952,25900,26800
Paul Mitchell the School-Arlington,Arlington,TX,0.0,0.0,0.0,0,,,0.0,268.0,0.444,0.1978,0.2313,0.0224,0.0037,0.0,0.09699999999999999,0.0,0.0037,0.0,1,0.5105,0.6474,0.2911,23200,12325
Rocky Mountain University of Health Professions,Provo,UT,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
MediaTech Institute-Oceanside,Oceanside,CA,0.0,0.0,0.0,0,,,0.0,65.0,0.3538,0.2154,0.3385,0.0154,0.0,0.0,0.0769,0.0,0.0,0.0,1,1.0,0.8427,0.3922,,13293.5
Christie's Education,New York,NY,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Prince Institute-Great Lakes,Elmhurst,IL,0.0,0.0,0.0,0,,,0.0,51.0,0.8235,0.0392,0.098,0.0,0.0392,0.0,0.0,0.0,0.0,0.0392,1,0.375,0.7813,0.7368,PrivacySuppressed,20992
Palmetto Beauty School,Spartanburg,SC,0.0,0.0,0.0,0,,,0.0,58.0,0.7586,0.1897,0.0345,0.0,0.0,0.0,0.0172,0.0,0.0,0.0345,1,0.9634,0.9634,0.6615,,9833
Paul Mitchell the School-Fort Myers,Fort Myers,FL,0.0,0.0,0.0,0,,,0.0,112.0,0.7143,0.0536,0.1786,0.0,0.0,0.0,0.0536,0.0,0.0,0.4732,1,0.5652,0.6708,0.2545,PrivacySuppressed,10357
Paul Mitchell The School-Raleigh,Raleigh,NC,0.0,0.0,0.0,0,,,0.0,152.0,0.5132,0.3421,0.0724,0.0,0.0,0.0066,0.0461,0.0,0.0197,0.3553,1,0.4978,0.5242,0.3605,,16262
Stella and Charles Guttman Community College,New York,NY,0.0,0.0,0.0,0,,,0.0,691.0,0.1013,0.22,0.5673,0.055,0.0,0.0,0.0217,0.0347,0.0,0.0955,1,0.6673,0.0568,0.0162,,PrivacySuppressed
Lil Lou's Barber College,Gary,IN,0.0,0.0,0.0,0,,,0.0,77.0,0.0,0.9740000000000001,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.2208,1,0.7153,0.5985,0.5968,,13000
Virginia College-Tulsa,Tulsa,OK,0.0,0.0,0.0,0,,,0.0,39.0,0.3333,0.4359,0.0256,0.0256,0.0769,0.0,0.0,0.0,0.1026,0.2564,1,0.9737,0.8859999999999999,0.5868,25300,18331
Criswell College,Dallas,TX,0.0,0.0,0.0,1,,,0.0,253.0,0.581,0.1897,0.1146,0.0395,0.0079,0.0,0.0,0.0,0.0672,0.4506,1,0.4468,0.2298,0.5064,,PrivacySuppressed
Virginia College-Knoxville,Knoxville,TN,0.0,0.0,0.0,0,,,0.0,581.0,0.6506,0.3046,0.0241,0.0,0.0,0.0017,0.012,0.0,0.0069,0.3081,1,0.9201,0.8333,0.5764,25300,18331
Columbia Academy of Cosmetology,West Columbia,SC,0.0,0.0,0.0,0,,,0.0,44.0,0.1591,0.75,0.0,0.0,0.0,0.0,0.0682,0.0,0.0227,0.0682,1,0.5616,0.863,0.4865,PrivacySuppressed,15332
Academy of Couture Art,Beverly Hills,CA,0.0,0.0,0.0,0,,,0.0,22.0,0.1364,0.5455,0.0909,0.1818,0.0,0.0,0.0,0.0,0.0455,0.3636,1,0.5909,0.6818,0.2381,,PrivacySuppressed
Global Institute,Caguas,PR,0.0,0.0,0.0,0,,,0.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9583,0.0,0.25,,PrivacySuppressed
Reflections Academy of Beauty,Decatur,IL,0.0,0.0,0.0,0,,,0.0,5.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8621,0.5862,0.3333,,PrivacySuppressed
University of Cosmetology Arts & Sciences-La Joya,La Joya,TX,0.0,0.0,0.0,0,,,0.0,117.0,0.0085,0.0,0.9829,0.0,0.0,0.0,0.0,0.0085,0.0,0.6068,1,0.807,0.6374,0.3495,15000,5385.5
Preferred College of Nursing-Van Nuys,Van Nuys,CA,0.0,0.0,0.0,0,,,0.0,15.0,0.0,0.0,0.6667,0.0667,0.0,0.0,0.0,0.2667,0.0,0.0,0,0.6977,0.9147,0.7222,,PrivacySuppressed
Bryant & Stratton College-Akron,Copley,OH,0.0,0.0,0.0,0,,,0.0,259.0,0.583,0.332,0.0193,0.0077,0.0,0.0039,0.0541,0.0,0.0,0.6486,1,0.8013,0.8782,0.6294,22400,24200
Annenberg School of Nursing,Reseda,CA,0.0,0.0,0.0,0,,,0.0,19.0,0.1579,0.0,0.4211,0.2632,0.0,0.0,0.1579,0.0,0.0,0.0,1,0.6176,0.7941,0.6667,,PrivacySuppressed
American Medical Academy,Miami,FL,0.0,0.0,0.0,0,,,0.0,247.0,0.2267,0.0607,0.6923,0.0,0.0,0.0,0.0081,0.0,0.0121,0.3846,1,0.1635,0.1826,0.3907,,7596.5
Chamberlain College of Nursing-Georgia,Atlanta,GA,0.0,0.0,0.0,0,,,0.0,879.0,0.2366,0.4551,0.0398,0.0705,0.0011,0.0023,0.0125,0.0296,0.1524,0.4801,1,0.5726,0.9021,0.7488,52600,24581
Chamberlain College of Nursing-Indiana,Indianapolis,IN,0.0,0.0,0.0,0,,,0.0,219.0,0.6073,0.2009,0.0411,0.0411,0.0,0.0046,0.0137,0.0,0.0913,0.4018,1,0.4843,0.8931,0.6226,52600,24581
Carrington College-Mesquite,Mesquite,TX,0.0,0.0,0.0,0,,,0.0,270.0,0.2407,0.2259,0.5,0.0074,0.0037,0.0037,0.0148,0.0,0.0037,0.0,1,0.7239,0.5283,0.25,25000,9500
Sessions College for Professional Design,Tempe,AZ,0.0,0.0,0.0,0,,,1.0,99.0,0.4646,0.1313,0.1919,0.0505,0.0202,0.0,0.0505,0.0,0.0909,0.2626,1,0.3429,0.4857,0.7143,,PrivacySuppressed
Virginia College-Shreveport Bossier City,Bossier City,LA,0.0,0.0,0.0,0,,,0.0,357.0,0.2045,0.7535,0.0224,0.0084,0.0,0.0,0.0,0.0,0.0112,0.3137,1,0.9237,0.8664,0.6705,25300,18331
Regency Beauty Institute-Hoover,Hoover,AL,0.0,0.0,0.0,1,,,0.0,46.0,0.2174,0.3913,0.0217,0.0,0.0,0.0,0.0435,0.0,0.3261,0.0,0,0.8734,0.7975,0.2075,21500,14144
Regency Beauty Institute-San Antonio,San Antonio,TX,0.0,0.0,0.0,0,,,0.0,33.0,0.1515,0.0606,0.0909,0.0,0.0,0.0,0.1515,0.0,0.5455,0.0,1,0.7333,0.8,0.2069,21500,14144
Regency Beauty Institute-Carrollwood,Tampa,FL,0.0,0.0,0.0,0,,,0.0,33.0,0.1212,0.0,0.0303,0.0,0.0,0.0,0.0606,0.0,0.7879,0.0,1,0.6452,0.8065,0.2941,21500,14144
Regency Beauty Institute-Clearwater,Clearwater,FL,0.0,0.0,0.0,1,,,0.0,15.0,0.3333,0.1333,0.0667,0.0,0.0,0.0,0.0,0.0,0.4667,0.0,0,0.8421,0.8421,0.5833,21500,14144
Regency Beauty Institute-Newport News,Newport News,VA,0.0,0.0,0.0,0,,,0.0,119.0,0.1849,0.4286,0.042,0.0084,0.0168,0.0084,0.084,0.0,0.2269,0.0,1,0.8889,0.8803,0.2319,21500,14144
Regency Beauty Institute-Lewisville,Lewisville,TX,0.0,0.0,0.0,0,,,0.0,35.0,0.1143,0.1429,0.0857,0.0286,0.0,0.0,0.1143,0.0,0.5143,0.0,1,0.8182,0.8182,0.4483,21500,14144
Regency Beauty Institute-Dallas,Dallas,TX,0.0,0.0,0.0,1,,,0.0,20.0,0.15,0.3,0.0,0.0,0.0,0.0,0.05,0.0,0.5,0.0,0,0.7838,0.8378,0.1739,21500,14144
Regency Beauty Institute-Plano,Plano,TX,0.0,0.0,0.0,0,,,0.0,43.0,0.2093,0.1163,0.0465,0.0,0.0,0.0,0.09300000000000001,0.0,0.5349,0.0,1,0.7639,0.8056,0.3913,21500,14144
Empire Beauty School-Virginia Beach,Virginia Beach,VA,0.0,0.0,0.0,0,,,0.0,167.0,0.2455,0.5629,0.0778,0.0,0.0,0.0,0.012,0.0,0.1018,0.2216,1,0.8412,0.7939,0.3646,23000,11058
Ross Medical Education Center-Morgantown,Morgantown,WV,0.0,0.0,0.0,0,,,0.0,64.0,0.7969,0.0469,0.0781,0.0156,0.0156,0.0,0.0313,0.0,0.0156,0.0,1,0.6519,0.5379999999999999,0.5,24000,9500
Paul Mitchell the School-Ogden,Ogden,UT,0.0,0.0,0.0,0,,,0.0,125.0,0.568,0.024,0.256,0.0,0.008,0.0,0.136,0.0,0.008,0.336,1,0.5806,0.6022,0.4486,PrivacySuppressed,12000
Everest Institute-Bensalem,Bensalem,PA,0.0,0.0,0.0,1,,,0.0,244.0,0.1967,0.4467,0.1844,0.0082,0.0,0.0,0.040999999999999995,0.0,0.12300000000000001,0.0,0,0.7429,0.6576,0.3054,24600,9500
Golf Academy of America-Farmers Branch,Farmers Branch,TX,0.0,0.0,0.0,0,,,0.0,80.0,0.7,0.1125,0.1375,0.025,0.0,0.0,0.025,0.0,0.0,0.05,1,0.47100000000000003,0.5072,0.6418,25300,18331
Utah College of Massage Therapy-Dallas,Richardson,TX,0.0,0.0,0.0,0,,,0.0,324.0,0.3056,0.2747,0.3179,0.0031,0.0062,0.0,0.0154,0.0,0.0772,0.4784,1,0.562,0.7818,0.5484,23800,8607
Miami Ad School-New York,Astoria,NY,0.0,0.0,0.0,0,,,0.0,99.0,0.4949,0.0808,0.0404,0.0909,0.0,0.0,0.0,0.2222,0.0707,0.0,1,0.0825,0.4845,0.6907,70200,21500
Dade Medical College-West Palm Beach,West Palm Beach,FL,0.0,0.0,0.0,0,,,0.0,263.0,0.0342,0.5361,0.4068,0.0114,0.0076,0.0,0.0038,0.0,0.0,0.0,0,0.5,0.5152,0.8147,PrivacySuppressed,25430
Dade Medical College-Jacksonville,Jacksonville,FL,0.0,0.0,0.0,0,,,0.0,233.0,0.10300000000000001,0.7167,0.1373,0.0258,0.0,0.0,0.0086,0.0,0.0086,0.0,0,0.3466,0.4141,0.8429,PrivacySuppressed,25430
WestMed College,San Jose,CA,0.0,0.0,0.0,0,,,0.0,366.0,0.3279,0.040999999999999995,0.3251,0.1721,0.0055,0.0,0.0601,0.0,0.0683,0.0,1,0.4252,0.4703,0.5899,,15623.5
Larry's Barber College,Chicago,IL,0.0,0.0,0.0,0,,,0.0,142.0,0.006999999999999999,0.9225,0.0423,0.0,0.0,0.0,0.0,0.0,0.0282,0.0,1,0.8866,0.7983,0.125,,1917
Futura Career Institute,Hialeah,FL,0.0,0.0,0.0,0,,,0.0,138.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8406,0.0,0.69,,PrivacySuppressed
Access Careers,Brooklyn,NY,0.0,0.0,0.0,0,,,0.0,286.0,0.0769,0.5839,0.0559,0.013999999999999999,0.027999999999999997,0.013999999999999999,0.0804,0.0315,0.1154,0.6958,0,0.11,0.0918,0.8605,,9500
Flair Beauty College,Canyon Country,CA,0.0,0.0,0.0,0,,,0.0,46.0,0.6304,0.0,0.2826,0.0435,0.0217,0.0,0.0217,0.0,0.0,0.0,1,0.4255,0.4362,0.2833,,8816
Eternity Cosmetology School,West Palm Beach,FL,0.0,0.0,0.0,0,,,0.0,177.0,0.0113,0.0,0.9548,0.0056,0.0,0.0,0.0,0.0282,0.0,0.7062,1,0.585,0.4706,0.8244,,12044
Tri-State Institute of Hair Design,London,KY,0.0,0.0,0.0,0,,,0.0,56.0,0.9643,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3571,1,0.4394,0.303,0.6667,,PrivacySuppressed
Vogue College of Cosmetology-San Antonio Fredericksburg,San Antonio,TX,0.0,0.0,0.0,0,,,0.0,116.0,0.1466,0.0517,0.8017,0.0,0.0,0.0,0.0,0.0,0.0,0.1897,1,0.5,0.7083,0.6525,,7917
Vogue College of Cosmetology,San Antonio,TX,0.0,0.0,0.0,0,,,0.0,116.0,0.1121,0.0259,0.7414,0.0345,0.0172,0.0,0.069,0.0,0.0,0.3276,1,0.4889,0.5278,0.4526,,7917
Tomorrow's Image Barber Academy of Virginia,Newport News,VA,0.0,0.0,0.0,0,,,0.0,24.0,0.0,0.9583,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.9474,0.3889,,PrivacySuppressed
Excel Learning Center,El Paso,TX,0.0,0.0,0.0,0,,,0.0,171.0,0.1462,0.2339,0.5614,0.0117,0.0,0.0,0.0,0.0,0.0468,0.0,1,0.2909,0.2982,0.45,,9500
College of International Esthetics Inc,Arvada,CO,0.0,0.0,0.0,0,,,0.0,86.0,0.7442,0.0,0.1512,0.0233,0.0116,0.0,0.0581,0.0,0.0116,0.3721,1,0.3467,0.44,0.6533,,PrivacySuppressed
Medical Allied Career Center,Santa Fe Springs,CA,0.0,0.0,0.0,0,,,0.0,63.0,0.0635,0.0317,0.8254,0.0794,0.0,0.0,0.0,0.0,0.0,0.3651,1,0.5217,0.5507,0.6769,,17130
Bais HaMedrash and Mesivta of Baltimore,Baltimore,MD,0.0,0.0,0.0,0,,,0.0,59.0,0.9661,0.0,0.0169,0.0,0.0,0.0,0.0,0.0169,0.0,0.0,1,0.5102,0.0,0.0,,PrivacySuppressed
Long Island Barber Institute,Hempstead,NY,0.0,0.0,0.0,0,,,0.0,61.0,0.1803,0.5246,0.2623,0.0164,0.0164,0.0,0.0,0.0,0.0,0.0,1,0.5536,0.6875,0.64,,2637
Salon Institute-Toledo Campus,Toledo,OH,0.0,0.0,0.0,0,,,0.0,105.0,0.7619,0.0762,0.0857,0.0095,0.019,0.0,0.0476,0.0,0.0,0.0,1,0.6303,0.6182,0.2328,,12000
American Institute of Medical Sonography,Las Vegas,NV,0.0,0.0,0.0,0,,,0.0,48.0,0.2917,0.0208,0.2292,0.3333,0.0,0.0208,0.0833,0.0208,0.0,0.0,0,0.7931,0.7931,0.6667,,9500
Curve Metric School of Hair Design,Elmwood Park,IL,0.0,0.0,0.0,0,,,0.0,47.0,0.2553,0.0,0.5957,0.0638,0.0,0.0,0.0213,0.0,0.0638,0.0,1,0.5426,0.0,0.6462,,PrivacySuppressed
Athena Career Academy,Toledo,OH,0.0,0.0,0.0,0,,,0.0,165.0,0.303,0.6485,0.0303,0.0061,0.0121,0.0,0.0,0.0,0.0,0.0,1,0.871,0.9806,0.7606,,14166
Yeshiva Gedolah Zichron Leyma,Linden,NJ,0.0,0.0,0.0,0,,,0.0,28.0,0.9643,0.0,0.0,0.0,0.0,0.0,0.0,0.0357,0.0,0.0,1,0.2174,0.0,0.0435,,PrivacySuppressed
The Barber School,Midvale,UT,0.0,0.0,0.0,0,,,0.0,187.0,0.2086,0.0374,0.1658,0.0053,0.0107,0.0267,0.0428,0.0,0.5027,0.4171,1,0.4688,0.45,0.6535,,7000
Be'er Yaakov Talmudic Seminary,Spring Valley,NY,0.0,0.0,0.0,0,,,0.0,382.0,0.9948,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0,0.0,1,0.6343,0.0,0.0,,PrivacySuppressed
RGV Careers,Pharr,TX,0.0,0.0,0.0,0,,,0.0,524.0,0.0115,0.0019,0.9847,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2314,0.2314,0.565,,11995.5
Alexander Academy,Fitchburg,MA,0.0,0.0,0.0,0,,,0.0,58.0,0.2414,0.1379,0.3103,0.0,0.0,0.0,0.3103,0.0,0.0,0.2069,1,0.5625,0.6563,0.4483,,PrivacySuppressed
LeMelange Academy of Hair,Napa,CA,0.0,0.0,0.0,0,,,0.0,56.0,0.6429,0.0179,0.2857,0.0,0.0,0.0357,0.0,0.0179,0.0,0.6071,1,0.5213,0.6383,0.2917,,9360
Aveda Institute-Tucson,Tucson,AZ,0.0,0.0,0.0,0,,,0.0,140.0,0.5286,0.0143,0.3571,0.0143,0.0357,0.0,0.0357,0.0,0.0143,0.1929,1,0.4,0.445,0.2458,,10555
Velvet Touch Academy of Cosmetology,Nampa,ID,0.0,0.0,0.0,1,,,0.0,41.0,0.7073,0.0,0.2927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5728,0.5534,0.4098,,5846
Ambiance Beauty & Barber Academy Inc,Melbourne,FL,0.0,0.0,0.0,0,,,0.0,39.0,0.1538,0.5641,0.2308,0.0,0.0,0.0,0.0513,0.0,0.0,0.5385,1,0.9143,0.6286,0.9167,,PrivacySuppressed
Diamond Beauty College,South El Monte,CA,0.0,0.0,0.0,0,,,0.0,146.0,0.0,0.0,0.0274,0.9658,0.0,0.0,0.0,0.0,0.0068,0.4247,1,0.1635,0.0,0.8033,,PrivacySuppressed
