carat,cut,color,clarity,depth,table,price,x,y,z
0.53,Ideal,G,VVS1,61.8,56.0,1956,5.19,5.24,3.22
0.52,Ideal,H,IF,62.1,57.0,1956,5.13,5.16,3.19
0.53,Premium,D,VS2,60.4,58.0,1956,5.26,5.23,3.17
0.53,Ideal,D,VS2,60.2,57.0,1956,5.26,5.24,3.16
0.53,Ideal,D,VS2,60.6,57.0,1956,5.28,5.24,3.19
0.53,Premium,D,VS2,61.5,58.0,1956,5.24,5.2,3.21
0.53,Ideal,D,VS2,61.2,57.0,1956,5.26,5.2,3.2
0.53,Ideal,D,VS2,61.7,55.0,1956,5.23,5.21,3.22
0.53,Ideal,D,VS2,61.4,55.0,1956,5.25,5.21,3.21
0.53,Ideal,D,VS2,61.2,55.0,1956,5.25,5.21,3.2
0.53,Ideal,D,VS2,62.6,56.0,1956,5.18,5.14,3.23
0.53,Ideal,D,VS2,62.2,56.0,1956,5.19,5.16,3.22
0.53,Ideal,D,VS2,62.1,55.0,1956,5.2,5.17,3.22
0.53,Ideal,D,VS2,61.5,56.0,1956,5.23,5.17,3.2
0.53,Ideal,D,VS2,61.2,56.0,1956,5.23,5.2,3.19
0.53,Ideal,D,VS2,61.4,56.0,1956,5.23,5.2,3.2
0.53,Ideal,D,VS2,62.3,56.0,1956,5.17,5.14,3.21
0.77,Fair,J,SI1,60.2,66.0,1956,5.97,5.81,3.55
0.53,Ideal,E,VS2,62.0,56.0,1956,5.29,5.2,3.25
0.53,Ideal,E,VS2,60.8,56.0,1956,5.28,5.25,3.21
0.53,Ideal,E,VS2,62.3,57.0,1956,5.23,5.19,3.25
0.73,Ideal,J,SI1,61.3,57.0,1956,5.82,5.8,3.56
0.52,Ideal,G,VVS2,61.4,55.3,1957,5.18,5.21,3.19
0.52,Ideal,G,VVS2,61.6,55.0,1957,5.14,5.18,3.19
0.53,Premium,H,IF,62.5,59.0,1957,5.15,5.18,3.23
0.54,Ideal,G,VS1,61.6,56.0,1957,5.24,5.28,3.24
0.54,Ideal,G,VS1,60.6,56.0,1957,5.28,5.31,3.21
0.54,Ideal,G,VS1,61.0,57.0,1957,5.25,5.28,3.21
0.54,Ideal,G,VS1,60.1,57.0,1957,5.29,5.31,3.18
0.52,Ideal,G,VVS2,61.6,54.0,1958,5.17,5.22,3.2
0.53,Ideal,G,VVS1,62.1,56.0,1958,5.19,5.21,3.23
0.75,Premium,J,SI1,61.7,56.0,1958,5.92,5.81,3.62
0.75,Very Good,J,SI1,63.1,57.0,1958,5.79,5.74,3.64
0.51,Very Good,D,VS1,62.2,59.0,1959,5.1,5.13,3.18
0.31,Ideal,D,SI1,61.8,57.0,533,4.33,4.37,2.69
0.31,Ideal,D,SI1,61.2,57.0,533,4.34,4.38,2.67
0.31,Ideal,D,SI1,62.0,56.0,533,4.35,4.39,2.71
0.31,Good,D,SI1,63.8,57.0,533,4.29,4.33,2.75
0.27,Ideal,I,VS2,62.1,56.0,534,4.14,4.18,2.58
0.32,Ideal,H,VS2,61.7,56.0,534,4.39,4.42,2.72
0.32,Ideal,H,VS2,61.5,57.0,534,4.41,4.45,2.72
0.33,Ideal,I,VS1,62.1,53.9,534,4.43,4.45,2.76
0.39,Ideal,I,SI1,62.4,54.0,534,4.67,4.69,2.92
0.33,Very Good,H,SI2,63.5,57.0,534,4.39,4.36,2.78
0.25,Ideal,F,VS2,61.6,55.0,535,4.06,4.08,2.51
0.25,Ideal,F,VS2,62.9,55.0,535,4.01,4.05,2.53
0.25,Ideal,F,VS2,61.7,56.0,535,4.04,4.07,2.5
0.25,Ideal,E,VS2,62.1,57.0,535,4.01,4.05,2.5
0.25,Ideal,E,VS2,60.6,57.0,535,4.08,4.11,2.48
0.25,Ideal,E,VS2,62.1,57.0,535,4.02,4.06,2.5
0.28,Very Good,F,VS1,62.3,52.0,536,4.2,4.26,2.62
0.34,Very Good,G,SI1,61.2,54.0,536,4.53,4.56,2.78
0.31,Ideal,I,VVS1,61.2,55.6,536,4.33,4.38,2.67
0.23,Ideal,G,VVS1,61.9,58.0,536,3.93,3.96,2.44
0.23,Ideal,G,VVS1,61.5,57.0,536,3.94,3.97,2.43
0.23,Ideal,G,VVS1,60.8,57.0,536,3.96,3.99,2.41
0.23,Ideal,G,IF,61.8,56.0,536,3.92,3.94,2.43
0.23,Ideal,G,IF,62.8,55.0,536,3.93,3.96,2.48
0.23,Ideal,G,IF,61.7,55.0,536,3.94,3.98,2.44
0.33,Good,F,SI1,61.8,62.0,536,4.4,4.45,2.74
0.24,Ideal,F,VS1,62.0,56.0,536,3.99,3.94,2.46
0.24,Ideal,F,VS2,61.8,57.0,536,4.02,3.97,2.47
0.24,Premium,E,VS2,62.6,58.0,536,4.03,3.99,2.51
0.34,Premium,H,SI2,58.6,62.0,536,4.62,4.6,2.7
0.7,Very Good,J,SI2,63.2,60.0,1959,5.58,5.62,3.54
0.7,Very Good,J,SI1,61.1,60.0,1959,5.66,5.7,3.47
0.62,Ideal,D,SI1,62.2,55.0,1959,5.45,5.51,3.41
0.72,Good,J,VS1,63.7,54.0,1959,5.68,5.71,3.63
0.51,Ideal,D,VS1,62.1,55.0,1959,5.14,5.2,3.21
0.63,Very Good,G,VS1,61.5,56.0,1960,5.53,5.49,3.39
0.54,Premium,E,VS1,61.3,56.0,1960,5.27,5.23,3.22
0.63,Premium,F,VS2,58.2,61.0,1960,5.68,5.62,3.29
0.5,Ideal,F,VVS2,62.1,58.0,1960,5.07,5.11,3.16
0.71,Premium,H,SI2,61.5,57.0,1960,5.76,5.69,3.52
0.71,Good,G,SI2,63.8,56.0,1960,5.65,5.6,3.59
0.51,Very Good,F,VS1,60.8,59.0,1961,5.15,5.18,3.14
0.58,Ideal,H,VVS1,62.1,53.6,1961,5.35,5.38,3.34
0.56,Ideal,H,VVS1,62.1,53.8,1961,5.27,5.33,3.29
0.57,Ideal,H,VVS1,61.6,56.0,1961,5.32,5.35,3.28
0.58,Ideal,H,VVS1,62.4,55.0,1961,5.32,5.36,3.33
0.57,Ideal,F,VS1,62.3,57.0,1961,5.29,5.32,3.3
0.7,Ideal,I,SI2,61.3,57.0,1961,5.7,5.73,3.5
0.74,Premium,H,SI2,60.9,61.0,1962,5.84,5.75,3.53
0.54,Ideal,G,VVS2,62.4,53.4,1962,5.22,5.25,3.26
0.51,Ideal,D,VS1,61.6,57.0,1962,5.13,5.16,3.17
0.54,Ideal,E,VS1,61.2,57.0,1962,5.25,5.27,3.22
0.74,Fair,H,SI2,62.0,53.0,1962,5.85,5.74,3.6
0.56,Ideal,D,VS2,61.4,57.0,1963,5.32,5.36,3.28
0.56,Ideal,D,VS2,61.9,57.0,1963,5.26,5.3,3.27
0.56,Ideal,D,VS2,60.9,56.0,1963,5.32,5.35,3.25
0.56,Ideal,D,VS2,61.6,56.0,1963,5.27,5.31,3.26
0.56,Ideal,D,VS2,60.9,56.0,1963,5.31,5.36,3.25
0.56,Ideal,D,VS2,61.2,56.0,1963,5.3,5.35,3.26
0.56,Ideal,D,VS2,62.2,56.0,1963,5.24,5.28,3.27
0.56,Very Good,E,VS2,61.1,57.0,1963,5.33,5.37,3.27
0.56,Ideal,D,VS2,61.1,56.0,1963,5.3,5.33,3.25
0.56,Ideal,D,VS2,61.4,55.0,1963,5.33,5.35,3.28
0.56,Ideal,D,VS2,60.6,56.0,1963,5.33,5.37,3.24
0.56,Ideal,D,VS2,61.0,57.0,1963,5.28,5.35,3.24
0.56,Premium,D,VS2,61.1,58.0,1963,5.3,5.34,3.25
0.56,Very Good,D,VS2,62.8,57.0,1963,5.25,5.29,3.31
0.56,Ideal,D,VS2,61.5,57.0,1963,5.28,5.33,3.26
0.56,Ideal,D,VS2,62.1,57.0,1963,5.25,5.28,3.27
0.71,Premium,G,SI2,62.4,59.0,1963,5.67,5.61,3.52
0.51,Ideal,G,VVS1,61.4,56.0,1963,5.14,5.15,3.16
0.74,Ideal,J,SI1,61.7,56.0,1963,5.81,5.85,3.6
0.57,Ideal,D,VS2,62.1,56.0,1963,5.34,5.29,3.3
0.57,Ideal,D,VS2,62.4,57.0,1963,5.32,5.26,3.3
0.68,Very Good,F,SI1,60.1,57.9,1964,5.69,5.74,3.43
0.7,Very Good,E,SI2,60.2,64.0,1964,5.67,5.7,3.42
0.63,Ideal,D,SI1,61.5,56.0,1964,5.52,5.53,3.4
0.88,Good,J,VS1,64.0,56.0,1964,5.98,5.9,3.8
0.57,Ideal,E,VS1,61.4,57.0,1965,5.32,5.37,3.28
0.58,Ideal,E,VS1,60.1,57.0,1965,5.41,5.47,3.27
0.75,Good,J,SI1,61.0,59.0,1965,5.79,5.85,3.55
0.59,Premium,I,IF,61.2,58.0,1965,5.41,5.38,3.3
0.7,Ideal,G,SI2,61.8,56.0,1966,5.66,5.6,3.48
0.7,Premium,G,SI2,62.0,59.0,1966,5.62,5.58,3.47
0.72,Very Good,J,SI1,63.0,57.0,1966,5.69,5.74,3.6
0.5,Ideal,G,VVS1,62.2,56.0,1966,5.1,5.12,3.18
0.5,Premium,G,VVS1,61.0,60.0,1966,5.08,5.12,3.11
0.59,Ideal,G,VVS2,62.2,56.0,1966,5.37,5.4,3.35
0.5,Good,G,VVS1,63.3,56.0,1966,5.07,5.1,3.22
0.5,Very Good,G,VVS1,62.3,59.0,1966,5.01,5.04,3.13
0.5,Ideal,G,VVS1,62.7,57.0,1966,5.07,5.1,3.19
0.7,Very Good,G,SI2,58.2,63.0,1966,5.82,5.79,3.38
0.72,Ideal,J,SI1,62.6,56.0,1966,5.67,5.74,3.57
0.5,Good,G,VVS1,60.0,62.0,1966,5.12,5.18,3.09
0.7,Premium,I,VS2,63.0,60.0,1966,5.62,5.59,3.53
0.7,Premium,F,SI2,58.4,61.0,1966,5.86,5.79,3.4
0.64,Very Good,D,SI1,62.2,55.0,1967,5.51,5.55,3.44
0.64,Ideal,D,SI1,62.1,56.0,1967,5.5,5.55,3.43
0.52,Ideal,H,IF,59.2,58.0,1967,5.23,5.31,3.12
0.59,Ideal,E,VS2,62.3,55.0,1968,5.35,5.38,3.34
0.71,Premium,J,VS2,60.1,61.0,1968,5.82,5.77,3.48
0.83,Good,F,SI2,63.7,59.0,1968,5.91,5.86,3.75
0.7,Very Good,J,VVS2,63.2,55.0,1968,5.63,5.57,3.54
0.64,Very Good,D,SI1,62.3,58.0,1969,5.49,5.53,3.43
0.72,Good,G,SI1,64.0,59.0,1969,5.59,5.63,3.59
0.52,Ideal,G,VVS1,61.0,57.0,1969,5.18,5.2,3.17
0.61,Very Good,H,VVS2,60.5,57.0,1970,5.52,5.54,3.35
0.61,Very Good,H,VVS2,61.4,57.0,1970,5.46,5.5,3.36
0.72,Very Good,H,SI2,62.6,53.0,1970,5.75,5.78,3.61
0.72,Very Good,H,SI2,62.9,57.0,1970,5.64,5.68,3.56
0.51,Very Good,E,VS1,61.8,54.7,1970,5.12,5.15,31.8
0.51,Very Good,E,VS1,62.8,57.1,1970,5.07,5.1,3.2
0.6,Ideal,F,VS2,61.9,57.0,1970,5.39,5.43,3.35
0.76,Premium,G,SI2,62.6,55.0,1970,5.87,5.82,3.66
0.65,Premium,F,VS2,59.6,58.0,1970,5.65,5.62,3.36
0.73,Premium,F,SI2,60.2,59.0,1971,5.87,5.82,3.52
0.61,Very Good,F,VS2,62.9,58.0,1971,5.33,5.39,3.37
0.7,Very Good,I,VS1,62.4,58.0,1971,5.62,5.67,3.52
0.61,Very Good,F,VS2,59.6,61.0,1971,5.5,5.58,3.3
0.51,Premium,G,VVS1,61.6,59.0,1971,5.12,5.08,3.14
0.7,Ideal,J,VS2,61.5,57.0,1971,5.7,5.74,3.52
0.61,Good,F,VS2,63.0,64.2,1971,5.29,5.32,3.34
0.51,Very Good,G,VVS1,63.2,58.0,1971,5.11,5.08,3.22
0.7,Premium,E,SI1,61.1,60.0,1971,5.69,5.56,3.44
0.5,Premium,H,IF,61.4,61.0,1971,5.14,5.03,3.12
0.51,Premium,F,VS1,61.7,58.0,1971,5.11,5.07,3.14
0.71,Very Good,H,SI2,63.7,56.0,1972,5.62,5.65,3.59
0.57,Ideal,G,VS1,61.4,55.0,1972,5.34,5.38,3.29
0.7,Very Good,I,SI1,63.8,56.0,1973,5.58,5.62,3.57
0.7,Ideal,H,SI2,63.1,54.0,1973,5.64,5.68,3.57
0.7,Ideal,J,VS2,61.9,57.0,1974,5.65,5.69,3.51
0.7,Ideal,J,SI1,62.3,57.0,1974,5.69,5.71,3.55
0.51,Premium,G,VVS2,59.1,59.0,1974,5.21,5.18,3.07
0.51,Ideal,G,VVS2,60.1,56.0,1974,5.22,5.19,3.13
0.51,Premium,G,VVS2,61.7,58.0,1974,5.18,5.13,3.18
0.51,Ideal,G,VVS2,61.2,55.0,1974,5.18,5.15,3.16
0.51,Ideal,G,VVS2,61.1,56.0,1974,5.19,5.15,3.16
0.51,Ideal,G,VVS2,61.9,55.0,1974,5.19,5.15,3.2
0.51,Ideal,G,VVS2,61.5,57.0,1974,5.18,5.13,3.17
0.51,Ideal,G,VVS2,61.3,57.0,1974,5.15,5.12,3.15
0.51,Premium,G,VVS2,61.5,56.0,1974,5.15,5.12,3.16
0.51,Ideal,G,VVS2,61.6,56.0,1974,5.17,5.12,3.17
0.51,Ideal,G,VVS2,62.9,57.0,1974,5.12,5.09,3.21
0.51,Ideal,G,VVS2,62.6,57.0,1974,5.12,5.1,3.2
0.51,Ideal,G,VVS2,61.8,56.0,1974,5.16,5.1,3.17
0.51,Premium,G,VVS2,61.7,58.0,1974,5.14,5.11,3.16
0.51,Very Good,G,VVS2,63.1,58.0,1974,5.11,5.07,3.21
0.7,Premium,H,SI2,61.0,59.0,1974,5.76,5.71,3.5
0.7,Fair,F,SI1,65.3,54.0,1974,5.58,5.54,3.63
0.55,Ideal,E,VS1,61.7,55.0,1975,5.27,5.29,3.26
0.55,Very Good,D,VS2,58.5,58.4,1975,5.39,5.42,3.16
0.55,Ideal,E,VS1,62.2,55.0,1975,5.22,5.26,3.26
0.55,Ideal,E,VS1,61.1,55.0,1975,5.3,5.33,3.25
0.55,Premium,D,VS1,62.0,58.0,1975,5.26,5.28,3.27
0.55,Very Good,F,VS1,61.2,56.4,1975,5.28,5.33,3.25
0.58,Premium,G,VVS2,61.4,61.0,1975,5.43,5.38,3.32
0.58,Premium,G,VVS2,61.5,60.0,1975,5.37,5.33,3.29
0.73,Very Good,E,SI2,63.1,59.0,1975,5.76,5.72,3.62
0.51,Ideal,G,VVS2,62.7,55.0,1976,5.08,5.1,3.19
0.57,Ideal,G,VVS2,60.5,56.0,1976,5.36,5.38,3.25
0.5,Good,G,IF,64.0,55.0,1976,5.05,5.08,3.24
0.56,Ideal,G,VVS2,61.6,56.0,1976,5.29,5.32,3.27
0.61,Good,H,VVS2,58.7,64.0,1976,5.53,5.5,3.24
0.61,Premium,D,SI1,62.3,58.0,1976,5.45,5.4,3.38
0.58,Very Good,D,VS2,60.2,57.0,1977,5.41,5.45,3.27
0.7,Very Good,I,SI2,61.8,58.0,1977,5.65,5.71,3.51
0.71,Premium,G,SI2,62.3,55.0,1977,5.72,5.68,3.55
0.51,Premium,D,VS2,60.1,59.0,1977,5.19,5.16,3.11
0.5,Very Good,F,VVS1,63.5,60.0,1978,4.98,5.04,3.18
0.74,Very Good,J,VS2,62.3,55.0,1978,5.79,5.83,3.62
0.66,Very Good,H,VS1,61.6,58.1,1978,5.54,5.58,3.42
0.52,Ideal,F,VVS2,62.1,54.0,1978,5.17,5.2,3.22
0.59,Ideal,D,VS2,61.4,57.0,1978,5.39,5.4,3.31
0.56,Ideal,E,VS1,61.0,57.0,1978,5.32,5.34,3.25
0.66,Good,H,VS1,59.8,60.9,1978,5.62,5.68,3.38
0.7,Good,F,SI2,63.3,58.0,1978,5.57,5.61,3.54
0.58,Very Good,H,VVS1,63.3,55.0,1979,5.27,5.31,3.35
0.71,Very Good,J,SI1,59.7,57.0,1979,5.84,5.88,3.5
0.7,Very Good,J,SI1,61.7,57.0,1979,5.65,5.69,3.5
0.56,Ideal,G,VVS2,61.2,55.0,1979,5.35,5.37,3.28
0.58,Ideal,F,VS1,61.2,57.0,1979,5.36,5.39,3.29
0.58,Ideal,F,VS1,59.9,59.0,1979,5.42,5.47,3.26
0.51,Good,E,VVS2,62.0,60.5,1980,5.05,5.08,3.15
0.55,Premium,H,VVS1,61.1,57.0,1980,5.35,5.26,3.24
0.55,Ideal,F,VS1,62.0,55.0,1980,5.29,5.26,3.27
0.55,Ideal,F,VS1,61.6,57.0,1980,5.29,5.23,3.24
0.55,Ideal,F,VS1,61.9,56.0,1980,5.29,5.25,3.26
0.5,Premium,D,VS2,61.3,61.0,1980,5.1,5.04,3.11
0.5,Fair,D,VVS2,67.6,57.0,1980,4.95,4.84,3.31
0.75,Premium,G,SI1,59.4,62.0,1980,5.95,5.91,3.52
0.67,Very Good,H,VS1,63.4,59.0,1981,5.53,5.57,3.52
0.55,Ideal,G,VVS2,62.0,56.0,1981,5.26,5.28,3.27
0.54,Ideal,G,VVS2,61.9,57.0,1981,5.22,5.25,3.24
0.66,Ideal,D,VS2,61.8,56.0,1981,5.6,5.57,3.45
0.52,Ideal,F,VS2,61.5,56.0,1981,5.19,5.21,3.2
0.57,Ideal,D,VS2,61.8,55.0,1981,5.32,5.34,3.29
0.56,Ideal,F,VS1,61.7,55.1,1981,5.29,5.33,3.27
0.54,Ideal,H,IF,61.5,54.0,1981,5.27,5.3,3.25
0.7,Fair,H,VS2,57.0,58.0,1981,5.87,5.89,3.35
0.7,Fair,H,VS2,64.9,56.0,1981,5.49,5.51,3.57
0.71,Very Good,J,VS1,63.3,55.0,1981,5.66,5.62,3.57
0.57,Ideal,E,VS1,62.9,57.0,1982,5.29,5.27,3.32
0.54,Ideal,G,VVS1,61.3,56.0,1982,5.23,5.28,3.22
0.57,Ideal,D,VS1,61.8,55.0,1982,5.31,5.37,3.3
0.59,Premium,H,VVS1,62.0,58.0,1982,5.38,5.36,3.33
0.74,Fair,J,VS1,58.8,68.0,1982,5.91,5.8,3.44
0.7,Premium,H,SI2,61.7,58.0,1982,5.72,5.69,3.52
0.7,Fair,G,SI1,65.0,59.0,1982,5.57,5.5,3.6
0.54,Very Good,G,VVS1,60.6,55.0,1983,5.28,5.31,3.21
0.61,Very Good,E,SI1,62.2,60.0,1983,5.44,5.4,3.37
0.58,Ideal,F,VS1,62.1,56.0,1983,5.32,5.38,3.32
0.54,Ideal,H,VVS2,60.9,57.0,1983,5.26,5.22,3.19
0.6,Very Good,D,VS2,61.5,59.0,1984,5.4,5.43,3.33
0.58,Ideal,E,VS2,61.1,57.0,1984,5.41,5.39,3.3
0.58,Ideal,G,VS1,62.6,54.0,1984,5.34,5.3,3.33
0.58,Premium,G,VS1,61.5,58.0,1984,5.41,5.35,3.31
0.58,Ideal,E,VS2,61.9,57.0,1984,5.37,5.33,3.31
0.58,Ideal,E,VS2,61.6,55.0,1984,5.38,5.33,3.3
0.58,Ideal,E,VS2,61.9,56.0,1984,5.38,5.35,3.32
0.76,Premium,H,SI2,59.0,59.0,1985,6.05,6.02,3.56
0.54,Ideal,G,VVS2,61.4,55.0,1985,5.22,5.3,3.23
0.54,Ideal,G,VVS2,60.6,56.0,1985,5.26,5.27,3.19
0.54,Ideal,G,VVS2,61.0,56.0,1985,5.25,5.3,3.22
0.54,Ideal,G,VVS2,61.8,56.0,1985,5.23,5.25,3.24
0.54,Ideal,G,VVS2,62.1,56.0,1985,5.19,5.22,3.23
0.54,Ideal,G,VVS2,61.5,54.0,1985,5.24,5.26,3.23
0.51,Ideal,E,VS2,61.6,55.0,1985,5.15,5.2,3.19
0.74,Ideal,J,VS1,61.2,56.0,1985,5.82,5.87,3.58
0.59,Very Good,D,VS2,59.2,56.0,1986,5.47,5.54,3.26
0.55,Very Good,E,VS1,61.6,55.0,1986,5.26,5.28,3.25
0.71,Very Good,J,SI2,60.9,55.0,1986,5.76,5.87,3.54
0.73,Very Good,G,SI2,62.6,56.0,1986,5.77,5.79,3.62
0.51,Ideal,D,VS2,61.1,56.0,1986,5.16,5.2,3.17
0.71,Very Good,H,SI1,62.5,63.0,1986,5.66,5.63,3.53
0.54,Ideal,D,VS1,61.6,54.0,1987,5.24,5.25,3.23
0.46,Ideal,G,IF,61.7,56.0,1987,4.97,5.01,3.08
0.46,Ideal,G,IF,61.1,56.0,1987,5.0,5.02,3.06
0.7,Premium,D,SI2,60.8,61.0,1987,5.69,5.64,3.45
0.5,Premium,G,VVS1,61.3,57.0,1987,5.15,5.07,3.13
0.5,Premium,F,VVS2,62.7,56.0,1987,5.08,5.03,3.17
0.72,Premium,J,SI1,62.1,59.0,1987,5.75,5.71,3.56
0.5,Very Good,G,VVS1,59.6,63.0,1987,5.16,5.11,3.06
0.72,Very Good,J,VS1,62.7,58.0,1988,5.67,5.72,3.57
0.54,Very Good,D,VS1,59.9,57.0,1988,5.38,5.3,3.2
0.52,Ideal,I,IF,60.2,56.0,1988,5.23,5.27,3.16
0.7,Good,F,SI1,63.5,59.0,1988,5.58,5.64,3.56
0.61,Very Good,F,VS2,61.8,56.0,1989,5.42,5.46,3.36
0.72,Very Good,J,SI1,63.0,58.0,1989,5.67,5.7,3.58
0.74,Good,H,VS2,59.2,64.0,1989,5.79,5.66,3.4
0.65,Ideal,E,SI1,62.7,54.0,1989,5.58,5.56,3.49
0.54,Premium,F,VS2,62.0,59.0,1989,5.22,5.16,3.22
0.51,Premium,E,VS1,61.6,57.0,1989,5.13,5.1,3.15
0.55,Ideal,D,VS1,61.7,55.0,1990,5.26,5.25,3.24
0.7,Very Good,D,SI2,60.9,60.0,1990,5.68,5.72,3.47
0.58,Premium,G,VVS2,59.7,59.0,1990,5.4,5.45,3.24
0.67,Good,G,VS2,63.8,60.0,1990,5.5,5.47,3.5
0.53,Ideal,G,VVS1,62.1,54.0,1990,5.2,5.23,3.24
0.7,Fair,F,SI2,57.1,64.0,1990,5.81,5.86,3.33
0.63,Very Good,H,VS1,61.1,57.0,1991,5.5,5.54,3.37
0.71,Ideal,E,SI2,62.6,55.0,1991,5.72,5.68,3.57
0.64,Ideal,D,SI1,62.1,57.0,1991,5.52,5.49,3.42
0.56,Ideal,D,VS2,61.2,56.0,1991,5.31,5.38,3.27
0.55,Ideal,G,VS1,60.9,55.0,1991,5.34,5.37,3.26
0.52,Ideal,D,VS1,60.9,56.0,1991,5.19,5.22,3.17
0.64,Ideal,I,IF,62.0,54.0,1991,5.53,5.56,3.44
0.5,Good,G,VVS2,64.4,57.0,1991,4.97,5.05,3.22
0.72,Premium,I,VS2,61.1,61.0,1991,5.79,5.74,3.52
0.59,Premium,G,VS1,62.5,53.0,1991,5.46,5.35,3.38
0.38,Ideal,D,VVS1,61.6,55.0,1992,4.66,4.69,2.88
0.63,Ideal,D,SI1,62.0,56.0,1992,5.55,5.48,3.42
0.46,Very Good,D,VVS1,61.6,59.0,1993,4.92,4.97,3.05
0.71,Very Good,J,VS1,64.1,58.0,1993,5.61,5.65,3.61
0.59,Very Good,E,VS1,61.6,61.0,1993,5.34,5.37,3.3
0.71,Very Good,G,SI2,63.0,56.0,1993,5.62,5.65,3.55
0.53,Ideal,G,VVS2,61.7,54.5,1993,5.2,5.26,3.23
0.56,Ideal,G,VVS1,61.7,57.0,1993,5.29,5.31,3.27
0.54,Premium,E,VS2,61.3,59.0,1993,5.26,5.21,3.21
0.54,Premium,D,VS2,61.1,55.0,1993,5.37,5.24,3.24
0.54,Ideal,D,VS2,61.1,56.0,1993,5.29,5.25,3.22
0.54,Premium,D,VS2,60.6,58.0,1993,5.3,5.26,3.2
0.54,Premium,D,VS2,60.9,58.0,1993,5.31,5.27,3.22
0.54,Ideal,D,VS2,61.1,57.0,1993,5.25,5.22,3.2
0.54,Ideal,D,VS2,61.3,56.0,1993,5.26,5.22,3.21
0.54,Ideal,D,VS2,61.8,57.0,1993,5.26,5.22,3.24
0.54,Ideal,D,VS2,62.6,57.0,1993,5.24,5.18,3.26
0.54,Ideal,D,VS2,61.1,57.0,1993,5.29,5.19,3.2
0.54,Ideal,D,VS2,61.8,56.0,1993,5.24,5.21,3.23
0.54,Premium,D,VS2,61.5,58.0,1993,5.26,5.21,3.22
0.54,Premium,D,VS2,61.7,58.0,1993,5.24,5.16,3.21
0.54,Premium,D,VS1,61.1,58.0,1994,5.24,5.3,3.22
0.59,Ideal,E,SI1,61.6,55.0,1994,5.41,5.43,3.34
0.71,Fair,G,SI2,65.6,61.0,1994,5.46,5.37,3.55
0.52,Very Good,D,VS1,59.6,57.0,1995,5.24,5.3,3.14
0.7,Good,I,SI1,63.6,55.0,1995,5.62,5.58,3.56
0.7,Fair,H,SI1,61.0,66.0,1995,5.68,5.64,3.45
0.7,Very Good,H,SI2,63.1,55.0,1995,5.71,5.66,3.59
0.7,Very Good,I,VS1,63.3,55.0,1995,5.64,5.6,3.56
0.7,Fair,G,SI1,61.6,66.0,1995,5.62,5.57,3.45
0.7,Fair,I,VS2,64.4,55.0,1996,5.6,5.55,3.59
0.55,Ideal,E,VS1,61.2,54.0,1996,5.3,5.32,3.25
0.6,Ideal,D,SI1,62.2,56.0,1996,5.44,5.4,3.37
0.6,Premium,D,SI1,60.4,60.0,1996,5.48,5.44,3.3
0.72,Ideal,J,VVS2,61.6,56.0,1996,5.76,5.73,3.54
0.63,Premium,H,VS1,61.7,59.0,1996,5.53,5.49,3.4
0.77,Premium,G,SI2,61.2,58.0,1996,5.99,5.96,3.64
0.7,Very Good,J,VS2,63.2,57.0,1997,5.63,5.66,3.57
1.0,Fair,I,I1,66.9,57.0,1997,6.15,6.03,4.09
0.57,Very Good,D,VS2,61.4,56.0,1998,5.34,5.37,3.29
0.57,Ideal,D,VS2,61.8,56.0,1998,5.31,5.34,3.29
0.7,Fair,E,SI2,64.4,58.0,1998,5.58,5.51,3.57
0.7,Fair,E,SI2,65.3,56.0,1998,5.57,5.54,3.63
0.51,Ideal,F,VVS2,62.2,55.0,1998,5.12,5.11,3.18
0.51,Ideal,F,VVS2,61.9,56.0,1998,5.13,5.15,3.18
0.51,Ideal,F,VVS2,61.7,56.0,1998,5.12,5.15,3.17
0.79,Premium,H,SI2,61.6,58.0,1998,5.98,5.94,3.67
0.75,Premium,J,VS1,61.6,57.0,1998,5.88,5.84,3.61
0.54,Ideal,G,SI1,60.0,57.0,1999,5.31,5.36,3.2
0.7,Fair,G,SI2,61.5,66.0,1999,5.55,5.6,3.43
0.7,Very Good,H,SI2,61.5,63.0,1999,5.63,5.59,3.45
0.7,Very Good,I,SI1,63.5,59.0,1999,5.65,5.62,3.58
0.7,Premium,H,SI2,62.1,62.0,1999,5.67,5.63,3.51
0.7,Good,H,SI2,63.6,54.0,1999,5.67,5.62,3.59
0.56,Premium,G,VS1,61.0,60.0,1999,5.39,5.32,3.27
0.59,Very Good,F,SI1,63.4,54.0,2000,5.35,5.4,3.41
0.7,Ideal,J,VS1,62.8,56.0,2000,5.64,5.66,3.55
0.7,Good,E,SI1,64.4,58.0,2000,5.48,5.52,3.54
0.7,Fair,E,SI1,57.2,66.0,2000,5.76,5.74,3.29
0.58,Very Good,F,VS1,61.5,60.0,2001,5.32,5.38,3.29
0.77,Very Good,J,SI2,61.2,56.0,2001,5.91,5.96,3.63
0.77,Very Good,J,SI2,61.3,58.0,2001,5.84,5.91,3.6
0.3,Fair,D,SI2,64.6,54.0,536,4.29,4.25,2.76
0.34,Premium,J,VS2,62.3,60.0,536,4.49,4.46,2.79
0.34,Good,F,SI2,63.9,56.0,536,4.43,4.4,2.82
0.3,Very Good,G,SI1,63.2,55.0,536,4.29,4.26,2.7
0.3,Good,D,SI2,60.8,65.0,536,4.29,4.26,2.6
0.37,Very Good,H,VS2,61.2,54.0,537,4.62,4.7,2.85
