category,text
sci.med,"From: mhollowa@ic.sunysb.edu (Michael Holloway)
Subject: Re: Homeopathy: a respectable medical tradition?
Keywords: Yes, SCIENCE, stupid!
Nntp-Posting-Host: engws5.ic.sunysb.edu
Organization: State University of New York at Stony Brook
Lines: 75

In article <C5HLBu.I3A@tripos.com> homer@tripos.com (Webster Homer) writes:
>mhollowa@ic.sunysb.edu (Michael Holloway) writes:
>
>>Here's your error.  I really do think this shows some confusion on your
>>part.  (Drum roll please)  Science isn't so much the gathering of evidence
>>to support an ""assertion"" (read: hypothesis) as it is the gathering of
>>empirical observations IN ORDER TO MAKE AN HYPOTHESIS.  What should
>>convince you (or not) shouldn't be the final product so much as *HOW* the
>>product was made. 
>>
>Here's your error. There is no observation or hypothesis that is not tainted
>by theory. I have a theory, I make observations, those observations will be
>made with my theory in mind. 

Yes, absolutely, though I'd make the observation in a more general sense of
all observations are made by human beings and therefore made with various
biases. 

But here your message leaves talk of hypothesis and gets back, once again, 
to equating the business of science with the end result, the gizmo produced.

>Science works very well at developing theories
>within paradigms, but is very poor at dealing with paradigm shifts. If I 
>develop a novel paradigm that explains homeopathy, chinese medicine, or 
>spontaneous combustion. If the paradigm is useful it will show me the way
>to make observations that ""prove"" or ""disprove"" it.

My point isn't so much whether or not you have a novel paradigm but *how* 
you come about developing it.

>The paradigm of modern medicine is that the body can be reduced to a set of
>essentially mechanical operations wherein disease is seen as malfunctions in
>the machinery, essentially the old Newtonian model of the world. It seems
>likely that theories based upon this paradigm do not give a complete 
>discription of the universe, medicine, healing etc... Indeed we now 
>recognize an important psychological component to healing. 

Perhaps you'd admit that this is an oversimplification on your part (the topic
of the philosophy of science is made for them, I'm making them too) but I
think that it also summarizes popular misconceptions of science and the 
business of doing science.  Biomedical research doesn't make any basic 
assumptions that aren't the same as any other discipline of scientific
research.  That is, that you make empirical observations, form an hypothesis
and test it.  Modern medicine has much more to do with biochemistry than 
""the old Newtonian model of the world"".  And I doubt that many psychologists
would appreciate being put outside this empirical ""world view"".  Psychology
also has more to do with biochemistry than spoon bending. 

>It is also important to distinguish reason from science. Science may be
>reasonable, but so are many non-scientific methodologies. Aristotle reasoned
>that frogs came from mud by observing one hop out of a puddle. 

Oversimplified, of course, but a good example.  This is an empirical observa-
tion.  It was then tested, though perhaps not by Aristotle, and eventually 
found wanting.  In the meantime, some folk will 
have continued to believe in the spontaneous generation of animal life.  
There's nothing at all surprising about this, it's the way the gathering of
knowledge works.  There are probably more than a few things in my own 
discipline of molecular biology that will be found to be totally off-base,
even idiotic, to someone in the future.  These future people won't have come
to these relevations because they had suddenly gone all Zen-like and had 
a vision in an LSD trip.  Someone will have thought of something new and 
tested it.  This is the bit that people who seem to relish misrepresenting
science and research can't seem to wrap their minds around.  Science is a 
creative process.  What I think of as factual and good research can be totally
turned on its head tommorrow by new results and theories.  

Again, I think it gets down to defining what you mean by ""science"".  I often
don't recognize what it is that I do, and am involved in, in the way science
is portrayed by popular media or writings of people in the humanities.  They
portray science as a collection of immutable facts, pronouncements of TRUTH
in big gold letters.  That's silly.  Its as though we just go into the lab,
turn over a stone, and come up with a mechanism for transcriptional regula-
tion.  Its much more interesting than that.  It really is a very human
process.
"
sci.med,"From: bhjelle@carina.unm.edu ()
Subject: Re: My New Diet --> IT WORKS GREAT !!!!
Organization: University of New Mexico, Albuquerque
Lines: 19
NNTP-Posting-Host: carina.unm.edu

In article <1993Apr21.091844.4035@omen.UUCP> caf@omen.UUCP (Chuck Forsberg WA7KGX) writes:
>In article <19687@pitt.UUCP> geb@cs.pitt.edu (Gordon Banks) writes:
>>
>>Can you provide a reference to substantiate that gaining back
>>the lost weight does not constitute ""weight rebound"" until it
>>exceeds the starting weight?  Or is this oral tradition that
>>is shared only among you obesity researchers?
>
>Not one, but two:
>
>Obesity in Europe 88,
>proceedings of the 1st European Congress on Obesity
>
>Annals of NY Acad. Sci. 1987
>
Hmmm. These don't look like references to me. Is passive-aggressive
behavior associated with weight rebound? :-)

Brian
"
misc.forsale,"From: steve@titan.tsd.arlut.utexas.edu (Steve Glicker)
Subject: 2 1000W Power Supplies
Nntp-Posting-Host: rooster
Organization: Applied Research Labs, The University of Texas at Austin
Distribution: misc
Lines: 14

Two LH Research SM11-1 power supplies (SM10 series).

1000W, 5V, 200A (currently wired for 115VAC)

Control lines: +/- sense, on/off, pwr.fail, high/low margin, and
current monitor.

(The list price from LH Research is $824.00 each for qty. 1-9)

Asking $500.00 for the pair.

Steve Glicker
Austin, Texas
(steve@titan.tsd.arlut.utexas.edu)
"
sci.med,"From: mcovingt@aisun3.ai.uga.edu (Michael Covington)
Subject: Re: food-related seizures?
Nntp-Posting-Host: aisun3.ai.uga.edu
Organization: AI Programs, University of Georgia, Athens
Lines: 12

I'm told that corn allergy is fairly common.  My wife has it and it seems
to be exacerbated if sugar is eaten with the corn.

I suppose that in a person just on the verge of having epilepsy, an
allergic reaction might cause a seizure, but I don't really know.
Gordon?

-- 
:-  Michael A. Covington, Associate Research Scientist        :    *****
:-  Artificial Intelligence Programs      mcovingt@ai.uga.edu :  *********
:-  The University of Georgia              phone 706 542-0358 :   *  *  *
:-  Athens, Georgia 30602-7415 U.S.A.     amateur radio N4TMI :  ** *** **  <><
"
talk.politics.guns,"From: roby@chopin.udel.edu (Scott W Roby)
Subject: Re: BATF/FBI Murders Almost Everyone in Waco Today! 4/19
Nntp-Posting-Host: chopin.udel.edu
Organization: University of Delaware
Lines: 32

In article <1993Apr20.142131.27347@rti.rti.org> jbs@rti.rti.org writes:
>In article <C5rpoJ.IJv@news.udel.edu> roby@chopin.udel.edu (Scott W Roby) writes:
>>
>>Well they had over 40 days to come out with their hands up on national tv 
>>to get the trial they deserved.  Instead they chose to set fire to their 
>>compund hours after the tanks dropped off the tear gas.
>
>This is about the third person who's parroted the FBI's line about the
>fires being set ""six hours after the tear gas was injected.""  Suppose you
>want to explain to us the videotape footage shown on national TV last night
>in which a tank with the gas-injecting tubes is pulling its injection tubes
>out of the second story of a building as the building begins to belch smoke
>and then fire?

I've already corrected my mistake earlier in this thread.  I saw a brief 
news report which led to the above inaccuracy.  I have since seen detailed 
summaries that show the tanks returned in the late morning.

So, why didn't the BD's leave when the gas was first introduced much 
earlier in the morning?  Didn't they care about the children?

Why didn't they release the children weeks ago?

>
>Do tell.
>
>  -joe


-- 


"
rec.sport.baseball,"From: sepinwal@mail.sas.upenn.edu (Alan Sepinwall)
Subject: Re: When Is Melido Due Back?
Distribution: na
Organization: University of Pennsylvania, School of Arts and Sciences
Lines: 16
Nntp-Posting-Host: mail.sas.upenn.edu


Melido came off the DL today and will start tonight against the Rangers.
(Now, if only he can go the distance so that the bullpen doesn't have to
come in.....)

--I'm outta here like Vladimir!
-Alan Sepinwall

===========================================================================
| ""What's this?  This is ice.  This is what happens to water when it gets |
|  too cold.  This?  This is Kent.  This is what happens to people when   |
|  they get too sexually frustrated.""                                     |
|               -Val Kilmer, ""Real Genius""                                |
===========================================================================


"
rec.autos,"From: swdwan@napier.uwaterloo.ca (Donald Wan)
Subject: just testing
Organization: University of Waterloo
Lines: 3

hello testing


"
rec.autos,"From: etxmst@sta.ericsson.se (Markus Strobl 98121)
Subject: Renting from Alamo	
Nntp-Posting-Host: st83.ericsson.se
Reply-To: etxmst@sta.ericsson.se
Organization: Ericsson Telecom AB
Lines: 20

Hello netters!

I'm visiting the US (I'm from Sweden) in August. I will probably rent a Chevy
Beretta from Alamo. I've been quoted $225 for a week/ $54 for additional days. 
This would include free driving distance, but not local taxes (Baltimore). 
They also told me all insurance thats necessary is included, but I doubt that,
 'cause a friend rented a car last year and it turned out he needed a lot more
insurance than what's included in the base price. But on the other hand he didn't
rent it from Alamo.

Does anyone have some info on this?

Is $225 a rip-off? 
Probability that I'll be needing more insurance?
Is the beretta a good rental car?

Thanx

Markus

"
rec.autos,"From: callison@uokmax.ecn.uoknor.edu (James P. Callison)
Subject: Re: Dumbest automotive concepts of all time
Distribution: na
Nntp-Posting-Host: uokmax.ecn.uoknor.edu
Organization: Engineering Computer Network, University of Oklahoma, Norman, OK, USA
Lines: 42

In article <24485@drutx.ATT.COM> klf@druwa.ATT.COM (FranklinKL) writes:
>In article <C5HHGM.1rM@constellation.ecn.uoknor.edu>, callison@uokmax.ecn.uoknor.edu (James P. Callison) writes:
>| In article <1993Apr13.215605.26252@slcs.slb.com> dcd@se.houston.geoquest.slb.com (Dan Day) writes:
>| >In article <1q4466INNb85@ctron-news.ctron.com> smith@ctron.com writes:
>| >>
>| >>It's a big aftermarket business.  Almost no cars come from the factory with
>| >>vynal any more, and any fake ""convertible"" job _definitely_ came from some
>| >>aftermarket place.  What amazes me is how much people are willing to pay for
>| >>bad taste
>| >
>| >How about those really ugly fake wheel compartments stuck onto the
>| >trunk or side (or both sides!) of some tacky luxury cars?
>| 
>| Some of 'em aren't fake (if you're talking about the Continental kit,
>| named after the Lincoln Continental, the first car to sport one). I
>| personally would _love_ to have a '56 T-Bird with a Continental kit
>| (and the supercharged V-8 :-); that is one of the most beautiful
>| cars ever built, IMHO.
>| 
>| 				James
>| 
>
>The Continental may have been the first ""modern era"" auto to mount the
>spare on the rear of the car but it was hardly the first car to sport one.
>Various mounting techniques for rear mounting the spare were quite common
>in early automobiles, both US and Foreign.

The 1941 Lincoln Continental was the first car to sport the ""continental
kit."" The continental kit is not to be confused with ye olde outside
mounting bracket; a continental kit is a very specific ornament/storage
compartment. (The 1941 Continental has a neat trunk; it looks rather
like a laundry hamper, IMHO. :-)

				James

James P. Callison    Microcomputer Coordinator, U of Oklahoma Law Center 
Callison@uokmax.ecn.uoknor.edu   /\    Callison@aardvark.ucs.uoknor.edu   
DISCLAIMER: I'm not an engineer, but I play one at work...
		The forecast calls for Thunder...'89 T-Bird SC
   ""It's a hell of a thing, killing a man. You take away all he has 
	and all he's ever gonna have."" 
			--Will Munny, ""Unforgiven""
"
misc.forsale,"From: zeno@ccwf.cc.utexas.edu (S. Hsieh)
Subject: Re: Video/Audio/Computer equipment for sale..
Organization: The University of Texas at Austin, Austin TX
Lines: 14
Distribution: na
NNTP-Posting-Host: mickey.cc.utexas.edu

On 21 Apr 1993 03:25:29 I wrote:
> Quantum 105MB 3.5"" internal ProDrive hard disk
>   This unit has recently turned unreliable and erratic in usage.
>   Could be a simple easily fixed problem or a major problem,
>   but at any rate I don't have the time to find out where the
>   problem lies.  If you want to take a risk on it, you can have
>   it for $45 + shipping.

Forgot to mention that the above mentioned Quantum is a SCSI
drive.

-S. Hsieh
zeno@ccwf.cc.utexas.edu

"
sci.space,"From: mancus@sweetpea.jsc.nasa.gov (Keith Mancus)
Subject: Re: Lindbergh and the moon (was:Why not give $1G)
Organization: MDSSC
Lines: 60

jbh55289@uxa.cso.uiuc.edu (Josh Hopkins) writes:
>mancus@sweetpea.jsc.nasa.gov (Keith Mancus) writes:
>>cook@varmit.mdc.com (Layne Cook) writes:
>>> The $25k Orteig prize helped Lindbergh sell his Spirit
>>> of Saint Louis venture to his financial backers. But I strongly suspect
>>> that his Saint Louis backers had the foresight to realize that much more
>>> was at stake than $25,000. Could it work with the moon? Who are the
>>> far-sighted financial backers of today?
 
>>  The commercial uses of a transportation system between already-settled-
>>and-civilized areas are obvious.  Spaceflight is NOT in this position.
>>The correct analogy is not with aviation of the '30's, but the long
>>transocean voyages of the Age of Discovery.
> Lindbergh's flight took place in '27, not the thirties.
 
  Of course; sorry for the misunderstanding.  I was referring to the fact
that far more aeronautical development took place in the '30's.  For much
of the '20's, the super-abundance of Jennies and OX-5 engines held down the
industry.  By 1926, many of the obsolete WWI aircraft had been retired
and Whirlwind had their power/weight ratio and reliability up to the point
where long-distance flights became practical.  It's important to note that
the Atlantic was flown not once but THREE times in 1927:  Lindbergh,
Chamberlin and Levine, and Byrd's _America_.  ""When it's time to railroad,
you railroad.""

>>It didn't require gov't to fund these as long as something was known about
>>the potential for profit at the destination.  In practice, some were gov't
>>funded, some were private.
>Could you give examples of privately funded ones?

  Not off the top of my head; I'll have to dig out my reference books again.
However, I will say that the most common arrangement in Prince Henry the
Navigator's Portugal was for the prince to put up part of the money and
merchants to put up the rest.  They profits from the voyage would then be
shared.

>>But there was no way that any wise investor would spend a large amount
>>of money on a very risky investment with no idea of the possible payoff.
>A person who puts up $X billion for a moon base is much more likely to do
>it because they want to see it done than because they expect to make money
>off the deal.

  The problem is that the amount of prize money required to inspire a
Moon Base is much larger than any but a handful of individuals or corporations
can even consider putting up.  The Kremer Prizes (human powered aircraft),
Orteig's prize, Lord Northcliffe's prize for crossing the Atlantic (won in
1919 by Alcock and Brown) were MUCH smaller.  The technologies required were
within the reach of individual inventors, and the prize amounts were well
within the reach of a large number of wealthy individuals.  I think that only
a gov't could afford to set up a $1B+ prize for any purpose whatsoever.
  Note that Burt Rutan suggested that NASP could be built most cheaply by
taking out an ad in AvWeek stating that the first company to build a plane
that could take off and fly the profile would be handed $3B, no questions
asked.

-- 
 Keith Mancus    <mancus@butch.jsc.nasa.gov>                           |
 N5WVR           <mancus@sweetpea.jsc.nasa.gov>                        |
 ""Black powder and alcohol, when your states and cities fall,          |
  when your back's against the wall...."" -Leslie Fish                  |
"
