state,order_date,revenue
New York,2014-07-20,857.0
Louisiana,2014-10-15,1425.0
Illinois,2014-03-30,1487.0
Delaware,2014-12-02,810.0
Georgia,2014-12-20,1137.0
Oregon,2014-09-08,741.0
New Mexico,2014-12-15,934.0
Illinois,2014-12-14,1296.0
New Mexico,2014-10-21,1097.0
Oregon,2014-01-08,703.0
Montana,2014-07-13,1068.0
Alaska,2014-12-06,600.0
Washington,2014-12-20,882.0
Indiana,2014-01-27,626.0
Idaho,2014-08-27,1415.0
Ohio,2014-06-16,634.0
Louisiana,2014-09-18,1379.0
Iowa,2014-09-26,1068.0
Ohio,2014-02-17,746.0
Oregon,2014-01-14,719.0
Maine,2014-01-02,222.0
New Mexico,2014-08-16,1227.0
Kansas,2014-10-14,1105.0
Oregon,2014-09-21,710.0
Alaska,2014-02-17,723.0
Florida,2014-12-03,775.0
Missouri,2014-10-30,1165.0
Florida,2014-01-08,980.0
Georgia,2014-09-26,1241.0
Mississippi,2014-04-29,622.0
Nebraska,2014-05-19,743.0
Kansas,2014-11-19,997.0
Georgia,2014-03-18,1149.0
Missouri,2014-12-22,1254.0
Georgia,2014-11-13,1164.0
Oregon,2014-04-16,781.0
Georgia,2014-10-01,1161.0
Nevada,2014-01-27,641.0
Delaware,2014-10-20,783.0
Delaware,2014-10-20,834.0
Montana,2014-03-13,1012.0
Indiana,2014-02-10,649.0
Ohio,2014-03-15,776.0
Alaska,2014-07-10,569.0
Iowa,2014-11-11,1021.0
Georgia,2014-12-12,1116.0
Nevada,2014-04-22,392.0
Nebraska,2014-03-14,998.0
Kansas,2014-01-09,1332.0
Montana,2014-04-22,863.0
New Mexico,2014-05-25,1245.0
Delaware,2014-07-19,1042.0
Maine,2014-08-12,220.0
Oklahoma,2014-01-07,653.0
Missouri,2014-05-28,1437.0
Iowa,2014-07-23,1166.0
Maine,2014-01-28,397.0
California,2014-06-26,695.0
Ohio,2014-01-13,668.0
Montana,2014-09-09,713.0
Missouri,2014-12-07,1162.0
Indiana,2014-02-16,538.0
Delaware,2014-11-24,946.0
New York,2014-06-25,641.0
Oregon,2014-06-30,806.0
Arkansas,2014-10-30,1101.0
California,2014-07-06,788.0
Texas,2014-04-27,1251.0
Oklahoma,2014-05-14,670.0
Kansas,2014-08-05,1124.0
Montana,2014-11-18,914.0
Texas,2014-07-16,1262.0
Kansas,2014-10-13,1218.0
Georgia,2014-11-25,1247.0
Nevada,2014-03-29,602.0
Nebraska,2014-03-27,710.0
New York,2014-03-25,771.0
Texas,2014-11-13,1283.0
Nebraska,2014-03-07,784.0
Delaware,2014-09-02,858.0
Oklahoma,2014-01-03,680.0
New Mexico,2014-05-17,1238.0
Georgia,2014-12-03,1152.0
New York,2014-07-19,781.0
Oklahoma,2014-08-28,606.0
Nevada,2014-05-26,477.0
Oklahoma,2014-08-13,498.0
Iowa,2014-05-15,1313.0
Illinois,2014-10-10,1506.0
Georgia,2014-10-11,1214.0
Maine,2014-06-07,368.0
Oregon,2014-10-04,826.0
California,2014-04-23,563.0
Montana,2014-06-23,977.0
Nevada,2014-08-10,442.0
Montana,2014-04-08,1033.0
Iowa,2014-10-31,1177.0
Idaho,2014-12-02,1223.0
California,2014-04-13,695.0
New York,2014-04-24,733.0
Arkansas,2014-08-28,1276.0
Mississippi,2014-07-24,588.0
California,2014-01-29,760.0
Idaho,2014-09-20,1234.0
Montana,2014-07-08,882.0
Oklahoma,2014-05-06,376.0
New Mexico,2014-10-19,1004.0
Alaska,2014-02-06,877.0
Indiana,2014-05-22,406.0
Washington,2014-07-14,828.0
Montana,2014-11-02,805.0
Texas,2014-04-16,1325.0
Indiana,2014-06-18,388.0
California,2014-06-23,637.0
Oregon,2014-04-01,725.0
Nevada,2014-08-23,250.0
Louisiana,2014-11-05,1367.0
Alaska,2014-03-17,605.0
Mississippi,2014-04-27,488.0
Mississippi,2014-04-23,728.0
California,2014-01-20,609.0
Florida,2014-07-05,767.0
California,2014-08-09,529.0
New York,2014-02-19,742.0
Ohio,2014-06-10,540.0
Maine,2014-01-22,388.0
Iowa,2014-04-17,1153.0
Idaho,2014-12-01,1353.0
California,2014-05-01,598.0
New York,2014-04-21,821.0
Kansas,2014-03-23,1125.0
Indiana,2014-04-25,535.0
Ohio,2014-01-30,720.0
Mississippi,2014-02-26,716.0
California,2014-05-28,451.0
Louisiana,2014-11-26,1341.0
Washington,2014-12-14,947.0
Alaska,2014-05-09,561.0
Mississippi,2014-04-21,739.0
New York,2014-07-22,836.0
Idaho,2014-11-05,1163.0
Montana,2014-08-27,970.0
Washington,2014-09-29,866.0
Oregon,2014-05-27,821.0
Louisiana,2014-05-25,1401.0
Ohio,2014-01-27,862.0
New Mexico,2014-12-14,935.0
Indiana,2014-05-12,616.0
Iowa,2014-10-26,1177.0
Oklahoma,2014-04-03,397.0
Oklahoma,2014-06-13,460.0
Oklahoma,2014-03-20,620.0
Alaska,2014-05-07,712.0
New York,2014-05-04,602.0
Nebraska,2014-04-06,864.0
Nebraska,2014-10-25,802.0
Delaware,2014-07-12,900.0
Nevada,2014-10-11,446.0
Oklahoma,2014-04-01,603.0
Maine,2014-10-20,427.0
Nebraska,2014-01-30,723.0
Texas,2014-10-09,1318.0
Iowa,2014-11-20,1077.0
Nevada,2014-02-04,559.0
Nebraska,2014-02-01,785.0
Oklahoma,2014-03-23,245.0
Missouri,2014-04-27,1248.0
Ohio,2014-04-20,608.0
New York,2014-09-22,712.0
Nevada,2014-05-03,386.0
Alaska,2014-04-18,883.0
Mississippi,2014-05-28,469.0
Arkansas,2014-09-16,1201.0
Nevada,2014-08-22,362.0
California,2014-10-23,551.0
California,2014-09-28,736.0
New York,2014-02-12,867.0
Kansas,2014-08-23,1057.0
Missouri,2014-08-26,1167.0
Missouri,2014-10-08,1061.0
Nevada,2014-05-29,421.0
California,2014-11-18,661.0
Iowa,2014-10-10,1264.0
Indiana,2014-08-31,488.0
Maine,2014-03-19,435.0
Illinois,2014-10-20,1331.0
Illinois,2014-10-11,1308.0
Nebraska,2014-05-30,788.0
Delaware,2014-08-20,807.0
Ohio,2014-09-12,623.0
Delaware,2014-09-14,762.0
Illinois,2014-07-18,1453.0
Oklahoma,2014-07-10,471.0
Oregon,2014-01-02,827.0
Nevada,2014-03-01,427.0
Oregon,2014-01-05,793.0
Maine,2014-07-29,410.0
Florida,2014-08-29,852.0
Louisiana,2014-11-30,1280.0
Alaska,2014-10-15,688.0
Indiana,2014-02-06,640.0
Arkansas,2014-11-20,1270.0
Indiana,2014-06-14,602.0
Kansas,2014-10-18,1108.0
Indiana,2014-01-29,616.0
Washington,2014-11-27,835.0
Mississippi,2014-01-29,750.0
Florida,2014-11-14,622.0
Alaska,2014-11-02,533.0
New York,2014-07-05,778.0
Delaware,2014-03-15,900.0
Delaware,2014-08-13,1080.0
Kansas,2014-12-24,1186.0
Nebraska,2014-10-23,728.0
Mississippi,2014-08-04,635.0
Indiana,2014-11-06,551.0
Nevada,2014-05-31,327.0
Indiana,2014-08-14,587.0
Indiana,2014-11-01,586.0
Illinois,2014-11-14,1404.0
Oklahoma,2014-04-14,561.0
Maine,2014-06-13,237.0
Illinois,2014-12-06,1271.0
Nebraska,2014-07-06,734.0
Delaware,2014-06-25,1116.0
Arkansas,2014-11-13,1159.0
Ohio,2014-08-04,667.0
Louisiana,2014-12-11,1168.0
Kansas,2014-10-17,1154.0
Alaska,2014-05-18,840.0
Maine,2014-12-11,311.0
Oklahoma,2014-02-28,581.0
California,2014-05-17,702.0
Indiana,2014-05-20,379.0
Missouri,2014-12-25,1087.0
Mississippi,2014-03-12,681.0
Indiana,2014-01-20,763.0
Louisiana,2014-12-02,1372.0
Louisiana,2014-08-19,1307.0
Ohio,2014-05-10,607.0
Maine,2014-03-06,490.0
Louisiana,2014-05-27,1351.0
Alaska,2014-08-30,801.0
Kansas,2014-11-16,1023.0
Montana,2014-07-08,820.0
California,2014-01-02,516.0
Florida,2014-05-27,1027.0
Nevada,2014-06-21,289.0
New Mexico,2014-09-28,977.0
New Mexico,2014-06-22,1228.0
Montana,2014-06-18,820.0
Illinois,2014-07-08,1273.0
Idaho,2014-09-08,1305.0
Iowa,2014-09-02,1051.0
Oklahoma,2014-12-09,525.0
Indiana,2014-02-01,732.0
Alaska,2014-08-21,676.0
Nebraska,2014-07-14,750.0
New Mexico,2014-11-09,1150.0
Oklahoma,2014-01-08,717.0
Nevada,2014-07-24,550.0
Idaho,2014-03-01,1368.0
Mississippi,2014-07-30,457.0
Nebraska,2014-06-25,741.0
Missouri,2014-11-06,1185.0
Delaware,2014-11-03,954.0
Oklahoma,2014-03-27,676.0
Nebraska,2014-08-19,882.0
Oklahoma,2014-05-02,578.0
Missouri,2014-08-28,1016.0
Washington,2014-11-30,880.0
California,2014-04-29,687.0
Maine,2014-02-19,307.0
Delaware,2014-10-15,891.0
Nevada,2014-03-06,392.0
Alaska,2014-04-24,748.0
Missouri,2014-10-10,1228.0
Montana,2014-09-28,869.0
Ohio,2014-07-27,598.0
Maine,2014-03-15,193.0
New York,2014-03-15,624.0
Alaska,2014-12-05,584.0
Arkansas,2014-05-06,1388.0
Mississippi,2014-02-21,743.0
Texas,2014-11-22,1165.0
Idaho,2014-12-14,1335.0
Missouri,2014-09-07,1168.0
Montana,2014-07-04,860.0
California,2014-04-02,505.0
Nevada,2014-08-04,459.0
Nevada,2014-06-04,374.0
Arkansas,2014-11-03,1183.0
Montana,2014-08-17,922.0
Oklahoma,2014-07-30,528.0
California,2014-07-16,790.0
Nebraska,2014-04-03,678.0
Oklahoma,2014-05-18,748.0
Alaska,2014-06-27,585.0
Florida,2014-02-23,888.0
Oregon,2014-06-23,561.0
Kansas,2014-04-19,1278.0
New York,2014-01-12,920.0
Washington,2014-06-11,991.0
Mississippi,2014-01-18,750.0
Indiana,2014-03-14,507.0
Nebraska,2014-02-02,728.0
Ohio,2014-01-22,741.0
New York,2014-06-11,581.0
Idaho,2014-08-19,1236.0
New York,2014-09-05,538.0
Delaware,2014-03-25,783.0
Arkansas,2014-06-11,1295.0
Iowa,2014-04-17,1258.0
Oregon,2014-03-21,890.0
Nebraska,2014-04-24,756.0
Nevada,2014-01-30,480.0
Idaho,2014-11-17,1274.0
Oklahoma,2014-01-09,584.0
Missouri,2014-07-19,1078.0
Nevada,2014-09-10,552.0
Texas,2014-08-25,1247.0
Montana,2014-09-24,871.0
Nevada,2014-03-21,448.0
Oregon,2014-01-28,840.0
New York,2014-04-07,804.0
Louisiana,2014-02-26,1504.0
Mississippi,2014-01-13,615.0
Kansas,2014-10-20,983.0
Nevada,2014-01-15,492.0
Florida,2014-06-21,974.0
New York,2014-04-24,577.0
Texas,2014-12-06,1133.0
Maine,2014-07-06,588.0
Oklahoma,2014-08-08,551.0
Maine,2014-04-23,449.0
Alaska,2014-03-16,597.0
Illinois,2014-09-14,1461.0
Kansas,2014-09-06,1174.0
Kansas,2014-11-06,997.0
Mississippi,2014-01-16,694.0
Oklahoma,2014-02-03,613.0
Nebraska,2014-08-16,533.0
Montana,2014-07-20,959.0
Illinois,2014-12-26,1178.0
Illinois,2014-11-16,1347.0
Montana,2014-05-07,824.0
Oregon,2014-12-16,624.0
Missouri,2014-07-04,1209.0
Georgia,2014-07-31,1228.0
Maine,2014-05-04,490.0
Maine,2014-05-05,199.0
Texas,2014-06-16,1346.0
Georgia,2014-09-29,1366.0
Nevada,2014-01-11,478.0
New Mexico,2014-08-22,1279.0
Maine,2014-01-02,465.0
New Mexico,2014-10-18,1217.0
Louisiana,2014-06-06,1372.0
Alaska,2014-07-30,647.0
Indiana,2014-07-03,590.0
Ohio,2014-07-26,610.0
Washington,2014-09-19,934.0
New Mexico,2014-09-01,1180.0
New Mexico,2014-11-13,1105.0
Indiana,2014-03-14,577.0
Indiana,2014-02-06,538.0
New York,2014-05-10,927.0
Alaska,2014-02-03,881.0
Texas,2014-09-25,1356.0
Washington,2014-11-01,744.0
Maine,2014-06-21,294.0
Ohio,2014-03-04,555.0
Kansas,2014-08-11,1162.0
Oklahoma,2014-09-28,538.0
California,2014-05-20,607.0
Idaho,2014-11-13,1315.0
Washington,2014-11-09,1003.0
Louisiana,2014-05-17,1583.0
Ohio,2014-02-09,651.0
Maine,2014-04-26,422.0
Montana,2014-08-16,889.0
Arkansas,2014-05-27,1353.0
Nebraska,2014-02-17,747.0
Iowa,2014-12-11,1090.0
Idaho,2014-11-09,1280.0
Montana,2014-10-15,761.0
Oklahoma,2014-02-15,560.0
Oregon,2014-02-23,840.0
Maine,2014-03-01,468.0
Ohio,2014-01-09,591.0
Alaska,2014-03-31,796.0
Arkansas,2014-10-03,1089.0
Nebraska,2014-08-12,876.0
Nebraska,2014-08-19,505.0
Washington,2014-02-06,893.0
Alaska,2014-06-28,485.0
Iowa,2014-05-11,1314.0
Indiana,2014-07-03,541.0
Iowa,2014-05-29,1306.0
Florida,2014-09-29,845.0
Georgia,2014-08-11,1185.0
New Mexico,2014-11-14,977.0
Nebraska,2014-01-14,880.0
Oklahoma,2014-09-23,566.0
Kansas,2014-06-23,1343.0
Nebraska,2014-03-26,767.0
Florida,2014-05-28,991.0
Alaska,2014-08-31,672.0
Alaska,2014-02-10,798.0
Idaho,2014-11-06,1335.0
Nebraska,2014-06-07,739.0
Alaska,2014-07-28,660.0
Maine,2014-03-03,466.0
Iowa,2014-09-24,1385.0
Florida,2014-09-22,859.0
Arkansas,2014-08-17,1510.0
New York,2014-01-01,615.0
Arkansas,2014-11-18,1166.0
Mississippi,2014-02-25,621.0
Florida,2014-12-09,879.0
Oregon,2014-04-15,845.0
Maine,2014-02-04,494.0
Iowa,2014-07-29,1155.0
Indiana,2014-08-11,692.0
Mississippi,2014-09-02,736.0
Louisiana,2014-11-11,1471.0
Louisiana,2014-09-19,1280.0
Alaska,2014-02-22,657.0
Oklahoma,2014-01-01,614.0
Georgia,2014-09-27,1310.0
Iowa,2014-07-13,977.0
Maine,2014-02-02,425.0
Arkansas,2014-11-10,1195.0
Kansas,2014-11-12,1113.0
Florida,2014-10-19,766.0
Nebraska,2014-03-12,774.0
New Mexico,2014-09-14,914.0
Nebraska,2014-06-02,676.0
Louisiana,2014-05-24,1514.0
Illinois,2014-10-30,1331.0
Louisiana,2014-12-22,1444.0
Oklahoma,2014-02-28,671.0
Nebraska,2014-02-14,916.0
Delaware,2014-09-12,830.0
Montana,2014-07-22,929.0
Indiana,2014-10-05,364.0
Texas,2014-06-09,1241.0
Nevada,2014-01-12,613.0
Ohio,2014-02-22,632.0
Florida,2014-08-23,920.0
Maine,2014-06-03,402.0
Oklahoma,2014-06-26,684.0
Idaho,2014-11-15,1275.0
Nebraska,2014-05-27,576.0
Idaho,2014-05-05,1384.0
Oregon,2014-03-31,837.0
Kansas,2014-08-08,1112.0
Indiana,2014-06-13,512.0
Texas,2014-03-15,1297.0
Washington,2014-07-22,932.0
Georgia,2014-10-06,1131.0
Washington,2014-02-03,994.0
Kansas,2014-05-23,1172.0
Kansas,2014-08-19,1306.0
Texas,2014-12-15,1229.0
Nevada,2014-03-04,567.0
Montana,2014-05-28,962.0
Washington,2014-10-25,752.0
Nebraska,2014-08-10,783.0
California,2014-07-02,685.0
Maine,2014-07-19,281.0
Florida,2014-05-01,807.0
Texas,2014-04-19,1353.0
New York,2014-04-22,668.0
New York,2014-07-12,773.0
Nebraska,2014-01-12,932.0
Arkansas,2014-06-25,1266.0
Alaska,2014-06-24,702.0
Montana,2014-08-23,1081.0
Maine,2014-04-05,315.0
California,2014-05-05,540.0
Mississippi,2014-01-20,671.0
Oklahoma,2014-02-13,503.0
Idaho,2014-03-05,1281.0
California,2014-06-12,509.0
Washington,2014-11-30,769.0
Alaska,2014-03-04,701.0
Kansas,2014-10-17,1070.0
California,2014-10-17,582.0
Maine,2014-05-07,344.0
Montana,2014-10-29,818.0
Delaware,2014-08-31,802.0
Maine,2014-09-06,366.0
Alaska,2014-01-04,629.0
Washington,2014-11-25,842.0
Illinois,2014-10-05,1400.0
Louisiana,2014-11-02,1388.0
Montana,2014-09-11,929.0
Montana,2014-10-15,793.0
Delaware,2014-12-10,726.0
California,2014-02-11,747.0
Mississippi,2014-02-21,713.0
Oregon,2014-06-27,794.0
Mississippi,2014-01-19,652.0
Oregon,2014-02-24,748.0
Louisiana,2014-09-25,1459.0
Florida,2014-12-22,940.0
California,2014-10-15,620.0
New York,2014-03-03,696.0
Nebraska,2014-04-24,746.0
Nebraska,2014-07-08,727.0
Idaho,2014-06-09,1374.0
Iowa,2014-12-21,1072.0
New Mexico,2014-11-19,874.0
Alaska,2014-10-13,589.0
Missouri,2014-12-22,1097.0
Alaska,2014-04-11,763.0
Kansas,2014-07-27,1112.0
California,2014-12-01,563.0
Illinois,2014-09-22,1386.0
Oregon,2014-10-22,563.0
Iowa,2014-10-01,1180.0
Texas,2014-04-06,1410.0
Idaho,2014-05-26,1252.0
Washington,2014-07-27,783.0
Mississippi,2014-01-31,681.0
Oregon,2014-06-21,668.0
Georgia,2014-06-02,1477.0
California,2014-02-09,760.0
Montana,2014-04-25,1083.0
Texas,2014-09-29,1163.0
Nebraska,2014-07-14,722.0
Oregon,2014-03-11,626.0
Oklahoma,2014-04-24,627.0
Ohio,2014-01-06,540.0
California,2014-03-18,684.0
Nebraska,2014-05-16,727.0
Arkansas,2014-11-26,1329.0
Kansas,2014-07-13,1080.0
New York,2014-03-24,912.0
California,2014-02-23,745.0
Texas,2014-08-31,1198.0
Illinois,2014-08-11,1511.0
New York,2014-05-02,643.0
Idaho,2014-10-09,1303.0
Louisiana,2014-12-25,1391.0
Maine,2014-04-05,495.0
New Mexico,2014-10-10,1113.0
New Mexico,2014-04-11,1348.0
Georgia,2014-10-31,1249.0
Nebraska,2014-02-15,796.0
Oklahoma,2014-03-21,572.0
Oklahoma,2014-07-18,379.0
New York,2014-03-12,650.0
Indiana,2014-03-11,611.0
New York,2014-08-06,827.0
Maine,2014-06-15,437.0
Montana,2014-09-12,862.0
Oregon,2014-04-29,767.0
Nebraska,2014-01-22,815.0
Delaware,2014-08-14,912.0
Montana,2014-07-22,998.0
Ohio,2014-06-01,779.0
Indiana,2014-06-02,561.0
Nebraska,2014-08-05,696.0
Louisiana,2014-11-24,1385.0
Mississippi,2014-12-12,549.0
Mississippi,2014-09-13,473.0
New York,2014-03-27,613.0
Oregon,2014-11-06,620.0
Kansas,2014-09-20,1119.0
Nevada,2014-07-06,341.0
Washington,2014-06-14,830.0
Montana,2014-07-21,976.0
Nebraska,2014-04-28,876.0
Iowa,2014-11-14,1072.0
Iowa,2014-11-20,1020.0
Arkansas,2014-02-03,1114.0
Ohio,2014-01-15,644.0
Oregon,2014-08-31,808.0
Delaware,2014-12-24,776.0
Ohio,2014-06-05,402.0
Kansas,2014-08-22,1043.0
Ohio,2014-03-12,587.0
New York,2014-06-14,739.0
Mississippi,2014-10-08,629.0
California,2014-05-17,601.0
Texas,2014-05-05,1370.0
New York,2014-04-18,842.0
Illinois,2014-11-24,1270.0
Mississippi,2014-05-31,644.0
Florida,2014-09-09,866.0
New Mexico,2014-09-13,1241.0
California,2014-04-10,626.0
Ohio,2014-01-27,740.0
Oregon,2014-10-26,762.0
Texas,2014-09-14,1062.0
Nevada,2014-05-11,416.0
Indiana,2014-01-24,673.0
Maine,2014-06-04,372.0
Oregon,2014-12-08,640.0
Nevada,2014-02-16,369.0
Washington,2014-09-20,800.0
Indiana,2014-05-31,492.0
New York,2014-02-15,818.0
Indiana,2014-04-12,482.0
Louisiana,2014-06-30,1493.0
Delaware,2014-04-20,941.0
Oregon,2014-03-01,848.0
Maine,2014-02-13,288.0
Delaware,2014-12-26,729.0
Kansas,2014-08-26,1188.0
Kansas,2014-05-17,1327.0
Idaho,2014-08-04,1386.0
Oregon,2014-03-09,662.0
Georgia,2014-12-19,1056.0
Georgia,2014-08-09,1325.0
Alaska,2014-08-26,690.0
Delaware,2014-10-17,957.0
Nebraska,2014-11-25,694.0
Alaska,2014-01-16,640.0
Nebraska,2014-08-29,694.0
Alaska,2014-01-02,680.0
Indiana,2014-04-14,653.0
Mississippi,2014-07-01,476.0
Kansas,2014-04-24,1164.0
Idaho,2014-06-04,1372.0
Texas,2014-07-31,1303.0
Nevada,2014-04-01,588.0
Delaware,2014-09-30,789.0
Georgia,2014-07-13,1221.0
Montana,2014-08-06,932.0
New Mexico,2014-09-30,1131.0
Nebraska,2014-01-19,862.0
Florida,2014-11-06,702.0
Missouri,2014-11-27,1208.0
Texas,2014-10-19,1168.0
Alaska,2014-05-18,768.0
Washington,2014-11-14,785.0
Washington,2014-05-04,1034.0
Washington,2014-08-16,930.0
Oregon,2014-03-29,709.0
Maine,2014-03-15,246.0
Washington,2014-08-16,733.0
Kansas,2014-12-25,1059.0
Alaska,2014-01-05,760.0
Illinois,2014-07-27,1473.0
Kansas,2014-06-29,1167.0
California,2014-04-13,534.0
Nebraska,2014-10-16,662.0
New York,2014-05-08,670.0
Kansas,2014-12-22,1156.0
Nevada,2014-12-08,249.0
Arkansas,2014-07-02,1317.0
Kansas,2014-12-17,1031.0
Florida,2014-11-03,977.0
Texas,2014-09-28,1157.0
Delaware,2014-06-14,946.0
Missouri,2014-05-10,1218.0
Washington,2014-08-05,951.0
Georgia,2014-09-18,1410.0
Georgia,2014-05-08,1420.0
Nevada,2014-02-21,442.0
New York,2014-03-22,614.0
New Mexico,2014-06-08,1067.0
Alaska,2014-07-24,749.0
New Mexico,2014-12-11,1071.0
Mississippi,2014-01-25,746.0
New Mexico,2014-06-21,1074.0
Mississippi,2014-04-26,827.0
Nevada,2014-03-09,507.0
Illinois,2014-12-02,1344.0
Maine,2014-03-14,375.0
California,2014-05-30,724.0
Kansas,2014-11-22,1148.0
Alaska,2014-05-19,718.0
Nebraska,2014-02-12,875.0
Georgia,2014-07-28,1261.0
Oklahoma,2014-08-11,769.0
Delaware,2014-05-13,851.0
Alaska,2014-05-03,626.0
Ohio,2014-06-20,669.0
Florida,2014-09-18,1056.0
New York,2014-03-17,986.0
Arkansas,2014-10-15,1343.0
Montana,2014-10-28,912.0
Oklahoma,2014-09-02,717.0
Indiana,2014-03-15,505.0
Oregon,2014-09-16,918.0
New York,2014-05-24,721.0
Maine,2014-09-05,329.0
Mississippi,2014-12-05,678.0
New York,2014-07-23,803.0
Idaho,2014-04-22,1446.0
Mississippi,2014-01-07,730.0
Maine,2014-06-23,448.0
California,2014-01-25,443.0
Nevada,2014-07-07,380.0
Florida,2014-11-10,709.0
Alaska,2014-04-15,715.0
New York,2014-04-21,543.0
Oregon,2014-01-16,785.0
Idaho,2014-04-25,1334.0
Nevada,2014-04-03,545.0
Alaska,2014-01-12,796.0
Alaska,2014-09-01,542.0
California,2014-01-11,626.0
Delaware,2014-05-15,1090.0
Washington,2014-06-14,1120.0
Arkansas,2014-12-22,1151.0
Nebraska,2014-08-08,808.0
Nevada,2014-01-25,531.0
Delaware,2014-12-23,906.0
Nebraska,2014-03-25,827.0
Mississippi,2014-05-03,531.0
Louisiana,2014-11-25,1380.0
Illinois,2014-07-08,1276.0
Oregon,2014-01-09,701.0
Alaska,2014-08-28,683.0
Maine,2014-03-02,384.0
Montana,2014-09-23,898.0
Mississippi,2014-01-17,717.0
Illinois,2014-10-12,1338.0
Idaho,2014-07-02,1315.0
New Mexico,2014-10-21,1070.0
Kansas,2014-09-09,1113.0
Florida,2014-10-19,912.0
Iowa,2014-12-18,1270.0
Maine,2014-09-04,216.0
Mississippi,2014-05-02,606.0
Ohio,2014-04-04,606.0
Florida,2014-04-20,1007.0
Idaho,2014-10-02,1337.0
Oregon,2014-03-30,791.0
Alaska,2014-07-07,697.0
Missouri,2014-07-04,1296.0
New Mexico,2014-09-08,1199.0
Nebraska,2014-08-26,753.0
Illinois,2014-08-19,1386.0
New York,2014-07-19,745.0
Oregon,2014-03-30,645.0
Florida,2014-10-31,876.0
Iowa,2014-12-08,1186.0
California,2014-07-08,616.0
Maine,2014-04-16,283.0
California,2014-04-23,624.0
Kansas,2014-09-08,1089.0
Oregon,2014-06-01,647.0
Alaska,2014-08-02,830.0
Washington,2014-08-12,854.0
Ohio,2014-04-17,808.0
Illinois,2014-12-09,1267.0
New York,2014-04-13,683.0
Mississippi,2014-02-18,574.0
Oklahoma,2014-02-13,482.0
California,2014-06-19,549.0
Mississippi,2014-04-28,706.0
Oregon,2014-03-06,755.0
New Mexico,2014-11-25,957.0
Illinois,2014-12-02,1311.0
Nebraska,2014-08-04,737.0
Idaho,2014-10-09,1237.0
Montana,2014-12-09,828.0
New York,2014-06-04,578.0
Nevada,2014-05-03,297.0
Missouri,2014-11-01,1014.0
New York,2014-05-07,752.0
Washington,2014-11-28,749.0
Texas,2014-07-03,1371.0
Maine,2014-12-20,212.0
Nebraska,2014-11-05,733.0
Maine,2014-05-30,351.0
Montana,2014-10-17,1012.0
Iowa,2014-10-08,1090.0
Missouri,2014-07-23,991.0
Alaska,2014-02-10,670.0
Louisiana,2014-07-26,1331.0
Louisiana,2014-08-15,1426.0
Missouri,2014-12-11,984.0
Alaska,2014-04-20,630.0
Oklahoma,2014-07-17,647.0
Arkansas,2014-12-24,1201.0
Georgia,2014-10-07,1292.0
New Mexico,2014-05-29,1215.0
Missouri,2014-11-23,1120.0
Maine,2014-09-14,427.0
Maine,2014-01-13,400.0
New Mexico,2014-12-03,975.0
Maine,2014-09-14,319.0
Washington,2014-03-27,1008.0
Louisiana,2014-12-19,1346.0
Missouri,2014-09-21,1065.0
Georgia,2014-11-02,1122.0
Idaho,2014-08-23,1442.0
Nevada,2014-04-11,445.0
New York,2014-07-07,782.0
Alaska,2014-07-14,631.0
California,2014-03-28,694.0
Nevada,2014-09-26,433.0
Ohio,2014-02-10,653.0
California,2014-08-13,707.0
Georgia,2014-03-17,1288.0
Arkansas,2014-05-24,1350.0
Indiana,2014-08-20,514.0
Alaska,2014-05-13,610.0
Indiana,2014-08-31,551.0
California,2014-11-20,502.0
California,2014-02-01,591.0
Georgia,2014-10-14,1168.0
Illinois,2014-06-24,1441.0
Oklahoma,2014-03-11,629.0
Delaware,2014-11-27,780.0
Georgia,2014-08-10,1261.0
Louisiana,2014-08-10,1382.0
Mississippi,2014-09-08,556.0
Alaska,2014-01-05,588.0
Delaware,2014-11-30,862.0
Montana,2014-06-02,1090.0
Delaware,2014-08-09,1028.0
Mississippi,2014-03-13,633.0
Nebraska,2014-05-17,735.0
Missouri,2014-10-01,971.0
Delaware,2014-08-14,984.0
Iowa,2014-05-07,1309.0
Montana,2014-10-31,1079.0
New Mexico,2014-08-07,1177.0
Nebraska,2014-09-14,719.0
Arkansas,2014-09-15,1231.0
Indiana,2014-10-02,635.0
Oregon,2014-07-16,674.0
Texas,2014-12-11,1108.0
Kansas,2014-09-27,1264.0
New Mexico,2014-08-28,1224.0
Louisiana,2014-12-02,1193.0
Montana,2014-08-13,898.0
Texas,2014-02-01,1438.0
Louisiana,2014-12-07,1243.0
Oklahoma,2014-06-12,430.0
New York,2014-03-11,905.0
Florida,2014-10-26,689.0
Iowa,2014-12-12,1097.0
Nevada,2014-01-17,635.0
Mississippi,2014-03-29,776.0
Washington,2014-09-12,931.0
Oregon,2014-04-26,662.0
Mississippi,2014-02-05,738.0
Missouri,2014-11-22,922.0
Oklahoma,2014-05-24,486.0
Nebraska,2014-03-03,778.0
Iowa,2014-09-03,1218.0
Maine,2014-07-29,502.0
Oregon,2014-02-04,853.0
Florida,2014-09-11,694.0
Idaho,2014-09-05,1355.0
Oklahoma,2014-06-26,561.0
Idaho,2014-11-03,1352.0
Georgia,2014-03-06,1372.0
Oklahoma,2014-09-05,433.0
Mississippi,2014-06-06,635.0
New York,2014-01-22,783.0
Oklahoma,2014-04-18,676.0
Arkansas,2014-11-02,1228.0
New Mexico,2014-09-10,1128.0
