Patron Type,Age Range,Home Library,Active Date,Checkouts,Renewals,Notice Preference,Year Patron Registered,Outside of County
SENIOR,65 to 74 years,Chinatown,2016-03-01,210,3,phone,2003,False
ADULT,25 to 34 years,Mission,2016-06-01,146,84,email,2012,True
ADULT,35 to 44 years,Potrero,2013-01-01,1,0,email,2011,False
ADULT,25 to 34 years,Excelsior,2012-08-01,111,19,phone,2003,False
ADULT,35 to 44 years,Sunset,2008-09-01,83,0,print,2003,False
ADULT,25 to 34 years,Ocean View,2014-09-01,34,0,email,2012,True
JUVENILE,10 to 19 years,Park,2016-05-01,259,83,phone,2007,False
ADULT,45 to 54 years,Main Library,2016-02-01,28,40,email,2003,False
ADULT,35 to 44 years,Potrero,2013-10-01,30,4,email,2010,False
ADULT,45 to 54 years,Chinatown,2014-03-01,322,40,phone,2005,False
ADULT,55 to 59 years,Glen Park,2013-06-01,4,0,email,2013,True
SENIOR,65 to 74 years,Potrero,2016-07-01,290,37,email,2003,False
ADULT,35 to 44 years,Main Library,,0,0,email,2014,False
JUVENILE,0 to 9 years,Merced,2016-07-01,247,13,email,2012,False
JUVENILE,10 to 19 years,Main Library,2014-08-01,33,9,print,2008,False
JUVENILE,0 to 9 years,Presidio,2014-05-01,2,0,email,2014,False
ADULT,35 to 44 years,Mission,2016-06-01,763,0,phone,2003,False
ADULT,20 to 24 years,Bayview/Linda Brooks-Burton,2014-06-01,33,4,phone,2008,False
ADULT,25 to 34 years,Main Library,2012-09-01,1,0,email,2012,False
ADULT,45 to 54 years,Mission,2016-07-01,1278,461,phone,2003,False
ADULT,25 to 34 years,Chinatown,2014-08-01,316,113,print,2007,False
JUVENILE,10 to 19 years,Mission,,0,0,print,2012,False
ADULT,55 to 59 years,Presidio,2016-06-01,194,78,email,2003,False
ADULT,25 to 34 years,Main Library,,0,0,email,2014,True
ADULT,35 to 44 years,Western Addition,,0,0,email,2009,False
ADULT,35 to 44 years,Main Library,,0,0,email,2016,True
ADULT,35 to 44 years,Golden Gate Valley,2015-08-01,16,16,email,2015,False
ADULT,35 to 44 years,Presidio,2014-05-01,16,0,email,2009,False
JUVENILE,0 to 9 years,North Beach,2015-10-01,4,0,print,2015,False
JUVENILE,10 to 19 years,Ortega,2012-09-01,2,0,print,2012,True
ADULT,25 to 34 years,Main Library,2016-05-01,30,43,email,2010,True
ADULT,45 to 54 years,Main Library,2016-07-01,892,859,phone,2003,False
JUVENILE,0 to 9 years,Ortega,2016-07-01,78,0,email,2013,False
ADULT,25 to 34 years,Main Library,2015-02-01,7,2,email,2011,False
ADULT,45 to 54 years,Chinatown,2014-08-01,53,0,print,2007,False
ADULT,25 to 34 years,Richmond,2015-09-01,175,82,phone,2009,False
DIGITAL ACCESS CARD,35 to 44 years,Sunset,2010-09-01,251,244,phone,2008,False
ADULT,55 to 59 years,Potrero,2016-03-01,51,25,email,2003,False
ADULT,35 to 44 years,Noe Valley/Sally Brunn,2016-07-01,366,112,email,2003,False
ADULT,10 to 19 years,Portola,,0,0,phone,2012,False
ADULT,35 to 44 years,Mission,2014-03-01,5,0,email,2010,True
ADULT,55 to 59 years,Main Library,2014-05-01,12,1,phone,2013,False
ADULT,20 to 24 years,Main Library,2014-05-01,82,56,email,2003,False
ADULT,20 to 24 years,Presidio,2015-05-01,7,0,print,2003,False
ADULT,55 to 59 years,Main Library,2016-05-01,453,29,email,2004,False
YOUNG ADULT,10 to 19 years,Main Library,,0,0,email,2015,True
ADULT,35 to 44 years,Mission Bay,2016-05-01,16,8,email,2013,True
ADULT,25 to 34 years,Main Library,2015-07-01,1,0,email,2012,True
ADULT,55 to 59 years,Merced,,0,0,phone,2016,True
ADULT,45 to 54 years,Main Library,2015-03-01,63,15,print,2003,False
ADULT,35 to 44 years,Main Library,2015-08-01,4,0,email,2015,False
SENIOR,65 to 74 years,Richmond,2015-06-01,7,0,print,2014,False
ADULT,35 to 44 years,Portola,2010-08-01,56,61,email,2006,False
ADULT,25 to 34 years,Richmond,,0,0,email,2014,False
JUVENILE,0 to 9 years,Ingleside,2016-06-01,225,8,email,2015,False
SENIOR,75 years and over,Chinatown,2016-07-01,606,71,print,2009,False
JUVENILE,10 to 19 years,Parkside,2016-05-01,31,22,email,2008,False
ADULT,60 to 64 years,Sunset,2015-03-01,72,17,email,2007,False
ADULT,35 to 44 years,Sunset,2015-05-01,4,3,email,2005,True
ADULT,35 to 44 years,Mission,2015-01-01,15,2,email,2003,True
ADULT,10 to 19 years,Chinatown,2015-09-01,88,2,phone,2006,False
ADULT,25 to 34 years,Main Library,2016-03-01,20,5,email,2015,False
WELCOME,25 to 34 years,Portola,2015-08-01,1,0,email,2015,False
ADULT,45 to 54 years,Excelsior,2015-02-01,5,2,email,2014,False
ADULT,25 to 34 years,Main Library,2015-12-01,2,0,email,2015,False
YOUNG ADULT,10 to 19 years,Marina,2009-04-01,3,0,email,2009,False
ADULT,25 to 34 years,Main Library,2014-06-01,2,4,email,2011,False
ADULT,20 to 24 years,Main Library,,0,0,email,2013,True
YOUNG ADULT,10 to 19 years,West Portal,2013-10-01,86,14,email,2005,False
ADULT,45 to 54 years,Sunset,2016-07-01,433,132,email,2003,False
ADULT,25 to 34 years,Merced,2016-05-01,32,21,email,2010,False
JUVENILE,0 to 9 years,Main Library,2016-05-01,170,60,phone,2012,False
JUVENILE,0 to 9 years,Unknown,2016-06-01,40,7,email,2014,False
SENIOR,65 to 74 years,Anza,2016-07-01,113,13,email,2011,False
ADULT,35 to 44 years,Excelsior,2015-02-01,48,0,email,2014,False
SENIOR,75 years and over,Bernal Heights,2013-09-01,2,0,phone,2003,False
ADULT,25 to 34 years,Western Addition,2015-03-01,53,24,email,2003,False
ADULT,55 to 59 years,Main Library,,0,0,email,2014,True
ADULT,25 to 34 years,Eureka Valley/Harvey Milk Memorial,2016-07-01,2,1,email,2016,False
ADULT,35 to 44 years,Main Library,2012-11-01,3,0,email,2012,True
YOUNG ADULT,10 to 19 years,Chinatown,2016-02-01,2,0,email,2015,False
SENIOR,75 years and over,Parkside,2014-09-01,236,306,phone,2003,False
JUVENILE,10 to 19 years,Ingleside,2014-11-01,1097,192,email,2008,False
ADULT,20 to 24 years,Main Library,2016-04-01,4,0,phone,2016,True
ADULT,45 to 54 years,Sunset,2015-10-01,14,0,email,2008,False
JUVENILE,10 to 19 years,Visitacion Valley,2014-08-01,324,4,email,2012,False
ADULT,35 to 44 years,Mission Bay,2012-12-01,458,806,email,2006,True
ADULT,45 to 54 years,Main Library,2014-07-01,2,4,email,2014,True
SENIOR,65 to 74 years,Chinatown,2004-12-01,11,0,email,2003,True
ADULT,35 to 44 years,Main Library,2010-09-01,1,0,email,2006,True
ADULT,25 to 34 years,Bayview/Linda Brooks-Burton,2016-01-01,5,4,email,2012,False
ADULT,35 to 44 years,Mission,2016-07-01,66,3,email,2008,False
ADULT,35 to 44 years,Portola,2016-04-01,13,12,phone,2014,False
ADULT,45 to 54 years,West Portal,2016-07-01,157,108,email,2006,False
ADULT,45 to 54 years,Marina,2013-06-01,77,32,email,2003,False
JUVENILE,0 to 9 years,Main Library,,0,0,email,2014,False
SENIOR,65 to 74 years,Main Library,2015-02-01,14,7,email,2003,False
SENIOR,75 years and over,Golden Gate Valley,2016-07-01,213,1,phone,2003,False
SENIOR,65 to 74 years,Main Library,2014-05-01,6,0,email,2011,False
SENIOR,65 to 74 years,Bernal Heights,2016-07-01,786,367,email,2003,False
SENIOR,75 years and over,Presidio,2014-10-01,2,0,email,2013,False
SENIOR,75 years and over,Western Addition,2014-09-01,453,26,print,2003,False
ADULT,45 to 54 years,Main Library,,0,0,email,2011,False
ADULT,25 to 34 years,Main Library,,0,0,email,2012,True
ADULT,25 to 34 years,Mission Bay,2013-06-01,2,0,email,2013,True
ADULT,25 to 34 years,Mission Bay,2015-03-01,5,0,email,2006,False
ADULT,45 to 54 years,Western Addition,2013-11-01,591,124,email,2009,False
ADULT,45 to 54 years,Mission,2013-05-01,3,0,print,2011,False
ADULT,60 to 64 years,Ortega,2016-07-01,1237,369,phone,2003,False
YOUNG ADULT,10 to 19 years,Merced,2015-10-01,90,156,email,2012,True
JUVENILE,10 to 19 years,Main Library,2013-09-01,22,0,email,2011,False
ADULT,25 to 34 years,Ingleside,,0,0,email,2016,True
SENIOR,75 years and over,Anza,2013-03-01,2,3,phone,2013,False
SENIOR,65 to 74 years,Bernal Heights,,0,0,email,2016,False
YOUNG ADULT,10 to 19 years,Main Library,,0,0,email,2015,True
ADULT,35 to 44 years,Main Library,2015-02-01,11,0,email,2003,True
JUVENILE,10 to 19 years,Mission,2016-06-01,617,32,phone,2011,False
ADULT,45 to 54 years,Main Library,2015-06-01,2,0,phone,2014,False
ADULT,45 to 54 years,Main Library,2013-11-01,33,57,email,2008,False
JUVENILE,10 to 19 years,Main Library,,0,0,phone,2015,False
JUVENILE,10 to 19 years,Visitacion Valley,2016-07-01,4,3,email,2016,False
YOUNG ADULT,10 to 19 years,West Portal,2016-05-01,3,0,email,2016,False
ADULT,25 to 34 years,Main Library,2015-05-01,1,3,email,2015,False
ADULT,20 to 24 years,Branch Bookmobile (West Portal),2015-03-01,1,0,print,2015,True
ADULT,25 to 34 years,Main Library,2014-01-01,8,10,phone,2008,True
JUVENILE,0 to 9 years,Main Library,2013-09-01,19,0,phone,2010,False
JUVENILE,0 to 9 years,Glen Park,2016-07-01,1406,29,email,2008,False
YOUNG ADULT,10 to 19 years,Main Library,2013-07-01,3,0,email,2013,False
ADULT,25 to 34 years,Potrero,2014-01-01,9,0,email,2013,False
YOUNG ADULT,10 to 19 years,Ortega,2016-04-01,73,0,phone,2008,False
ADULT,35 to 44 years,Glen Park,2016-06-01,60,53,email,2014,False
SENIOR,65 to 74 years,Main Library,2012-10-01,51,12,email,2003,True
ADULT,45 to 54 years,Sunset,2014-05-01,5,0,email,2012,True
YOUNG ADULT,10 to 19 years,Main Library,,0,0,email,2015,True
ADULT,25 to 34 years,Main Library,2014-12-01,1,0,email,2014,False
SENIOR,75 years and over,Main Library,2010-10-01,6,5,print,2003,False
ADULT,25 to 34 years,Main Library,2016-06-01,0,0,email,2015,False
ADULT,20 to 24 years,Main Library,,0,0,email,2014,True
ADULT,45 to 54 years,Bernal Heights,2016-05-01,11,0,email,2011,False
ADULT,35 to 44 years,Richmond,,0,0,email,2014,False
JUVENILE,10 to 19 years,Glen Park,2016-06-01,341,51,email,2010,False
SENIOR,75 years and over,Mission,2016-05-01,484,50,phone,2003,False
ADULT,25 to 34 years,Main Library,2015-09-01,10,9,email,2013,True
ADULT,25 to 34 years,Main Library,2014-03-01,1,0,email,2014,False
ADULT,45 to 54 years,Ingleside,2016-07-01,689,293,email,2003,False
ADULT,20 to 24 years,Chinatown,2013-08-01,758,262,print,2003,True
ADULT,35 to 44 years,Noe Valley/Sally Brunn,,0,0,email,2014,False
ADULT,25 to 34 years,Main Library,2013-01-01,17,6,email,2009,False
ADULT,25 to 34 years,Portola,2015-12-01,76,11,email,2009,False
ADULT,20 to 24 years,Anza,2013-10-01,1,0,email,2013,False
ADULT,55 to 59 years,Main Library,,0,0,email,2012,False
ADULT,35 to 44 years,Mission Bay,2016-07-01,46,7,email,2014,False
ADULT,45 to 54 years,Parkside,2015-02-01,155,76,email,2005,False
ADULT,20 to 24 years,Branch Bookmobile (Excelsior),2015-08-01,4,3,email,2009,False
JUVENILE,0 to 9 years,North Beach,2014-06-01,9,0,email,2014,False
WELCOME,25 to 34 years,Mission,2015-09-01,2,2,email,2015,False
ADULT,35 to 44 years,Park,2015-11-01,18,1,email,2015,True
ADULT,25 to 34 years,Mission Bay,2015-02-01,3,0,email,2015,True
ADULT,35 to 44 years,Main Library,2015-09-01,416,201,email,2003,False
ADULT,55 to 59 years,Marina,,0,0,email,2012,False
JUVENILE,0 to 9 years,West Portal,2015-03-01,23,0,email,2014,False
ADULT,45 to 54 years,Glen Park,2015-10-01,10,0,email,2014,False
ADULT,45 to 54 years,Main Library,2016-07-01,122,178,email,2010,False
ADULT,25 to 34 years,Main Library,2013-07-01,1,0,email,2013,False
ADULT,25 to 34 years,North Beach,2009-04-01,23,16,email,2008,False
ADULT,65 to 74 years,Main Library,2015-01-01,3,6,email,2008,True
ADULT,35 to 44 years,Children's Bookmobile,,0,0,email,2013,True
ADULT,35 to 44 years,Chinatown,2016-07-01,1483,75,email,2003,False
YOUNG ADULT,10 to 19 years,Presidio,,0,0,email,2014,False
ADULT,25 to 34 years,Visitacion Valley,2015-04-01,4,5,email,2011,False
SENIOR,65 to 74 years,Main Library,2016-07-01,1986,1082,phone,2004,False
ADULT,25 to 34 years,Glen Park,2013-02-01,8,0,email,2012,False
WELCOME,25 to 34 years,Merced,2016-01-01,1,1,email,2015,False
SENIOR,65 to 74 years,Ingleside,2014-08-01,43,23,email,2010,False
ADULT,20 to 24 years,Chinatown,2014-08-01,462,82,email,2003,False
SENIOR,65 to 74 years,West Portal,2014-05-01,95,21,email,2003,False
ADULT,25 to 34 years,Portola,2014-07-01,5,0,email,2014,True
JUVENILE,10 to 19 years,Merced,2016-04-01,842,23,phone,2006,False
JUVENILE,0 to 9 years,Parkside,2016-06-01,33,1,email,2013,False
JUVENILE,0 to 9 years,Portola,2016-06-01,9,0,phone,2013,False
ADULT,45 to 54 years,Mission Bay,2013-09-01,3,0,email,2013,False
ADULT,25 to 34 years,Eureka Valley/Harvey Milk Memorial,2016-05-01,1,0,email,2014,False
ADULT,25 to 34 years,Parkside,2015-02-01,188,175,email,2003,False
ADULT,35 to 44 years,Main Library,,0,0,email,2015,True
ADULT,20 to 24 years,Merced,,0,0,email,2012,False
ADULT,35 to 44 years,Portola,2015-10-01,1,0,print,2015,False
ADULT,60 to 64 years,West Portal,2013-09-01,159,49,email,2003,False
ADULT,35 to 44 years,Chinatown,2016-06-01,253,216,email,2003,False
ADULT,25 to 34 years,Main Library,2013-10-01,1,0,email,2013,False
ADULT,25 to 34 years,Mission Bay,2013-10-01,603,12,email,2008,False
JUVENILE,10 to 19 years,Mission,2016-06-01,38,1,phone,2013,False
WELCOME,20 to 24 years,Main Library,2016-03-01,1,0,email,2016,False
ADULT,25 to 34 years,Main Library,2016-05-01,2,2,email,2016,False
ADULT,20 to 24 years,Visitacion Valley,,0,0,email,2010,False
SENIOR,65 to 74 years,Ortega,2016-07-01,652,192,phone,2003,False
ADULT,35 to 44 years,Main Library,2015-10-01,2,0,email,2015,True
ADULT,25 to 34 years,Main Library,,0,0,email,2016,True
ADULT,45 to 54 years,Main Library,2013-09-01,19,11,phone,2003,False
SENIOR,75 years and over,Richmond,2016-07-01,28,20,email,2003,False
ADULT,35 to 44 years,North Beach,2016-07-01,108,0,email,2015,False
ADULT,35 to 44 years,Marina,2013-04-01,2,0,email,2013,False
ADULT,25 to 34 years,Main Library,,0,0,email,2016,True
JUVENILE,10 to 19 years,Main Library,2015-07-01,10,0,email,2012,False
JUVENILE,0 to 9 years,Presidio,2015-02-01,8,0,email,2012,False
ADULT,65 to 74 years,Main Library,2016-05-01,50,53,email,2011,True
ADULT,55 to 59 years,Richmond,,0,0,email,2016,True
ADULT,55 to 59 years,Excelsior,2015-08-01,72,3,print,2003,False
ADULT,25 to 34 years,Main Library,2015-03-01,21,53,email,2013,False
ADULT,45 to 54 years,Main Library,2012-02-01,337,150,email,2009,False
ADULT,25 to 34 years,Main Library,2014-11-01,16,29,email,2013,False
ADULT,25 to 34 years,Richmond,2015-03-01,50,26,email,2012,False
ADULT,10 to 19 years,Mission,2015-05-01,22,0,phone,2004,False
JUVENILE,0 to 9 years,Sunset,2015-06-01,254,174,email,2012,False
ADULT,45 to 54 years,Noe Valley/Sally Brunn,2013-06-01,30,2,email,2009,False
JUVENILE,10 to 19 years,Excelsior,2015-04-01,31,0,phone,2010,False
ADULT,45 to 54 years,Marina,2014-12-01,84,28,email,2008,False
SENIOR,65 to 74 years,Noe Valley/Sally Brunn,2012-05-01,218,304,email,2004,False
ADULT,25 to 34 years,Main Library,2014-02-01,7,2,email,2013,False
ADULT,25 to 34 years,Main Library,,0,0,email,2016,False
ADULT,25 to 34 years,Portola,2016-05-01,213,1,print,2012,False
ADULT,55 to 59 years,Mission,,0,0,email,2014,False
ADULT,20 to 24 years,Richmond,2014-11-01,21,17,email,2014,False
WELCOME,25 to 34 years,Mission,2015-08-01,0,0,email,2015,False
ADULT,25 to 34 years,North Beach,,0,0,email,2016,False
AT USER JUVENILE,10 to 19 years,Ocean View,2015-03-01,4,0,print,2013,False
ADULT,35 to 44 years,Main Library,2015-09-01,63,5,phone,2004,False
SENIOR,65 to 74 years,Excelsior,2014-10-01,2,0,print,2008,False
ADULT,45 to 54 years,Western Addition,2016-07-01,152,199,email,2013,False
JUVENILE,0 to 9 years,Anza,2016-06-01,99,0,email,2013,False
ADULT,20 to 24 years,Parkside,2016-06-01,16,47,email,2014,False
ADULT,25 to 34 years,Glen Park,2016-02-01,470,120,email,2013,False
ADULT,25 to 34 years,Presidio,2016-06-01,22,11,email,2014,False
ADULT,35 to 44 years,Ortega,2016-06-01,215,116,phone,2010,False
ADULT,25 to 34 years,Glen Park,2016-01-01,24,50,email,2015,False
ADULT,45 to 54 years,Main Library,2016-07-01,177,21,email,2015,False
ADULT,25 to 34 years,Main Library,2015-04-01,2,0,email,2011,True
ADULT,25 to 34 years,Main Library,,0,0,email,2013,False
SENIOR,65 to 74 years,Richmond,2016-01-01,45,0,phone,2003,False
ADULT,25 to 34 years,Park,2016-07-01,96,6,email,2013,False
ADULT,10 to 19 years,Richmond,2014-12-01,1289,125,print,2003,False
ADULT,45 to 54 years,Bayview/Linda Brooks-Burton,2013-12-01,5,5,phone,2012,False
ADULT,20 to 24 years,Golden Gate Valley,2016-07-01,19,0,email,2016,False
YOUNG ADULT,10 to 19 years,Marina,2016-04-01,10,2,email,2015,False
ADULT,45 to 54 years,Golden Gate Valley,2013-05-01,0,0,email,2013,False
ADULT,25 to 34 years,Marina,,0,0,email,2015,False
SENIOR,75 years and over,Noe Valley/Sally Brunn,2015-04-01,3,0,email,2015,False
ADULT,45 to 54 years,Presidio,2015-07-01,11,6,email,2012,True
ADULT,55 to 59 years,Mission,2005-05-01,3,0,phone,2003,False
ADULT,35 to 44 years,Main Library,,0,0,email,2013,True
ADULT,20 to 24 years,Chinatown,2013-10-01,162,66,print,2003,True
ADULT,20 to 24 years,Mission,2016-07-01,49,12,email,2015,False
ADULT,35 to 44 years,Main Library,2014-08-01,1,1,email,2013,True
JUVENILE,0 to 9 years,Richmond,2016-04-01,63,2,email,2011,False
ADULT,35 to 44 years,North Beach,2016-04-01,3,9,email,2014,False
ADULT,45 to 54 years,Excelsior,2016-07-01,1966,641,email,2003,False
ADULT,60 to 64 years,Sunset,2016-07-01,1481,14,email,2004,False
ADULT,25 to 34 years,Ingleside,2016-04-01,4,0,phone,2013,False
ADULT,25 to 34 years,Glen Park,,0,0,email,2013,False
ADULT,35 to 44 years,Eureka Valley/Harvey Milk Memorial,2015-01-01,0,0,email,2015,False
JUVENILE,0 to 9 years,Ocean View,2016-01-01,49,0,phone,2014,False
ADULT,25 to 34 years,Mission,,0,0,email,2015,False
JUVENILE,10 to 19 years,West Portal,2014-06-01,14,0,email,2007,False
ADULT,35 to 44 years,Richmond,2014-05-01,20,4,email,2005,False
ADULT,60 to 64 years,Park,2016-07-01,67,16,email,2003,False
SENIOR,75 years and over,Main Library,2015-01-01,49,11,email,2003,False
ADULT,35 to 44 years,North Beach,2015-10-01,876,328,email,2006,False
JUVENILE,0 to 9 years,Glen Park,2016-07-01,479,110,email,2010,False
ADULT,20 to 24 years,Main Library,2014-08-01,26,1,email,2012,False
ADULT,35 to 44 years,Main Library,2013-12-01,3,1,email,2011,False
ADULT,45 to 54 years,Main Library,2016-07-01,274,288,email,2003,False
ADULT,25 to 34 years,Bernal Heights,2013-12-01,10,5,email,2007,False
ADULT,20 to 24 years,Main Library,2015-02-01,4,0,phone,2014,False
JUVENILE,0 to 9 years,Richmond,,0,0,email,2015,False
ADULT,25 to 34 years,Anza,2016-03-01,372,47,email,2007,True
ADULT,45 to 54 years,Main Library,,0,0,email,2008,False
JUVENILE,10 to 19 years,Potrero,2016-07-01,2702,739,email,2006,False
ADULT,20 to 24 years,West Portal,2013-05-01,2,0,phone,2013,False
JUVENILE,0 to 9 years,Main Library,2013-08-01,333,16,email,2011,False
ADULT,25 to 34 years,Main Library,2015-04-01,1,1,email,2015,False
ADULT,35 to 44 years,Golden Gate Valley,,0,0,email,2014,True
ADULT,10 to 19 years,Chinatown,2013-12-01,50,4,email,2006,False
ADULT,25 to 34 years,Main Library,,0,0,phone,2016,False
ADULT,25 to 34 years,Anza,2016-07-01,14,2,phone,2015,False
ADULT,25 to 34 years,Potrero,2016-06-01,6,0,email,2011,False
ADULT,25 to 34 years,Noe Valley/Sally Brunn,2016-05-01,12,3,email,2008,False
JUVENILE,10 to 19 years,North Beach,2014-06-01,16,0,email,2012,False
ADULT,45 to 54 years,Ortega,2016-07-01,281,39,email,2004,False
ADULT,45 to 54 years,Bayview/Linda Brooks-Burton,2009-12-01,2,0,email,2009,False
JUVENILE,0 to 9 years,Mission Bay,2016-07-01,300,51,email,2011,False
ADULT,35 to 44 years,Main Library,,0,0,email,2014,False
SENIOR,65 to 74 years,West Portal,2016-02-01,11,0,phone,2015,False
JUVENILE,0 to 9 years,Portola,2016-07-01,149,86,email,2014,False
ADULT,45 to 54 years,Main Library,2016-02-01,820,241,email,2005,True
ADULT,35 to 44 years,Main Library,,0,0,email,2011,True
JUVENILE,0 to 9 years,West Portal,2016-06-01,12,2,email,2012,False
ADULT,25 to 34 years,Mission,,0,0,email,2013,False
ADULT,35 to 44 years,Ortega,2014-04-01,25,0,print,2003,False
ADULT,35 to 44 years,Bernal Heights,,0,0,print,2012,False
ADULT,35 to 44 years,Mission,2016-06-01,6,0,phone,2003,False
ADULT,45 to 54 years,Marina,2006-07-01,45,28,email,2003,True
ADULT,35 to 44 years,Main Library,2013-07-01,5,0,phone,2005,False
ADULT,45 to 54 years,Main Library,2014-09-01,70,9,email,2013,True
WELCOME,25 to 34 years,Merced,2014-09-01,1,4,email,2014,False
ADULT,55 to 59 years,Anza,2016-07-01,1422,2222,email,2003,True
ADULT,35 to 44 years,Merced,2016-07-01,4,2,email,2013,False
ADULT,45 to 54 years,Chinatown,2016-07-01,12740,2209,email,2003,False
ADULT,45 to 54 years,Richmond,2014-02-01,40,29,email,2003,False
ADULT,45 to 54 years,Excelsior,2015-04-01,3,0,phone,2015,False
ADULT,25 to 34 years,Main Library,2012-12-01,12,3,email,2008,True
ADULT,25 to 34 years,Main Library,,0,0,phone,2012,False
SENIOR,65 to 74 years,Western Addition,2016-07-01,427,28,phone,2005,False
ADULT,35 to 44 years,Ingleside,2016-07-01,115,6,email,2015,False
ADULT,25 to 34 years,Parkside,2006-03-01,24,25,email,2003,False
WELCOME,20 to 24 years,Richmond,2016-06-01,2,0,email,2016,False
JUVENILE,0 to 9 years,Mission,2016-07-01,101,5,email,2015,False
ADULT,35 to 44 years,Mission,2013-12-01,39,3,email,2008,False
SENIOR,65 to 74 years,Main Library,,0,0,email,2011,True
ADULT,45 to 54 years,Mission,2015-11-01,59,2,phone,2003,False
ADULT,35 to 44 years,Glen Park,2014-08-01,0,0,email,2014,False
JUVENILE,10 to 19 years,Main Library,,0,0,email,2016,True
ADULT,35 to 44 years,Glen Park,2015-03-01,47,13,email,2005,False
ADULT,25 to 34 years,Noe Valley/Sally Brunn,2013-11-01,2,5,phone,2013,False
ADULT,25 to 34 years,Eureka Valley/Harvey Milk Memorial,2016-07-01,18,0,email,2015,False
ADULT,10 to 19 years,Chinatown,2011-06-01,245,21,print,2003,False
ADULT,20 to 24 years,Main Library,2014-08-01,3,9,print,2014,True
ADULT,45 to 54 years,Chinatown,2015-03-01,259,24,phone,2013,False
ADULT,55 to 59 years,Ingleside,,0,0,email,2015,False
ADULT,25 to 34 years,Main Library,2016-07-01,2,0,print,2016,False
ADULT,20 to 24 years,Park,2016-07-01,18,0,email,2016,False
ADULT,25 to 34 years,Sunset,2015-10-01,112,29,email,2003,False
ADULT,25 to 34 years,Sunset,2016-04-01,17,8,email,2014,False
ADULT,25 to 34 years,Main Library,,0,0,email,2004,False
ADULT,45 to 54 years,Main Library,2016-06-01,898,1734,email,2005,False
SPECIAL,75 years and over,Library on Wheels,2015-04-01,1,0,print,2014,False
ADULT,60 to 64 years,Anza,2012-12-01,117,68,email,2008,False
JUVENILE,0 to 9 years,Excelsior,2016-07-01,16,3,email,2014,False
YOUNG ADULT,10 to 19 years,Portola,2016-07-01,439,9,email,2009,False
ADULT,45 to 54 years,Bernal Heights,2016-06-01,234,16,email,2014,False
ADULT,25 to 34 years,Richmond,2016-07-01,262,73,phone,2003,False
SENIOR,75 years and over,West Portal,2015-04-01,80,24,email,2003,False
SENIOR,75 years and over,North Beach,2014-10-01,102,3,phone,2003,False
YOUNG ADULT,10 to 19 years,Main Library,,0,0,email,2014,True
ADULT,35 to 44 years,Excelsior,,0,0,phone,2015,False
ADULT,60 to 64 years,Main Library,2016-07-01,26,0,phone,2015,False
ADULT,25 to 34 years,Sunset,2014-05-01,107,154,email,2009,False
JUVENILE,0 to 9 years,Chinatown,2016-07-01,147,356,email,2013,False
YOUNG ADULT,10 to 19 years,Main Library,,0,0,email,2015,True
JUVENILE,0 to 9 years,Park,2015-02-01,14,28,email,2014,False
JUVENILE,0 to 9 years,Anza,2014-12-01,52,5,email,2013,False
ADULT,35 to 44 years,Western Addition,2015-09-01,4,0,email,2013,False
JUVENILE,0 to 9 years,Mission,2013-10-01,14,0,email,2013,False
SENIOR,75 years and over,Excelsior,2016-04-01,189,8,phone,2009,False
ADULT,35 to 44 years,Marina,2015-08-01,83,52,email,2003,False
SENIOR,65 to 74 years,Mission Bay,2013-05-01,1900,300,phone,2009,False
ADULT,35 to 44 years,Richmond,2014-04-01,3,0,email,2014,False
ADULT,45 to 54 years,Mission,2014-02-01,39,0,email,2003,False
ADULT,25 to 34 years,Mission Bay,2013-12-01,6,10,email,2012,False
ADULT,20 to 24 years,Main Library,,0,0,email,2014,True
ADULT,25 to 34 years,Anza,2016-07-01,72,166,email,2011,False
ADULT,45 to 54 years,Main Library,2015-06-01,126,151,email,2003,False
ADULT,55 to 59 years,Parkside,2015-08-01,37,21,email,2011,False
JUVENILE,0 to 9 years,Glen Park,2016-04-01,18,0,print,2014,False
JUVENILE,10 to 19 years,Portola,2015-09-01,294,8,email,2011,False
ADULT,45 to 54 years,Marina,2013-11-01,3,0,email,2013,False
ADULT,60 to 64 years,Ortega,2014-08-01,339,396,email,2003,False
ADULT,25 to 34 years,Ocean View,,0,0,email,2016,False
SENIOR,75 years and over,Western Addition,2015-11-01,84,40,email,2007,False
ADULT,25 to 34 years,Richmond,2009-12-01,6,4,email,2009,False
SENIOR,75 years and over,North Beach,,0,0,email,2013,True
ADULT,20 to 24 years,Glen Park,2013-08-01,25,9,phone,2003,False
JUVENILE,10 to 19 years,Mission,2016-05-01,38,1,email,2013,False
ADULT,20 to 24 years,Chinatown,2016-06-01,2,0,email,2015,False
ADULT,25 to 34 years,Main Library,2013-07-01,0,0,email,2008,True
ADULT,25 to 34 years,West Portal,,0,0,email,2015,True
SENIOR,75 years and over,Richmond,2016-07-01,33,19,phone,2003,False
ADULT,45 to 54 years,Chinatown,2014-12-01,3566,76,email,2003,False
ADULT,35 to 44 years,Main Library,2015-03-01,5,0,email,2011,False
ADULT,35 to 44 years,Sunset,2016-07-01,31,3,email,2016,False
ADULT,35 to 44 years,Unknown,,0,0,email,2016,True
ADULT,25 to 34 years,Main Library,2014-04-01,45,97,email,2012,True
ADULT,20 to 24 years,Sunset,2016-07-01,17,8,email,2016,False
